id,bus0_orig,bus1_orig,type_orig,carrier_orig,x_orig,r_orig,g_orig,b_orig,s_nom_orig,s_nom_extendable_orig,s_nom_min_orig,s_nom_max_orig,s_max_pu_orig,build_year_orig,lifetime_orig,capital_cost_orig,length_orig,terrain_factor_orig,num_parallel_orig,v_ang_min_orig,v_ang_max_orig,geom_orig,s_nom_mod_orig,sub_network_orig,v_nom_orig,x_pu_orig,r_pu_orig,b_pu_orig,g_pu_orig,x_pu_eff_orig,r_pu_eff_orig,s_nom_opt_orig,bus0_upd,bus1_upd,type_upd,carrier_upd,x_upd,r_upd,g_upd,b_upd,s_nom_upd,s_nom_extendable_upd,s_nom_min_upd,s_nom_max_upd,s_max_pu_upd,build_year_upd,lifetime_upd,capital_cost_upd,length_upd,terrain_factor_upd,num_parallel_upd,v_ang_min_upd,v_ang_max_upd,geom_upd,s_nom_mod_upd,sub_network_upd,v_nom_upd,x_pu_upd,r_pu_upd,b_pu_upd,g_pu_upd,x_pu_eff_upd,r_pu_eff_upd,s_nom_opt_upd,r_raw_ratio
Line_16280,Bus_10076,Bus_10073,,AC,0.22600743,0.078415018,0,3.97772496e-05,2080.0,True,2080.0,6218.7552194953,0.7,0,40,116.889344063642,2.87218294726652,1,4,-inf,inf,"MULTILINESTRING ((6.770827 51.143902, 6.770827 51.143902, 6.773427 51.142324, 6.777302 51.14002, 6.780795 51.137868, 6.783987 51.135936, 6.787218 51.133996, 6.790204 51.132237, 6.793584 51.130235, 6.796998 51.128212, 6.800601 51.126066, 6.800601 51.126066))",0,0,220,4.669575e-06,1.620145e-06,1.92521888064,0,4.669575e-06,1.620145e-06,2080.0,BUS_10076,BUS_10073,,AC,46.417,6.725,0,0.0006639,2080.0,True,2080.0,6218.7552194953,0.7,0,40,116.889344063642,2.87218294726652,1,4,-inf,inf,"MULTILINESTRING ((6.770827 51.143902, 6.770827 51.143902, 6.773427 51.142324, 6.777302 51.14002, 6.780795 51.137868, 6.783987 51.135936, 6.787218 51.133996, 6.790204 51.132237, 6.793584 51.130235, 6.796998 51.128212, 6.800601 51.126066, 6.800601 51.126066))",0,0,220,4.669575e-06,1.620145e-06,1.92521888064,0,4.669575e-06,1.620145e-06,2080.0,85.7616330586062
Line_11813,Bus_1014,Bus_1013,,AC,0.0597289538389392,0.0207234356631905,0,2.631440884764e-06,1040.93823344789,True,1040.93823344789,6218.7552194953,0.7,0,40,15.472296965144,0.380182366958399,1,2,-inf,inf,"MULTILINESTRING ((8.550159 49.43243, 8.550159 49.43243, 8.547743 49.435467, 8.547743 49.435467))",0,0,220,1.23406929419296e-06,4.28170158330382e-07,0.127361738822577,0,1.23406929419296e-06,4.28170158330382e-07,1040.93823344789,BUS_1014,BUS_1013,,AC,56.255,6.557,0,0.0009747,1040.93823344789,True,1040.93823344789,6218.7552194953,0.7,0,40,15.472296965144,0.380182366958399,1,2,-inf,inf,"MULTILINESTRING ((8.550159 49.43243, 8.550159 49.43243, 8.547743 49.435467, 8.547743 49.435467))",0,0,220,1.23406929419296e-06,4.28170158330382e-07,0.127361738822577,0,1.23406929419296e-06,4.28170158330382e-07,1040.93823344789,316.4050646122695
Line_3057,Bus_1020,Bus_1014,,AC,0.035171806452081,0.0122031356135521,0,3.90899072437889e-07,523.744231927091,True,523.744231927091,6218.7552194953,0.7,0,40,4.56590701313677,0.112192607178939,1,1,-inf,inf,"MULTILINESTRING ((8.547743 49.435467, 8.547743 49.435467, 8.546196 49.435542, 8.546196 49.435542))",0,0,220,7.26690215952088e-07,2.52130901106449e-07,0.0189195151059938,0,7.26690215952088e-07,2.52130901106449e-07,523.744231927091,BUS_1020,BUS_1014,,AC,56.255,6.557,0,0.0009747,523.744231927091,True,523.744231927091,6218.7552194953,0.7,0,40,4.56590701313677,0.112192607178939,1,1,-inf,inf,"MULTILINESTRING ((8.547743 49.435467, 8.547743 49.435467, 8.546196 49.435542, 8.546196 49.435542))",0,0,220,7.26690215952088e-07,2.52130901106449e-07,0.0189195151059938,0,7.26690215952088e-07,2.52130901106449e-07,523.744231927091,537.3209155127453
Line_3060,Bus_1020,Bus_1018,,AC,2.61100671115935,0.905907616175937,0,0.0001149228767476,1040.24883049142,True,1040.24883049142,6218.7552194953,0.7,0,40,676.255055914878,16.6168118673328,1,2,-inf,inf,"MULTILINESTRING ((8.546196 49.435542, 8.546196 49.435542, 8.544801 49.432741, 8.543241 49.429912, 8.541638 49.427025, 8.540007 49.424092, 8.542032 49.422015, 8.544024 49.419964, 8.546166 49.417787, 8.545925 49.414718, 8.545688 49.411435, 8.544438 49.408924, 8.543378 49.406794, 8.543324 49.403524, 8.543228 49.400289, 8.543169 49.396954, 8.543073 49.393968, 8.541871 49.390871, 8.540736 49.387791, 8.539654 49.384926, 8.53851 49.38191, 8.537287 49.378732, 8.5382 49.375756, 8.539078 49.372893, 8.539969 49.370015, 8.540871 49.367089, 8.541729 49.364294, 8.539531 49.362058, 8.53708 49.359538, 8.534594 49.356996, 8.532179 49.354492, 8.529859 49.352144, 8.527589 49.349772, 8.525071 49.347216, 8.522568 49.344666, 8.520357 49.342395, 8.517924 49.339935, 8.515545 49.337479, 8.513138 49.335, 8.513143 49.332375, 8.513136 49.32954, 8.513165 49.326471, 8.513172 49.323482, 8.513209 49.320633, 8.513217 49.317718, 8.513202 49.31478, 8.513216 49.31206, 8.513224 49.309059, 8.513238 49.306162, 8.513246 49.303213, 8.513261 49.300229, 8.513268 49.297093, 8.513244 49.29437, 8.513244 49.29437))",0,0,220,5.39464196520526e-05,1.87170995077673e-05,5.5622672345846,0,5.39464196520526e-05,1.87170995077673e-05,1040.24883049142,BUS_1020,BUS_1018,,AC,82.2995,9.5728,0,0.001476475,1040.24883049142,True,1040.24883049142,6218.7552194953,0.7,0,40,676.255055914878,16.6168118673328,1,2,-inf,inf,"MULTILINESTRING ((8.546196 49.435542, 8.546196 49.435542, 8.544801 49.432741, 8.543241 49.429912, 8.541638 49.427025, 8.540007 49.424092, 8.542032 49.422015, 8.544024 49.419964, 8.546166 49.417787, 8.545925 49.414718, 8.545688 49.411435, 8.544438 49.408924, 8.543378 49.406794, 8.543324 49.403524, 8.543228 49.400289, 8.543169 49.396954, 8.543073 49.393968, 8.541871 49.390871, 8.540736 49.387791, 8.539654 49.384926, 8.53851 49.38191, 8.537287 49.378732, 8.5382 49.375756, 8.539078 49.372893, 8.539969 49.370015, 8.540871 49.367089, 8.541729 49.364294, 8.539531 49.362058, 8.53708 49.359538, 8.534594 49.356996, 8.532179 49.354492, 8.529859 49.352144, 8.527589 49.349772, 8.525071 49.347216, 8.522568 49.344666, 8.520357 49.342395, 8.517924 49.339935, 8.515545 49.337479, 8.513138 49.335, 8.513143 49.332375, 8.513136 49.32954, 8.513165 49.326471, 8.513172 49.323482, 8.513209 49.320633, 8.513217 49.317718, 8.513202 49.31478, 8.513216 49.31206, 8.513224 49.309059, 8.513238 49.306162, 8.513246 49.303213, 8.513261 49.300229, 8.513268 49.297093, 8.513244 49.29437, 8.513244 49.29437))",0,0,220,5.39464196520526e-05,1.87170995077673e-05,5.5622672345846,0,5.39464196520526e-05,1.87170995077673e-05,1040.24883049142,10.567081928739256
Line_5644,Bus_10230,Bus_10229,,AC,0.0146425932,0.00163130846,0,1.02498008e-06,3580.0,True,3580.0,10741.4862882191,0.7,0,40,4.73373822712601,0.11631652415957,1,2,-inf,inf,"MULTILINESTRING ((7.970292 51.67557, 7.970292 51.67557, 7.969158 51.676344, 7.969158 51.676344))",0,0,380,1.01403e-07,1.129715e-08,0.148007123552,0,1.01403e-07,1.129715e-08,3580.0,BUS_10230,BUS_10229,,AC,14.581,0.8300000000000001,0,0.0002702,3580.0,True,3580.0,10741.4862882191,0.7,0,40,4.73373822712601,0.11631652415957,1,2,-inf,inf,"MULTILINESTRING ((7.970292 51.67557, 7.970292 51.67557, 7.969158 51.676344, 7.969158 51.676344))",0,0,380,1.01403e-07,1.129715e-08,0.148007123552,0,1.01403e-07,1.129715e-08,3580.0,508.7940266061025
Line_6206,Bus_10273,Bus_10272,,AC,0.0054016974706293,0.000601794847946,0,3.79011335107002e-07,3586.00503318854,True,3586.00503318854,10741.4862882191,0.7,0,40,1.74638955227123,0.0429119551615143,1,2,-inf,inf,"MULTILINESTRING ((8.014885 50.639162, 8.014885 50.639162, 8.015466 50.639276, 8.015466 50.639276))",0,0,380,3.74078772204248e-08,4.1675543486571e-09,0.0547292367894511,0,3.74078772204248e-08,4.1675543486571e-09,3586.00503318854,BUS_10273,BUS_10272,,AC,16.428,1.786,0,0.0002782,3586.00503318854,True,3586.00503318854,10741.4862882191,0.7,0,40,1.74638955227123,0.0429119551615143,1,2,-inf,inf,"MULTILINESTRING ((8.014885 50.639162, 8.014885 50.639162, 8.015466 50.639276, 8.015466 50.639276))",0,0,380,3.74078772204248e-08,4.1675543486571e-09,0.0547292367894511,0,3.74078772204248e-08,4.1675543486571e-09,3586.00503318854,2967.7887839948085
Line_16417,Bus_10282,Bus_10279,,AC,0.147132878493144,0.0163918756274907,0,1.03027160884474e-05,3580.73326193676,True,3580.73326193676,10741.4862882191,0.7,0,40,47.5549484238451,1.16851123612038,1,2,-inf,inf,"MULTILINESTRING ((8.477831 50.594254, 8.477831 50.594254, 8.473965 50.59605, 8.469219 50.598289, 8.464526 50.600507, 8.464526 50.600507))",0,0,380,1.01892575133756e-06,1.135171442347e-07,1.4877122031718,0,1.01892575133756e-06,1.135171442347e-07,3580.73326193676,BUS_10282,BUS_10279,,AC,12.552,1.439,0,0.000217624,3580.73326193676,True,3580.73326193676,10741.4862882191,0.7,0,40,47.5549484238451,1.16851123612038,1,2,-inf,inf,"MULTILINESTRING ((8.477831 50.594254, 8.477831 50.594254, 8.473965 50.59605, 8.469219 50.598289, 8.464526 50.600507, 8.464526 50.600507))",0,0,380,1.01892575133756e-06,1.135171442347e-07,1.4877122031718,0,1.01892575133756e-06,1.135171442347e-07,3580.73326193676,87.78739130906187
Line_6291,Bus_10453,Bus_10451,,AC,0.0400611669682228,0.0138995242825889,0,4.44859199745085e-07,523.361952079647,True,523.361952079647,6218.7552194953,0.7,0,40,5.20802179519339,0.127970530667043,1,1,-inf,inf,"MULTILINESTRING ((8.421636 49.63916, 8.421636 49.63916, 8.422665 49.640098, 8.422665 49.640098))",0,0,220,8.27710061326918e-07,2.87180253772498e-07,0.0215311852676621,0,8.27710061326918e-07,2.87180253772498e-07,523.361952079647,BUS_10453,BUS_10451,,AC,100.742,14.085,0,0.0014968,523.361952079647,True,523.361952079647,6218.7552194953,0.7,0,40,5.20802179519339,0.127970530667043,1,1,-inf,inf,"MULTILINESTRING ((8.421636 49.63916, 8.421636 49.63916, 8.422665 49.640098, 8.422665 49.640098))",0,0,220,8.27710061326918e-07,2.87180253772498e-07,0.0215311852676621,0,8.27710061326918e-07,2.87180253772498e-07,523.361952079647,1013.344033482026
Line_3067,Bus_1067,Bus_1063,,AC,0.985868141633232,0.342055537786812,0,4.3397728365889e-05,1040.29100530445,True,1040.29100530445,6218.7552194953,0.7,0,40,255.04247984755,6.26685577983792,1,2,-inf,inf,"MULTILINESTRING ((13.506422 52.431206, 13.506422 52.431206, 13.505555 52.431703, 13.501733 52.433928, 13.498994 52.435491, 13.494857 52.437057, 13.4908 52.4386, 13.487108 52.440634, 13.483021 52.442897, 13.480359 52.444292, 13.479164 52.444993, 13.476527 52.446453, 13.478759 52.44902, 13.481214 52.451854, 13.483229 52.454302, 13.485453 52.457007, 13.487434 52.459466, 13.49003 52.461269, 13.491994 52.462603, 13.494599 52.465214, 13.497397 52.46816, 13.500185 52.471099, 13.502299 52.473346, 13.503362 52.47444, 13.503362 52.47444))",0,0,220,2.03691764800255e-05,7.06726317741348e-06,2.10045005290903,0,2.03691764800255e-05,7.06726317741348e-06,1040.29100530445,BUS_1067,BUS_1063,,AC,27.35,7.0281,0,0.0004940468125606,1040.29100530445,True,1040.29100530445,6218.7552194953,0.7,0,40,255.04247984755,6.26685577983792,1,2,-inf,inf,"MULTILINESTRING ((13.506422 52.431206, 13.506422 52.431206, 13.505555 52.431703, 13.501733 52.433928, 13.498994 52.435491, 13.494857 52.437057, 13.4908 52.4386, 13.487108 52.440634, 13.483021 52.442897, 13.480359 52.444292, 13.479164 52.444993, 13.476527 52.446453, 13.478759 52.44902, 13.481214 52.451854, 13.483229 52.454302, 13.485453 52.457007, 13.487434 52.459466, 13.49003 52.461269, 13.491994 52.462603, 13.494599 52.465214, 13.497397 52.46816, 13.500185 52.471099, 13.502299 52.473346, 13.503362 52.47444, 13.503362 52.47444))",0,0,220,2.03691764800255e-05,7.06726317741348e-06,2.10045005290903,0,2.03691764800255e-05,7.06726317741348e-06,1040.29100530445,20.546663402889568
Line_16594,Bus_10701,Bus_10700,,AC,0.0038691125411712,0.0013424185086099,0,1.72769878060197e-07,1050.97104412276,True,1050.97104412276,6218.7552194953,0.7,0,40,1.00953640185225,0.0248061383291373,1,2,-inf,inf,"MULTILINESTRING ((6.703146 49.829809, 6.703146 49.829809, 6.703185 49.83003, 6.703185 49.83003))",0,0,220,7.99403417597355e-08,2.77359195993782e-08,0.0083620620981135,0,7.99403417597355e-08,2.77359195993782e-08,1050.97104412276,BUS_10701,BUS_10700,,AC,43.209,8.2945,0,0.0004996434,1050.97104412276,True,1050.97104412276,6218.7552194953,0.7,0,40,1.00953640185225,0.0248061383291373,1,2,-inf,inf,"MULTILINESTRING ((6.703146 49.829809, 6.703146 49.829809, 6.703185 49.83003, 6.703185 49.83003))",0,0,220,7.99403417597355e-08,2.77359195993782e-08,0.0083620620981135,0,7.99403417597355e-08,2.77359195993782e-08,1050.97104412276,6178.773569346204
