bus0,bus1,type,carrier,x_x,r_x,g,b_x,s_nom_x,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,build_year,lifetime,capital_cost,length,terrain_factor,num_parallel,v_ang_min,v_ang_max,geom,s_nom_mod,sub_network,v_nom_x,x_pu,r_pu,b_pu,g_pu,x_pu_eff,r_pu_eff,s_nom_opt,geometry,id,length_m,id_dlr,match_id,geometry_net,bus0_net,bus1_net,length_m_net,geometry_dlr,bus0_dlr,bus1_dlr,length_m_dlr,r_y,x_y,b_y,TSO,v_nom_y,Imax,s_nom_y,match_type,length_ratio,length_within_tolerance,r_net,x_net,b_net,TSO_net,v_nom_net,Imax_net,s_nom_net,line_ratio
Bus_36992,Bus_13203,,AC,12.584397505902276,1.402008719278308,0.0,0.0002202686029151,1790.2434173779675,True,1790.2434173779675,10741.486288219148,0.7,0,40.0,2036.1619892087103,50.03218890588843,1.0,1.0,-inf,inf,"MULTILINESTRING ((11.19669 50.161884, 11.200561 50.163002, 11.20465 50.163162, 11.209506 50.163372, 11.21453 50.163554, 11.220844 50.163813, 11.225394 50.163979, 11.232199 50.164265, 11.23842 50.164516, 11.24339 50.164703, 11.2485 50.164894, 11.253978 50.165112, 11.259737 50.16534, 11.264429 50.165542, 11.268855 50.165717), (11.268855 50.165717, 11.273689 50.16499, 11.278929 50.164166, 11.283577 50.163405, 11.287629 50.162773, 11.294202 50.16174, 11.300157 50.160807, 11.305711 50.161158, 11.309038 50.161378, 11.313036 50.159616, 11.316071 50.158295, 11.321863 50.157416, 11.327047 50.156574, 11.334328 50.155461, 11.339417 50.154636, 11.344827 50.15411, 11.352043 50.153409, 11.35642 50.150902, 11.36384 50.150836, 11.369295 50.153904, 11.374232 50.154454, 11.380546 50.155092, 11.386714 50.155713, 11.393817 50.156446, 11.398394 50.156911, 11.403237 50.157418, 11.408562 50.155526, 11.412704 50.156054, 11.418866 50.156811, 11.424354 50.157495, 11.430506 50.158267, 11.437869 50.159189, 11.445317 50.160079, 11.451082 50.160834, 11.457249 50.161632, 11.463513 50.160737, 11.469454 50.159317, 11.474812 50.158071, 11.480405 50.156743, 11.485151 50.155639, 11.48897 50.153998, 11.495073 50.153052, 11.499665 50.152359, 11.503893 50.151713, 11.508335 50.151029, 11.518442 50.149498, 11.521988 50.14893, 11.527225 50.152012, 11.532505 50.155118, 11.538964 50.158936, 11.542787 50.161177, 11.547127 50.163753, 11.550935 50.16437, 11.555928 50.165161, 11.562044 50.166158, 11.565605 50.168986), (11.565605 50.168986, 11.572208 50.170596, 11.579954 50.172509, 11.585413 50.173857, 11.591704 50.175718, 11.59758 50.177164, 11.603096 50.178492, 11.608307 50.179758, 11.613348 50.180987), (11.768907 50.210468, 11.762721 50.209697, 11.755599 50.208811, 11.749045 50.208003, 11.742443 50.207175, 11.735342 50.206292, 11.728725 50.205472, 11.721752 50.204607, 11.715315 50.203798, 11.708686 50.202974, 11.701626 50.202095, 11.696093 50.201402, 11.690581 50.20023, 11.685562 50.19917, 11.677773 50.197515, 11.673442 50.19603, 11.667341 50.194762, 11.661526 50.193465, 11.655588 50.192199, 11.650299 50.191003, 11.643672 50.18958, 11.636662 50.188062, 11.629645 50.186529, 11.624713 50.18863, 11.61921 50.189223, 11.615775 50.186884, 11.614402 50.18356, 11.613348 50.180987), (11.776555 50.210884, 11.773119 50.210996, 11.768907 50.210468), (11.810829 50.185577, 11.81293 50.188182, 11.816125 50.192139, 11.81827 50.194834, 11.81688 50.199209, 11.815789 50.202806, 11.812454 50.204855, 11.807189 50.208122, 11.801493 50.211704, 11.797529 50.21417, 11.790759 50.213112, 11.783908 50.212045, 11.776555 50.210884), (11.810849 50.183709, 11.809765 50.184087, 11.810829 50.185577))",0.0,0,380.0,8.714956721538972e-05,9.709201657051997e-06,31.806786260953867,0.0,8.714956721538972e-05,9.709201657051997e-06,1790.2434173779675,"MULTILINESTRING ((11.19669 50.161884, 11.200561 50.163002, 11.20465 50.163162, 11.209506 50.163372, 11.21453 50.163554, 11.220844 50.163813, 11.225394 50.163979, 11.232199 50.164265, 11.23842 50.164516, 11.24339 50.164703, 11.2485 50.164894, 11.253978 50.165112, 11.259737 50.16534, 11.264429 50.165542, 11.268855 50.165717), (11.268855 50.165717, 11.273689 50.16499, 11.278929 50.164166, 11.283577 50.163405, 11.287629 50.162773, 11.294202 50.16174, 11.300157 50.160807, 11.305711 50.161158, 11.309038 50.161378, 11.313036 50.159616, 11.316071 50.158295, 11.321863 50.157416, 11.327047 50.156574, 11.334328 50.155461, 11.339417 50.154636, 11.344827 50.15411, 11.352043 50.153409, 11.35642 50.150902, 11.36384 50.150836, 11.369295 50.153904, 11.374232 50.154454, 11.380546 50.155092, 11.386714 50.155713, 11.393817 50.156446, 11.398394 50.156911, 11.403237 50.157418, 11.408562 50.155526, 11.412704 50.156054, 11.418866 50.156811, 11.424354 50.157495, 11.430506 50.158267, 11.437869 50.159189, 11.445317 50.160079, 11.451082 50.160834, 11.457249 50.161632, 11.463513 50.160737, 11.469454 50.159317, 11.474812 50.158071, 11.480405 50.156743, 11.485151 50.155639, 11.48897 50.153998, 11.495073 50.153052, 11.499665 50.152359, 11.503893 50.151713, 11.508335 50.151029, 11.518442 50.149498, 11.521988 50.14893, 11.527225 50.152012, 11.532505 50.155118, 11.538964 50.158936, 11.542787 50.161177, 11.547127 50.163753, 11.550935 50.16437, 11.555928 50.165161, 11.562044 50.166158, 11.565605 50.168986), (11.565605 50.168986, 11.572208 50.170596, 11.579954 50.172509, 11.585413 50.173857, 11.591704 50.175718, 11.59758 50.177164, 11.603096 50.178492, 11.608307 50.179758, 11.613348 50.180987), (11.768907 50.210468, 11.762721 50.209697, 11.755599 50.208811, 11.749045 50.208003, 11.742443 50.207175, 11.735342 50.206292, 11.728725 50.205472, 11.721752 50.204607, 11.715315 50.203798, 11.708686 50.202974, 11.701626 50.202095, 11.696093 50.201402, 11.690581 50.20023, 11.685562 50.19917, 11.677773 50.197515, 11.673442 50.19603, 11.667341 50.194762, 11.661526 50.193465, 11.655588 50.192199, 11.650299 50.191003, 11.643672 50.18958, 11.636662 50.188062, 11.629645 50.186529, 11.624713 50.18863, 11.61921 50.189223, 11.615775 50.186884, 11.614402 50.18356, 11.613348 50.180987), (11.776555 50.210884, 11.773119 50.210996, 11.768907 50.210468), (11.810829 50.185577, 11.81293 50.188182, 11.816125 50.192139, 11.81827 50.194834, 11.81688 50.199209, 11.815789 50.202806, 11.812454 50.204855, 11.807189 50.208122, 11.801493 50.211704, 11.797529 50.21417, 11.790759 50.213112, 11.783908 50.212045, 11.776555 50.210884), (11.810849 50.183709, 11.809765 50.184087, 11.810829 50.185577))",3853,50164.649235628014,2374,240,"MULTILINESTRING ((656894.2342748162 5558939.900492602, 657167.0211981679 5559072.341769324, 657458.5115278885 5559098.75374371, 657804.6100151939 5559132.362871416, 658162.795253968 5559163.237969239, 658612.8464412142 5559205.440069006, 658937.2279399264 5559233.580744993, 659422.2442450093 5559279.899558058, 659865.6662669636 5559321.119720872, 660219.9608333802 5559352.5737350015, 660584.2366592492 5559384.797509297, 660974.6980530005 5559420.8421413135, 661385.1884459098 5559458.635228747, 661719.5671959093 5559491.255406373, 662035.0390816753 5559520.3170627495), (662035.0390816753 5559520.3170627495, 662382.7011459272 5559450.008445741, 662759.6964754971 5559369.824562685, 663094.2129578441 5559295.376241346, 663385.7366160726 5559233.984119881, 663858.6777366853 5559133.563351693, 664287.1597123964 5559042.939935175, 664682.6058127108 5559094.2095200205, 664919.4525405341 5559126.01850831, 665211.051102116 5558938.9822245315, 665432.3687621071 5558798.851767224, 665849.081702925 5558713.994591448, 666222.2556033499 5558631.927959624, 666746.1628750789 5558524.445541202, 667112.5220990243 5558444.11822694, 667500.7767885823 5558397.776754027, 668018.651783627 5558336.074956379, 668340.0974380204 5558067.238234498, 668870.3532269028 5558076.672244284, 669249.1788505671 5558430.107026315, 669599.8681328453 5558502.464650235, 670048.589595997 5558587.766922627, 670486.9311876176 5558670.883679688, 670991.6421126768 5558768.630926838, 671316.8832276764 5558830.827833659, 671660.9654845871 5558898.326074007, 672048.0780716555 5558700.261406708, 672342.0187804238 5558768.52146446, 672779.4009393988 5558866.933183294, 673168.8947431976 5558955.700699152, 673605.481215036 5559055.825255034, 674127.9962286659 5559175.487996232, 674656.6775333922 5559291.844137943, 675065.6389312893 5559389.29350298, 675503.138246689 5559492.500803647, 675953.7671734527 5559407.763580604, 676383.2772822009 5559263.93638723, 676770.5322288438 5559138.104802505, 677174.8940375978 5559003.74331402, 677517.9518584607 5558892.29765214, 677796.8063230383 5558718.965969349, 678236.2365778484 5558628.366122885, 678566.8123934712 5558562.309387399, 678871.2218280421 5558500.624930271, 679191.0673233111 5558435.247375304, 679918.7581416728 5558289.378096936, 680174.1921767156 5558234.793697938, 680536.6774214717 5558590.076998294, 680902.0943279895 5558948.158574379, 681348.9697035162 5559388.284421567, 681613.5056745398 5559646.715091548, 681913.6631368478 5559943.661906617, 682183.248663126 5560021.548520878, 682536.7834177999 5560121.692109517, 682969.7096428765 5560247.514858078, 683213.1722614496 5560570.640920395), (683213.1722614496 5560570.640920395, 683678.4697687837 5560765.865316349, 684224.1770460764 5560997.638381896, 684608.738374996 5561160.994010451, 685050.6939436204 5561383.471567964, 685464.5947745428 5561558.81984039, 685853.2281380557 5561720.185761697, 686220.3076043472 5561873.926414235, 686575.3758726888 5562023.154274584), (697557.9615973276 5565701.301051343, 697119.8383009614 5565599.21079161, 696615.39780064 5565481.90303735, 696151.1405992929 5565374.8095335495, 695683.5243998901 5565265.407681637, 695180.5145496577 5565148.626288512, 694711.760707027 5565040.160931348, 694217.7730212242 5564925.807085668, 693761.7831432661 5564819.118370077, 693292.1385449958 5564710.303733617, 692791.9461471303 5564594.301899005, 692399.9430439387 5564502.965457087, 692011.3491207606 5564358.463652676, 691657.4656360284 5564227.709037822, 691108.2806325273 5564023.728306837, 690805.1466300957 5563847.5500918515, 690374.8162558293 5563690.990622679, 689964.987865277 5563531.971608006, 689546.2355431478 5563376.1181793995, 689173.5021692232 5563229.726843294, 688706.1503699373 5563054.739273992, 688211.80740498 5562868.26559852, 687716.9912219828 5562680.153585651, 687356.7405728629 5562901.308467776, 686961.6592255952 5562953.414451453, 686725.6213755312 5562684.784497911, 686640.5831794675 5562311.826011226, 686575.3758726888 5562023.154274584), (698101.8362270689 5565767.849922375, 697856.2554348579 5565771.171483886, 697557.9615973276 5565701.301051343), (700652.9832033134 5563046.2950706, 700792.0134757279 5563341.535129579, 701003.4238324089 5563790.0229190625, 701145.1732875728 5564095.396938179, 701027.5966794763 5564577.989907518, 700934.6384736896 5564974.905526091, 700688.0900451669 5565193.694660043, 700298.7672387387 5565542.703633129, 699877.4319316917 5565925.600596992, 699584.3605385554 5566189.107426578, 699105.8425140482 5566053.383199421, 698621.561673366 5565916.486282664, 698101.8362270689 5565767.849922375), (700662.241953617 5562838.694348313, 700583.2839182576 5562877.796996357, 700652.9832033134 5563046.2950706))",Bus_36992,Bus_13203,50164.649235628014,"LINESTRING (656641.9348438224 5558953.972324324, 700662.2640572165 5562838.697554179)",_24757392,_93341407,44191.40724357017,1.296,14.666,0.000188879,TENNETGMBH,400,,1260.0,one_to_many,,,1.2862992652751069,14.556223012750554,0.00018746521522059948,TENNETGMBH,400,,1260.0,0.9925148651814096
Bus_36992,Bus_13733,,AC,0.0330500466554146,0.0036820618950102,0.0,6.813828602687948e-07,1943.270649246376,True,1943.270649246376,10741.486288219148,0.7,0,40.0,8.60883046756106,0.2115345608524829,1.0,1.0,-inf,inf,"MULTILINESTRING ((11.810849 50.183709, 11.810778 50.183092, 11.810857 50.181809, 11.810857 50.181809))",0.0,0,380.0,2.2887843944192938e-07,2.5499043594253586e-08,0.0983916850228139,0.0,2.2887843944192938e-07,2.5499043594253586e-08,1943.270649246376,"MULTILINESTRING ((11.810849 50.183709, 11.810778 50.183092, 11.810857 50.181809, 11.810857 50.181809))",3854,211.66051258168056,2374,241,"MULTILINESTRING ((700662.241953617 5562838.694348313, 700659.7606467605 5562769.914984621, 700670.7781777853 5562627.50412595, 700670.7781777853 5562627.50412595))",Bus_36992,Bus_13733,211.66051258168056,"LINESTRING (656641.9348438224 5558953.972324324, 700662.2640572165 5562838.697554179)",_24757392,_93341407,44191.40724357017,1.296,14.666,0.000188879,TENNETGMBH,400,,1260.0,one_to_many,,,0.005427303209930634,0.0614173062321317,7.909750023059323e-07,TENNETGMBH,400,,1260.0,0.0041877339582798104
Bus_37079,Bus_20381,,AC,0.0906499402450536,0.0314516598215849,0.0,1.00021501399128e-06,521.1384643250061,True,521.1384643250061,6218.755219495297,0.7,0,40.0,15.943172169045695,0.3917526237835267,1.0,1.0,-inf,inf,"MULTILINESTRING ((9.235551 48.92513, 9.235259 48.926218, 9.236284 48.926853), (9.236599 48.923806, 9.235551 48.92513))",0.0,0,220.0,1.872932649691191e-06,6.49827682264152e-07,0.0484104066771779,0.0,1.872932649691191e-06,6.49827682264152e-07,521.1384643250061,"MULTILINESTRING ((9.235551 48.92513, 9.235259 48.926218, 9.236284 48.926853), (9.236599 48.923806, 9.235551 48.92513))",3913,391.8770500189846,2528,793,"MULTILINESTRING ((517254.5971364064 5419159.63061953, 517232.8331742669 5419280.510461914, 517307.6953969463 5419351.332328779), (517331.82340984856 5419012.688379571, 517254.5971364064 5419159.63061953))",Bus_37079,Bus_20381,391.8770500189846,"LINESTRING (517307.69467210735 5419351.3574595265, 503329.7147776766 5416669.501898081)",_97825259,_43688805,14232.929114611847,0.55,4.89,7.4644e-05,TRANSNETBW,220,,330.0,one_to_many,,,0.18026217883016463,1.6026946445081907,2.446452741199783e-05,TRANSNETBW,220,,330.0,0.32774941605484476
Bus_37083,Bus_35259,,AC,0.57133054,0.198227524,0.0,2.51385728e-05,1040.0,True,1040.0,6218.755219495297,0.7,0,40.0,155.47194099822153,3.820227252455029,1.0,2.0,-inf,inf,"MULTILINESTRING ((10.36923 52.167092, 10.370686 52.168061, 10.373814 52.168268, 10.38053 52.168279, 10.387125 52.16835, 10.393703 52.168428, 10.400038 52.168485, 10.405844 52.168505, 10.409316 52.168571, 10.411834 52.168566, 10.418315 52.168595, 10.419724 52.165321, 10.42039 52.1652))",0.0,0,220.0,1.1804350000000002e-05,4.09561e-06,1.21670692352,0.0,1.1804350000000002e-05,4.09561e-06,1040.0,"MULTILINESTRING ((10.36923 52.167092, 10.370686 52.168061, 10.373814 52.168268, 10.38053 52.168279, 10.387125 52.16835, 10.393703 52.168428, 10.400038 52.168485, 10.405844 52.168505, 10.409316 52.168571, 10.411834 52.168566, 10.418315 52.168595, 10.419724 52.165321, 10.42039 52.1652))",3915,3830.3981409749786,2426,307,"MULTILINESTRING ((593645.8094015295 5780506.7522823075, 593743.3483246946 5780616.403476242, 593956.830929802 5780643.472947599, 594416.101263944 5780653.4173300965, 594866.9684957488 5780669.91906449, 595316.6564310068 5780687.217994034, 595749.7694174628 5780701.901334127, 596146.7838653409 5780711.806096197, 596384.0822533075 5780723.754556008, 596556.2922183686 5780726.547504422, 596999.4468662132 5780738.4202991575, 597102.9319418195 5780376.179159987, 597148.7446726168 5780363.613623747))",Bus_37083,Bus_35259,3830.3981409749786,"LINESTRING (592669.2053696192 5781458.464065808, 593645.8191576977 5780506.802548134)",_301426399,_28227099,1363.6106978485068,0.139,0.698,4.741e-06,TENNETGMBH,220,,211.2,one_to_many,,,0.0467278701753346,0.2346478660603133,1.593790161879578e-06,TENNETGMBH,220,,211.2,0.336171727880105
Bus_37181,Bus_3491,,AC,0.039225899,0.00437009272,0.0,2.745812208e-06,3580.0,True,3580.0,10741.486288219148,0.7,0,40.0,18.269733538200807,0.4489204515593252,1.0,2.0,-inf,inf,"MULTILINESTRING ((7.008732 51.174179, 7.006898 51.174629, 7.00562 51.175328, 7.00393 51.176707, 7.00393 51.176707))",0.0,0,380.0,2.716475e-07,3.0263799999999995e-08,0.3964952828351999,0.0,2.716475e-07,3.0263799999999995e-08,3580.0,"MULTILINESTRING ((7.008732 51.174179, 7.006898 51.174629, 7.00562 51.175328, 7.00393 51.176707, 7.00393 51.176707))",3985,449.7410483627435,,,,,,,,,,,,,,,,,,,,,0.010274210526536154,0.08219368421228923,1.5411315789804232e-06,Amprion GmbH,400,,1238.4,
Bus_37245,Bus_12483,,AC,0.0271107619876457,0.0030203675078832,0.0,4.3310570045823735e-06,5371.361117258533,True,5371.361117258533,21482.972576438297,0.7,0,40.0,18.07207981570996,0.4440637415165957,1.0,3.0,-inf,inf,"MULTILINESTRING ((10.18681 49.978672, 10.18681 49.978672, 10.189438 49.980485, 10.187883 49.981226))",0.0,0,380.0,1.8774765919422288e-07,2.0916672492266097e-08,0.6254046314616948,0.0,1.8774765919422288e-07,2.0916672492266097e-08,5371.361117258533,"MULTILINESTRING ((10.18681 49.978672, 10.18681 49.978672, 10.189438 49.980485, 10.187883 49.981226))",4022,414.58910743869876,,,,,,,,,,,,,,,,,,,,,0.007774090169473816,0.09118094797349396,1.6522210205839677e-06,TENNETGMBH,400,,1200.0,
Bus_37245,Bus_14478,,AC,0.0187459165392301,0.0020884541749739,0.0,1.450461324913063e-06,3581.5204268028056,True,3581.5204268028056,21482.972576438297,0.7,0,40.0,9.363846056859472,0.2300866617122721,1.0,2.0,-inf,inf,"MULTILINESTRING ((10.187883 49.981226, 10.188198 49.980658, 10.187126 49.9799, 10.187126 49.9799))",0.0,0,380.0,1.2981936661516748e-07,1.4462979051066415e-08,0.2094466153174463,0.0,1.2981936661516748e-07,1.4462979051066415e-08,3581.5204268028056,"MULTILINESTRING ((10.187883 49.981226, 10.188198 49.980658, 10.187126 49.9799, 10.187126 49.9799))",4023,181.1466290238361,,,,,,,,,,,,,,,,,,,,,0.0033967371613489597,0.03983973785186442,7.219057686539958e-07,TENNETGMBH,400,,1200.0,
Bus_37245,Bus_34973,,AC,0.4655582395513735,0.0518671563368951,0.0,8.153000915582803e-06,1790.7736825029124,True,1790.7736825029124,10741.486288219148,0.7,0,40.0,93.15213961650772,2.2889168302822527,1.0,1.0,-inf,inf,"MULTILINESTRING ((10.182249 49.982659, 10.185114 49.981553, 10.185261 49.981056, 10.187883 49.981226), (10.160303 49.989157, 10.163822 49.989079, 10.167109 49.986114, 10.172423 49.984922, 10.1783 49.983579, 10.182249 49.982659))",0.0,0,380.0,3.2240875315192074e-06,3.5919083335799946e-07,1.1772933322101569,0.0,3.2240875315192074e-06,3.5919083335799946e-07,1790.7736825029124,"MULTILINESTRING ((10.182249 49.982659, 10.185114 49.981553, 10.185261 49.981056, 10.187883 49.981226), (10.160303 49.989157, 10.163822 49.989079, 10.167109 49.986114, 10.172423 49.984922, 10.1783 49.983579, 10.182249 49.982659))",4024,2293.7771883718756,,,,,,,,,,,,,,,,,,,,,0.04301133428528808,0.504472439635062,9.141163670645565e-06,TENNETGMBH,400,,1200.0,
Bus_37254,Bus_35579,,AC,0.1691157137370417,0.0586758775987357,0.0,1.8637045901090495e-06,520.6478696821839,True,520.6478696821839,6218.755219495297,0.7,0,40.0,30.10680864145252,0.7397788315889179,1.0,1.0,-inf,inf,"MULTILINESTRING ((8.474707 53.428651, 8.472583 53.429737, 8.472572 53.429557, 8.472514 53.428932, 8.472438 53.428328, 8.473236 53.427888, 8.473714 53.427884, 8.47472 53.427877, 8.476257 53.427972, 8.477737 53.428375, 8.477911 53.428486))",0.0,0,220.0,3.494126316881028e-06,1.2123115206350368e-06,0.090203302161278,0.0,3.494126316881028e-06,1.2123115206350368e-06,520.6478696821839,"MULTILINESTRING ((8.474707 53.428651, 8.472583 53.429737, 8.472572 53.429557, 8.472514 53.428932, 8.472438 53.428328, 8.473236 53.427888, 8.473714 53.427884, 8.47472 53.427877, 8.476257 53.427972, 8.477737 53.428375, 8.477911 53.428486))",4032,741.287050262857,,,,,,,,,,,,,,,,,,,,,0.022400887249191013,0.25500615049426917,3.3326849625176605e-06,TENNETGMBH,400,,886.4,
Bus_37255,Bus_35580,,AC,0.0244490859999999,0.00272384608,0.0,4.27860088e-07,1790.0,True,1790.0,10741.486288219148,0.7,0,40.0,8.721771274152355,0.2143097210806507,1.0,1.0,-inf,inf,"MULTILINESTRING ((8.477911 53.428486, 8.477726 53.428477, 8.476263 53.428467, 8.474707 53.428651))",0.0,0,380.0,1.6931499999999998e-07,1.88632e-08,0.0617829967072,0.0,1.6931499999999998e-07,1.88632e-08,1790.0,"MULTILINESTRING ((8.477911 53.428486, 8.477726 53.428477, 8.476263 53.428467, 8.474707 53.428651))",4033,214.94394534892217,,,,,,,,,,,,,,,,,,,,,0.00649537191152891,0.07394170457455465,9.66346915401476e-07,TENNETGMBH,400,,886.4,
Bus_37260,Bus_11781,,AC,0.0340761551249266,0.0037963671604123,0.0,7.231202200393256e-07,1983.791746480088,True,1983.791746480088,10741.486288219148,0.7,0,40.0,8.514255267090638,0.2092106768389191,1.0,1.0,-inf,inf,"MULTILINESTRING ((13.25714 50.928615, 13.25714 50.928615, 13.255851 50.929681, 13.255545 50.930186))",0.0,0,380.0,2.359844537737304e-07,2.629063130479481e-08,0.1044185597736786,0.0,2.359844537737304e-07,2.629063130479481e-08,1983.791746480088,"MULTILINESTRING ((13.25714 50.928615, 13.25714 50.928615, 13.255851 50.929681, 13.255545 50.930186))",4037,209.55499572942156,116,16,"MULTILINESTRING ((799123.4373615081 5650521.206708409, 799123.4373615081 5650521.206708409, 799026.0567384711 5650634.449773735, 799001.3222232945 5650689.333454653))",Bus_37260,Bus_11781,209.55499572942156,"LINESTRING (839776.2833294354 5659825.242310878, 799001.3277832775 5650689.38834141)",_942771541,_109917397,41785.89268572102,1.1724,12.37,0.0002129685659868,50HERTZ,400,2520.0,1008.0,one_to_many,,,0.3114127991949021,3.2857184630168357,5.656869436580826e-05,50HERTZ,400,2520.0,1008.0,0.26561992425358416
Bus_37285,Bus_36097,,AC,1.116996658112193,0.3875503776722409,0.0,1.2293592334638243e-05,520.1966224839285,True,520.1966224839285,6218.755219495297,0.7,0,40.0,149.97168847588057,3.685076083399568,1.0,1.0,-inf,inf,"MULTILINESTRING ((7.596931 51.918033, 7.595437 51.92072, 7.594123 51.923088, 7.592237 51.926482), (7.592237 51.926482, 7.591864 51.927601, 7.591746 51.927686, 7.591533 51.927831, 7.591357 51.928443), (7.609729 51.90162, 7.607736 51.904194, 7.605442 51.907123, 7.603538 51.909409, 7.6015 51.911939, 7.599267 51.91492, 7.596931 51.918033), (7.608708 51.899022, 7.609729 51.90162), (7.607116 51.898605, 7.608017 51.89849, 7.608708 51.899022))",0.0,0,220.0,2.3078443349425475e-05,8.007239208104152e-06,0.595009868996491,0.0,2.3078443349425475e-05,8.007239208104152e-06,520.1966224839285,"MULTILINESTRING ((7.596931 51.918033, 7.595437 51.92072, 7.594123 51.923088, 7.592237 51.926482), (7.592237 51.926482, 7.591864 51.927601, 7.591746 51.927686, 7.591533 51.927831, 7.591357 51.928443), (7.609729 51.90162, 7.607736 51.904194, 7.605442 51.907123, 7.603538 51.909409, 7.6015 51.911939, 7.599267 51.91492, 7.596931 51.918033), (7.608708 51.899022, 7.609729 51.90162), (7.607116 51.898605, 7.608017 51.89849, 7.608708 51.899022))",4050,3687.929463087344,,,,,,,,,,,,,,,,,,,,,0.23557450138921893,1.1878566193976763,1.4862425624126688e-05,Amprion GmbH,220,,220.88,
Bus_37306,Bus_2780,,AC,0.0308111401679129,0.0106901924809989,0.0,3.401893004067288e-07,521.3591248983928,True,521.3591248983928,6218.755219495297,0.7,0,40.0,13.097132066459531,0.321820262409046,1.0,1.0,-inf,inf,"MULTILINESTRING ((7.123063 51.450743, 7.123063 51.450743, 7.124449 51.450915, 7.125729 51.449066))",0.0,0,220.0,6.365938051221687e-07,2.208717454751843e-07,0.0164651621396856,0.0,6.365938051221687e-07,2.208717454751843e-07,521.3591248983928,"MULTILINESTRING ((7.123063 51.450743, 7.123063 51.450743, 7.124449 51.450915, 7.125729 51.449066))",4061,322.3019443750012,,,,,,,,,,,,,,,,,,,,,0.023486975919823527,0.15452798318183267,1.850662917213759e-06,Amprion GmbH,220,,283.8,
Bus_37307,Bus_2180,,AC,0.0684638743807116,0.0076274467121178,0.0,1.1988273603615232e-06,1790.741272535072,True,1790.741272535072,10741.486288219148,0.7,0,40.0,19.948746800739244,0.4901768492192486,1.0,1.0,-inf,inf,"MULTILINESTRING ((7.120737 51.448513, 7.120737 51.448513, 7.121275 51.447512, 7.123487 51.447687, 7.125729 51.449066))",0.0,0,380.0,4.741265538830448e-07,5.282165313100975e-08,0.1731106708362039,0.0,4.741265538830448e-07,5.282165313100975e-08,1790.741272535072,"MULTILINESTRING ((7.120737 51.448513, 7.120737 51.448513, 7.121275 51.447512, 7.123487 51.447687, 7.125729 51.449066))",4062,491.09708234023145,,,,,,,,,,,,,,,,,,,,,0.0357875140020882,0.235456977548425,2.81988729792296e-06,Amprion GmbH,220,,283.8,
Bus_37427,Bus_14646,,AC,0.0373783726702885,0.0129687177994161,0.0,1.646841660454526e-06,1040.973701362085,True,1040.973701362085,6218.755219495297,0.7,0,40.0,11.930324332661366,0.2931496825319861,1.0,2.0,-inf,inf,"MULTILINESTRING ((10.636475 53.919593, 10.636475 53.919593, 10.640098 53.919624, 10.640922 53.91945))",0.0,0,220.0,7.722804270720784e-07,2.6794871486396975e-07,0.079707136365999,0.0,7.722804270720784e-07,2.6794871486396975e-07,1040.973701362085,"MULTILINESTRING ((10.636475 53.919593, 10.636475 53.919593, 10.640098 53.919624, 10.640922 53.91945))",4151,295.4856734520545,,,,,,,,,,,,,,,,,,,,,0.020007753181102428,0.11749894802939344,9.026292799252193e-07,TENNETGMBH,220,,264.0,
Bus_37436,Bus_11241,,AC,0.0031147568880108,0.0010806879330432,0.0,3.126950474289871e-07,1562.2123702068684,True,1562.2123702068684,6218.755219495296,0.7,0,40.0,5.79472876125276,0.1426109718808585,1.0,2.0,-inf,inf,"MULTILINESTRING ((7.936286 51.009943, 7.936286 51.009943, 7.936568 51.010118, 7.937972 51.010642))",0.0,0,220.0,6.435448115724937e-08,2.232826307940556e-08,0.0151344402955629,0.0,6.435448115724937e-08,2.232826307940556e-08,1562.2123702068684,"MULTILINESTRING ((7.936286 51.009943, 7.936286 51.009943, 7.936568 51.010118, 7.937972 51.010642))",4158,142.2025847431574,,,,,,,,,,,,,,,,,,,,,0.014646374583831964,0.06268178955178194,4.288304867225382e-07,Amprion GmbH,220,,162.8,
Bus_37451,Bus_11991,,AC,0.0311719735662011,0.0108153575186972,0.0,1.3790119412894352e-06,1041.3520298347182,True,1041.3520298347182,6218.755219495297,0.7,0,40.0,10.508960351552837,0.2582241944894144,1.0,2.0,-inf,inf,"MULTILINESTRING ((11.807306 48.457118, 11.807306 48.457118, 11.806348 48.456009, 11.806369 48.455872, 11.806423 48.455518, 11.806442 48.455391, 11.807606 48.455428))",0.0,0,220.0,6.440490406239904e-07,2.2345779997308334e-07,0.0667441779584086,0.0,6.440490406239904e-07,2.2345779997308334e-07,1041.3520298347182,"MULTILINESTRING ((11.807306 48.457118, 11.807306 48.457118, 11.806348 48.456009, 11.806369 48.455872, 11.806423 48.455518, 11.806442 48.455391, 11.807606 48.455428))",4172,297.53274971726523,2446,713,"MULTILINESTRING ((707545.8249685254 5370916.028368778, 707545.8249685254 5370916.028368778, 707479.5282287977 5370790.176773188, 707481.6392779169 5370775.007721035, 707487.0747130174 5370735.811066908, 707488.9971597155 5370721.747980311, 707574.8961212877 5370729.017876779))",Bus_37451,Bus_11991,297.53274971726523,"LINESTRING (707574.9233648943 5370728.967661975, 689686.7793854406 5404535.062712379)",_133342285,_137602559,38247.062077846,1.117,12.212,0.000155647,TENNETGMBH,220,,352.0,one_to_many,,,1.117,12.212,0.000155647,TENNETGMBH,220,,352.0,1.0
