bus_id,scn_name,v_nom,carrier,v_mag_pu_set,v_mag_pu_min,v_mag_pu_max,x,y,geom,country,type,unit,control,generator,sub_network
Bus_39108,status2023,380,AC,1,0,inf,7.99689489960053,53.4709316739819,POINT (7.996895 53.470932),DE,,None,PQ,,0
Bus_37228,status2023,110,AC,1,0,inf,8.27205683184453,52.755167724577,POINT (8.272057 52.755168),DE,,None,PV,Generator_5169,0
Bus_35119,status2023,110,AC,1,0,inf,8.08565063442417,53.6058342210679,POINT (8.085651 53.605834),DE,,None,PV,Generator_7064,0
Bus_39107,status2023,380,AC,1,0,inf,7.99857502784848,53.4853399852007,POINT (7.998575 53.48534),DE,,None,PQ,,0
Bus_38002,status2023,110,AC,1,0,inf,7.904989808782,53.4492400168326,POINT (7.90499 53.44924),DE,,None,PV,Generator_2765,0
Bus_35421,status2023,110,AC,1,0,inf,8.17018658775449,53.1536808873459,POINT (8.170187 53.153681),DE,,None,PV,Generator_4282,0
Bus_38644,status2023,110,AC,1,0,inf,8.15592870457971,52.8097654246809,POINT (8.155929 52.809765),DE,,None,PV,Generator_1066,0
Bus_37237,status2023,110,AC,1,0,inf,8.0614992136122,52.8450125748069,POINT (8.061499 52.845013),DE,,None,PV,Generator_726,0
Bus_36462,status2023,110,AC,1,0,inf,8.00847907960693,52.8303281330028,POINT (8.008479 52.830328),DE,,None,PV,Generator_6247,0
Bus_36476,status2023,110,AC,1,0,inf,7.87623444863609,53.016899057925,POINT (7.876234 53.016899),DE,,None,PV,Generator_2760,0
Bus_35252,status2023,110,AC,1,0,inf,10.5717484084022,52.1643314602086,POINT (10.571748 52.164331),DE,,None,PV,Generator_5122,0
Bus_34941,status2023,110,AC,1,0,inf,10.5259616761144,52.1672853610344,POINT (10.525962 52.167285),DE,,None,PV,Generator_831,0
Bus_223,status2023,380,AC,1,0,inf,9.555538,53.5644941,POINT (9.555538 53.564494),DE,,None,PQ,,0
Bus_4626,status2023,110,AC,1,0,inf,9.9907911,53.7636934,POINT (9.990791 53.763693),DE,,None,PQ,,0
Bus_14723,status2023,110,AC,1,0,inf,10.1251534,53.5831074,POINT (10.125153 53.583107),DE,,None,PQ,,0
Bus_259,status2023,110,AC,1,0,inf,9.7710449,53.5816694,POINT (9.771045 53.581669),DE,,None,PQ,,0
Bus_69,status2023,110,AC,1,0,inf,10.0723555,53.5273856,POINT (10.072356 53.527386),DE,,None,PQ,,0
Bus_2880,status2023,110,AC,1,0,inf,9.785364,53.6886678,POINT (9.785364 53.688668),DE,,None,PQ,,0
Bus_5287,status2023,220,AC,1,0,inf,13.9643619,53.173336,POINT (13.964362 53.173336),DE,,None,PQ,,0
Bus_5284,status2023,220,AC,1,0,inf,13.966948,53.173365,POINT (13.966948 53.173365),DE,,None,PQ,,0
Bus_13228,status2023,110,AC,1,0,inf,13.972093,53.474894,POINT (13.972093 53.474894),DE,,None,PQ,,0
Bus_39688,status2023,110,AC,1,0,inf,13.8926010020306,53.497615678865,POINT (13.892601 53.497616),DE,,None,PQ,,0
Bus_12916,status2023,110,AC,1,0,inf,13.8524722,53.4959888,POINT (13.852472 53.495989),DE,,None,PQ,,0
Bus_24909,status2023,110,AC,1,0,inf,14.06517,53.491475,POINT (14.06517 53.491475),DE,,None,PQ,,0
Bus_13229,status2023,110,AC,1,0,inf,13.9547713,53.397166,POINT (13.954771 53.397166),DE,,None,PQ,,0
Bus_8170,status2023,380,AC,1,0,inf,7.7040498,51.6847671,POINT (7.70405 51.684767),DE,,None,PQ,,0
Bus_14649,status2023,220,AC,1,0,inf,10.0361688,53.8034601,POINT (10.036169 53.80346),DE,,None,PQ,,0
Bus_32166,status2023,110,AC,1,0,inf,9.1013485,53.981533,POINT (9.101348 53.981533),DE,,None,PQ,,0
Bus_14237,status2023,110,AC,1,0,inf,10.1179028,53.5794314,POINT (10.117903 53.579431),DE,,None,PQ,,0
Bus_67,status2023,110,AC,1,0,inf,10.0687187,53.5276876,POINT (10.068719 53.527688),DE,,None,PQ,,0
Bus_71,status2023,110,AC,1,0,inf,10.0688895,53.5267227,POINT (10.06889 53.526723),DE,,None,PQ,,0
Bus_16276,status2023,110,AC,1,0,inf,9.8618878,53.6498425,POINT (9.861888 53.649843),DE,,None,PQ,,0
Bus_28145,status2023,110,AC,1,0,inf,9.7702288,53.770685,POINT (9.770229 53.770685),DE,,None,PQ,,0
Bus_693,status2023,110,AC,1,0,inf,7.4567808,51.6598758,POINT (7.456781 51.659876),DE,,None,PQ,,0
Bus_7607,status2023,110,AC,1,0,inf,7.6706471,51.7877871,POINT (7.670647 51.787787),DE,,None,PQ,,0
Bus_3013,status2023,380,AC,1,0,inf,7.3126525,52.4668104,POINT (7.312652 52.46681),DE,,None,PQ,,0
Bus_3800,status2023,380,AC,1,0,inf,7.4129489,52.4701048,POINT (7.412949 52.470105),DE,,None,PQ,,0
Bus_2481,status2023,380,AC,1,0,inf,7.3043171,52.4821571,POINT (7.304317 52.482157),DE,,None,PQ,,0
Bus_4738,status2023,110,AC,1,0,inf,7.3217746,52.3446482,POINT (7.321775 52.344648),DE,,None,PQ,,0
Bus_16278,status2023,110,AC,1,0,inf,9.9327149,53.6875895,POINT (9.932715 53.68759),DE,,None,PQ,,0
Bus_15919,status2023,110,AC,1,0,inf,10.9381052,54.2847615,POINT (10.938105 54.284762),DE,,None,PQ,,0
Bus_33038,status2023,110,AC,1,0,inf,10.2604045,53.57673,POINT (10.260404 53.57673),DE,,None,PQ,,0
Bus_26703,status2023,110,AC,1,0,inf,10.0680605,53.5279798,POINT (10.068061 53.52798),DE,,None,PQ,,0
Bus_4623,status2023,110,AC,1,0,inf,9.9709578,53.7370053,POINT (9.970958 53.737005),DE,,None,PQ,,0
Bus_39649,status2023,110,AC,1,0,inf,10.9333099379353,54.2892306966813,POINT (10.93331 54.289231),DE,,None,PQ,,0
Bus_15920,status2023,110,AC,1,0,inf,10.9902355,54.3529286,POINT (10.990236 54.352929),DE,,None,PQ,,0
Bus_27222,status2023,110,AC,1,0,inf,10.8830844,54.2515301,POINT (10.883084 54.25153),DE,,None,PQ,,0
Bus_23784,status2023,110,AC,1,0,inf,10.7632818,53.9229888,POINT (10.763282 53.922989),DE,,None,PQ,,0
Bus_32986,status2023,110,AC,1,0,inf,10.7819355,54.1086008,POINT (10.781936 54.108601),DE,,None,PQ,,0
Bus_38615,status2023,110,AC,1,0,inf,10.7698948932144,52.1528671852467,POINT (10.769895 52.152867),DE,,None,PV,Generator_4924,0
Bus_13230,status2023,110,AC,1,0,inf,13.9528723,53.3921289,POINT (13.952872 53.392129),DE,,None,PQ,,0
Bus_39138,status2023,110,AC,1,0,inf,12.9405970034688,52.5610141182877,POINT (12.940597 52.561014),DE,,None,PQ,,0
Bus_35362,status2023,380,AC,1,0,inf,13.3063406958598,52.2308206609272,POINT (13.306341 52.230821),DE,,None,PQ,,0
Bus_35360,status2023,110,AC,1,0,inf,13.3063406958598,52.2308206609272,POINT (13.306341 52.230821),DE,,None,PQ,,0
Bus_39135,status2023,220,AC,1,0,inf,13.3044145313907,52.2316878450019,POINT (13.304415 52.231688),DE,,None,PQ,,0
Bus_39204,status2023,110,AC,1,0,inf,11.5172302893264,51.5850686020304,POINT (11.51723 51.585069),DE,,None,PQ,,0
Bus_38516,status2023,110,AC,1,0,inf,11.2158839683343,52.2358333459233,POINT (11.215884 52.235833),DE,,None,PV,Generator_2951,0
Bus_35078,status2023,110,AC,1,0,inf,10.8258979682318,52.457450655005,POINT (10.825898 52.457451),DE,,None,PV,Generator_4460,0
Bus_38939,status2023,110,AC,1,0,inf,13.1437186627486,53.9146669481058,POINT (13.143719 53.914667),DE,,None,PV,Generator_17465,0
Bus_35664,status2023,110,AC,1,0,inf,12.7817021563349,53.7358851927859,POINT (12.781702 53.735885),DE,,None,PV,Generator_650,0
Bus_37772,status2023,110,AC,1,0,inf,13.06787735,54.0614108,POINT (13.067877 54.061411),DE,,None,PV,Generator_5879,0
Bus_35508,status2023,110,AC,1,0,inf,13.07781545,54.03000605,POINT (13.077815 54.030006),DE,,None,PV,Generator_8008,0
Bus_35507,status2023,110,AC,1,0,inf,13.3419243493274,53.9103262134277,POINT (13.341924 53.910326),DE,,None,PV,Generator_3411,0
Bus_18561,status2023,110,AC,1,0,inf,10.0672158,53.5236832,POINT (10.067216 53.523683),DE,,None,PQ,,0
Bus_32606,status2023,110,AC,1,0,inf,10.0681141,53.5277897,POINT (10.068114 53.52779),DE,,None,PQ,,0
Bus_39780,status2023,380,AC,1,0,inf,8.96254650662804,54.6763349943397,POINT (8.962547 54.676335),DE,,None,PQ,,0
Bus_39516,status2023,110,AC,1,0,inf,10.9924235861071,54.3550312066145,POINT (10.992424 54.355031),DE,,None,PQ,,0
Bus_15921,status2023,110,AC,1,0,inf,11.0405862,54.3619446,POINT (11.040586 54.361945),DE,,None,PQ,,0
Bus_24432,status2023,110,AC,1,0,inf,9.9058282,53.4922888,POINT (9.905828 53.492289),DE,,None,PQ,,0
Bus_26484,status2023,110,AC,1,0,inf,9.907432,53.4900755,POINT (9.907432 53.490076),DE,,None,PQ,,0
Bus_24434,status2023,110,AC,1,0,inf,9.9064427,53.4921654,POINT (9.906443 53.492165),DE,,None,PQ,,0
Bus_18562,status2023,110,AC,1,0,inf,10.0615776,53.5212303,POINT (10.061578 53.52123),DE,,None,PQ,,0
Bus_29443,status2023,110,AC,1,0,inf,10.0681941,53.5275061,POINT (10.068194 53.527506),DE,,None,PQ,,0
Bus_30781,status2023,110,AC,1,0,inf,8.3645755,54.8897323,POINT (8.364576 54.889732),DE,,None,PQ,,0
Bus_40286,status2023,110,AC,1,0,inf,8.32336173793887,54.9087513234864,POINT (8.323362 54.908751),DE,,None,PQ,,0
Bus_24902,status2023,110,AC,1,0,inf,9.9043291,53.911171,POINT (9.904329 53.911171),DE,,None,PQ,,0
Bus_14669,status2023,110,AC,1,0,inf,10.2125659,53.480205,POINT (10.212566 53.480205),DE,,None,PQ,,0
Bus_32686,status2023,110,AC,1,0,inf,10.3703482,53.4630663,POINT (10.370348 53.463066),DE,,None,PQ,,0
Bus_39538,status2023,110,AC,1,0,inf,9.04072798998578,54.4504155651865,POINT (9.040728 54.450416),DE,,None,PQ,,0
Bus_16994,status2023,380,AC,1,0,inf,9.3885897,53.3387609,POINT (9.38859 53.338761),DE,,None,PQ,,0
Bus_24899,status2023,110,AC,1,0,inf,9.8992993,53.9127637,POINT (9.899299 53.912764),DE,,None,PQ,,0
Bus_18560,status2023,110,AC,1,0,inf,9.9646845,53.5159405,POINT (9.964684 53.515941),DE,,None,PQ,,0
Bus_32967,status2023,110,AC,1,0,inf,10.6299108,54.0995986,POINT (10.629911 54.099599),DE,,None,PQ,,0
Bus_1628,status2023,110,AC,1,0,inf,9.5083931,53.5409699,POINT (9.508393 53.54097),DE,,None,PQ,,0
Bus_27185,status2023,110,AC,1,0,inf,9.9729091,53.5265078,POINT (9.972909 53.526508),DE,,None,PQ,,0
Bus_10139,status2023,110,AC,1,0,inf,8.7381949,54.3326301,POINT (8.738195 54.33263),DE,,None,PQ,,0
Bus_13790,status2023,220,AC,1,0,inf,9.483567,53.6356801,POINT (9.483567 53.63568),DE,,None,PQ,,0
Bus_202,status2023,110,AC,1,0,inf,8.8686432,51.2857211,POINT (8.868643 51.285721),DE,,None,PQ,,0
Bus_1035,status2023,110,AC,1,0,inf,8.9899885,51.3499075,POINT (8.989988 51.349908),DE,,None,PQ,,0
Bus_24374,status2023,110,AC,1,0,inf,9.0485703,51.166283,POINT (9.04857 51.166283),DE,,None,PQ,,0
Bus_10079,status2023,110,AC,1,0,inf,8.018945,52.1231237,POINT (8.018945 52.123124),DE,,None,PQ,,0
Bus_9091,status2023,110,AC,1,0,inf,7.5729684,52.0804353,POINT (7.572968 52.080435),DE,,None,PQ,,0
Bus_7608,status2023,110,AC,1,0,inf,7.6405889,51.8892578,POINT (7.640589 51.889258),DE,,None,PQ,,0
Bus_39914,status2023,110,AC,1,0,inf,7.6300021,51.9582019,POINT (7.630002 51.958202),DE,,None,PQ,,0
Bus_3049,status2023,220,AC,1,0,inf,7.3437134,51.613105,POINT (7.343713 51.613105),DE,,None,PQ,,0
Bus_27176,status2023,110,AC,1,0,inf,9.9114112,53.5135509,POINT (9.911411 53.513551),DE,,None,PQ,,0
Bus_27183,status2023,110,AC,1,0,inf,9.970139,53.528737,POINT (9.970139 53.528737),DE,,None,PQ,,0
Bus_18810,status2023,110,AC,1,0,inf,9.4420777,53.2403497,POINT (9.442078 53.24035),DE,,None,PQ,,0
Bus_8267,status2023,110,AC,1,0,inf,9.4061361,53.1271326,POINT (9.406136 53.127133),DE,,None,PQ,,0
Bus_1091,status2023,110,AC,1,0,inf,9.120357,53.0453679,POINT (9.120357 53.045368),DE,,None,PQ,,0
Bus_690,status2023,110,AC,1,0,inf,7.4565823,51.6602454,POINT (7.456582 51.660245),DE,,None,PQ,,0
Bus_38092,status2023,110,AC,1,0,inf,9.42413435622549,51.2507533740345,POINT (9.424134 51.250753),DE,,None,PV,Generator_589,0
Bus_35026,status2023,110,AC,1,0,inf,8.72016970134602,51.715275764232,POINT (8.72017 51.715276),DE,,None,PV,Generator_6874,0
Bus_35982,status2023,380,AC,1,0,inf,8.99287060873708,51.3430114695635,POINT (8.992871 51.343011),DE,,None,PV,Generator_5884,0
Bus_36064,status2023,110,AC,1,0,inf,8.97845144591885,51.5053922680742,POINT (8.978451 51.505392),DE,,None,PV,Generator_3362,0
Bus_37761,status2023,110,AC,1,0,inf,8.99078978206093,52.375274523309,POINT (8.99079 52.375275),DE,,None,PV,Generator_5349,0
Bus_35292,status2023,110,AC,1,0,inf,8.90917826105095,52.3248162200204,POINT (8.909178 52.324816),DE,,None,PV,Generator_4457,0
Bus_36449,status2023,110,AC,1,0,inf,9.86726337496746,51.3337605875488,POINT (9.867263 51.333761),DE,,None,PV,Generator_3758,0
Bus_39803,status2023,110,AC,1,0,inf,7.88957310632282,52.1765799534678,POINT (7.889573 52.17658),DE,,None,PV,Generator_4363,0
Bus_16268,status2023,110,AC,1,0,inf,9.4100618,53.1290019,POINT (9.410062 53.129002),DE,,None,PQ,,0
Bus_8266,status2023,110,AC,1,0,inf,9.4093087,53.1267938,POINT (9.409309 53.126794),DE,,None,PQ,,0
Bus_1087,status2023,110,AC,1,0,inf,9.0733209,53.030802,POINT (9.073321 53.030802),DE,,None,PQ,,0
Bus_16682,status2023,110,AC,1,0,inf,8.9708023,53.134218,POINT (8.970802 53.134218),DE,,None,PQ,,0
Bus_16708,status2023,110,AC,1,0,inf,9.2101102,52.8897093,POINT (9.21011 52.889709),DE,,None,PQ,,0
Bus_2587,status2023,110,AC,1,0,inf,8.2186031,53.0987802,POINT (8.218603 53.09878),DE,,None,PQ,,0
Bus_5440,status2023,110,AC,1,0,inf,7.7641898,52.7500613,POINT (7.76419 52.750061),DE,,None,PQ,,0
Bus_1109,status2023,380,AC,1,0,inf,8.9922722,51.3416914,POINT (8.992272 51.341691),DE,,None,PQ,,0
Bus_36451,status2023,110,AC,1,0,inf,7.30960333299083,52.3928729418923,POINT (7.309603 52.392873),DE,,None,PV,Generator_5827,0
Bus_38742,status2023,110,AC,1,0,inf,7.31914127114443,52.3244485467946,POINT (7.319141 52.324449),DE,,None,PV,Generator_5969,0
Bus_37735,status2023,110,AC,1,0,inf,7.07237762265566,52.418363703877,POINT (7.072378 52.418364),DE,,None,PV,Generator_3265,0
Bus_36269,status2023,110,AC,1,0,inf,7.0657295132736,52.4768658358425,POINT (7.06573 52.476866),DE,,None,PV,Generator_2496,0
Bus_39223,status2023,110,AC,1,0,inf,7.03468860526784,52.2015737266484,POINT (7.034689 52.201574),DE,,None,PV,Generator_4812,0
Bus_35404,status2023,110,AC,1,0,inf,7.03465039699182,52.2041974058308,POINT (7.03465 52.204197),DE,,None,PQ,,0
Bus_39052,status2023,380,AC,1,0,inf,7.1759423,52.80285175,POINT (7.175942 52.802852),DE,,None,PQ,,0
