bus_id,scn_name,v_nom,carrier,v_mag_pu_set,v_mag_pu_min,v_mag_pu_max,x,y,geom,country,type,unit,control,generator,sub_network
Bus_33722,status2023,110,AC,1,0,inf,11.2941176,48.0529898,POINT (11.294118 48.05299),DE,,None,PQ,,0
Bus_24601,status2023,110,AC,1,0,inf,11.2910523,48.0519857,POINT (11.291052 48.051986),DE,,None,PQ,,0
Bus_23647,status2023,110,AC,1,0,inf,10.9153734,48.4913688,POINT (10.915373 48.491369),DE,,None,PQ,,0
Bus_32956,status2023,110,AC,1,0,inf,10.8508569,48.5562285,POINT (10.850857 48.556228),DE,,None,PQ,,0
Bus_38370,status2023,110,AC,1,0,inf,10.3504571553932,48.8857501224029,POINT (10.350457 48.88575),DE,,None,PV,Generator_2434,0
Bus_37578,status2023,110,AC,1,0,inf,10.1112172442212,48.8270932742985,POINT (10.111217 48.827093),DE,,None,PV,Generator_3301,0
Bus_39981,status2023,110,AC,1,0,inf,10.1607733885584,48.6815630104589,POINT (10.160773 48.681563),DE,,None,PV,Generator_18911,0
Bus_36400,status2023,110,AC,1,0,inf,9.77747376090004,48.9859004942326,POINT (9.777474 48.9859),DE,,None,PV,Generator_2463,0
Bus_37557,status2023,110,AC,1,0,inf,9.10133149387326,49.0630061337717,POINT (9.101331 49.063006),DE,,None,PV,Generator_13953,0
Bus_37642,status2023,110,AC,1,0,inf,9.15789721258373,49.0171024595131,POINT (9.157897 49.017102),DE,,None,PV,Generator_2849,0
Bus_34796,status2023,110,AC,1,0,inf,9.09685921597107,48.8278645416527,POINT (9.096859 48.827865),DE,,None,PV,Generator_6442,0
Bus_39531,status2023,110,AC,1,0,inf,8.95183322489065,48.7424925065751,POINT (8.951833 48.742493),DE,,None,PV,Generator_4026,0
Bus_34683,status2023,110,AC,1,0,inf,8.98919708955833,48.7140131170683,POINT (8.989197 48.714013),DE,,None,PV,Generator_760,0
Bus_36116,status2023,110,AC,1,0,inf,11.4399651838174,47.8993601902212,POINT (11.439965 47.89936),DE,,None,PV,Generator_1210,0
Bus_36227,status2023,110,AC,1,0,inf,11.6826775501431,47.7782159325087,POINT (11.682678 47.778216),DE,,None,PV,Generator_5365,0
Bus_36397,status2023,110,AC,1,0,inf,11.8711091852981,47.8725336296917,POINT (11.871109 47.872534),DE,,None,PQ,,0
Bus_37763,status2023,110,AC,1,0,inf,11.83877385,47.7951354,POINT (11.838774 47.795135),DE,,None,PV,Generator_5530,0
Bus_40257,status2023,110,AC,1,0,inf,11.3807060919464,48.0679999335532,POINT (11.380706 48.068),DE,,None,PV,Generator_19345,0
Bus_38450,status2023,110,AC,1,0,inf,10.8630993423924,48.5499415818594,POINT (10.863099 48.549942),DE,,None,PV,Generator_5001,0
Bus_36779,status2023,380,AC,1,0,inf,10.3917760945157,48.5184609103412,POINT (10.391776 48.518461),DE,,None,PV,Bus_36779 industrial_gas_CHP,0
Bus_36335,status2023,380,AC,1,0,inf,10.9367040505914,48.4012910608208,POINT (10.936704 48.401291),DE,,None,PV,Generator_5352,0
Bus_40205,status2023,110,AC,1,0,inf,11.5271070460187,48.0949682707775,POINT (11.527107 48.094968),DE,,None,PV,Generator_19249,0
Bus_8739,status2023,220,AC,1,0,inf,8.5029474,49.4446018,POINT (8.502947 49.444602),DE,,None,PQ,,0
Bus_26856,status2023,110,AC,1,0,inf,6.1941725,50.745116,POINT (6.194173 50.745116),DE,,None,PQ,,0
Bus_35999,status2023,110,AC,1,0,inf,9.63693893238769,48.2368483285126,POINT (9.636939 48.236848),DE,,None,PV,Generator_2835,0
Bus_32960,status2023,110,AC,1,0,inf,10.8600453,48.5923765,POINT (10.860045 48.592376),DE,,None,PQ,,0
Bus_25443,status2023,110,AC,1,0,inf,10.8610779,48.5213457,POINT (10.861078 48.521346),DE,,None,PQ,,0
Bus_23636,status2023,110,AC,1,0,inf,10.9279944,48.447971,POINT (10.927994 48.447971),DE,,None,PQ,,0
Bus_19914,status2023,380,AC,1,0,inf,7.2341553,49.368374,POINT (7.234155 49.368374),DE,,None,PQ,,0
Bus_36361,status2023,110,AC,1,0,inf,10.1167074931394,48.7847098484126,POINT (10.116707 48.78471),DE,,None,PV,Generator_2287,0
Bus_35004,status2023,110,AC,1,0,inf,10.6854351682894,48.7768340862969,POINT (10.685435 48.776834),DE,,None,PV,Generator_4319,0
Bus_37858,status2023,110,AC,1,0,inf,10.1699028546339,48.5014638770915,POINT (10.169903 48.501464),DE,,None,PV,Generator_3092,0
Bus_38695,status2023,110,AC,1,0,inf,9.65629156175704,48.8424463551415,POINT (9.656292 48.842446),DE,,None,PV,Generator_4291,0
Bus_36425,status2023,110,AC,1,0,inf,9.21736591351434,49.1970101321015,POINT (9.217366 49.19701),DE,,None,PV,Generator_978,0
Bus_37510,status2023,110,AC,1,0,inf,9.18545594163479,48.9230834770905,POINT (9.185456 48.923083),DE,,None,PV,Generator_13792,0
Bus_37484,status2023,110,AC,1,0,inf,9.08655912254572,48.9582955478346,POINT (9.086559 48.958296),DE,,None,PV,Generator_5599,0
Bus_38498,status2023,110,AC,1,0,inf,9.07619972693556,48.8885850177894,POINT (9.0762 48.888585),DE,,None,PV,Generator_5007,0
Bus_35205,status2023,110,AC,1,0,inf,8.83183823668827,48.7735644145107,POINT (8.831838 48.773564),DE,,None,PV,Generator_977,0
Bus_38467,status2023,110,AC,1,0,inf,9.0524972688043,48.8018025868233,POINT (9.052497 48.801803),DE,,None,PV,Generator_16401,0
Bus_37400,status2023,110,AC,1,0,inf,11.4078160650093,47.7435686115597,POINT (11.407816 47.743569),DE,,None,PV,Generator_3545,0
Bus_36953,status2023,110,AC,1,0,inf,11.5056750054867,47.8570715848815,POINT (11.505675 47.857072),DE,,None,PV,Generator_752,0
Bus_37470,status2023,110,AC,1,0,inf,11.347909934425,48.0062447029557,POINT (11.34791 48.006245),DE,,None,PV,Generator_2633,0
Bus_36914,status2023,110,AC,1,0,inf,11.8423683425607,47.751667277204,POINT (11.842368 47.751667),DE,,None,PV,Generator_568,0
Bus_36393,status2023,110,AC,1,0,inf,11.3773222688757,48.1290907680001,POINT (11.377322 48.129091),DE,,None,PV,Generator_370,0
Bus_25663,status2023,110,AC,1,0,inf,8.1754078,49.2051744,POINT (8.175408 49.205174),DE,,None,PQ,,0
Bus_32764,status2023,110,AC,1,0,inf,7.8432996,49.2415724,POINT (7.8433 49.241572),DE,,None,PQ,,0
Bus_24948,status2023,110,AC,1,0,inf,8.147275,49.2885077,POINT (8.147275 49.288508),DE,,None,PQ,,0
Bus_25680,status2023,110,AC,1,0,inf,8.0707081,49.5781199,POINT (8.070708 49.57812),DE,,None,PQ,,0
Bus_19913,status2023,380,AC,1,0,inf,7.2342461,49.365856,POINT (7.234246 49.365856),DE,,None,PQ,,0
Bus_25682,status2023,110,AC,1,0,inf,7.6902839,49.4271075,POINT (7.690284 49.427108),DE,,None,PQ,,0
Bus_25744,status2023,110,AC,1,0,inf,7.3259182,49.3918515,POINT (7.325918 49.391852),DE,,None,PQ,,0
Bus_14064,status2023,220,AC,1,0,inf,6.7970403,49.3354461,POINT (6.79704 49.335446),DE,,None,PQ,,0
Bus_36120,status2023,110,AC,1,0,inf,9.15096653337577,48.8909773148413,POINT (9.150967 48.890977),DE,,None,PV,Generator_3379,0
Bus_14070,status2023,220,AC,1,0,inf,6.7568858,49.3649429,POINT (6.756886 49.364943),DE,,None,PQ,,0
Bus_38451,status2023,110,AC,1,0,inf,8.94913625445319,48.9525961151426,POINT (8.949136 48.952596),DE,,None,PV,Generator_3209,0
Bus_40005,status2023,110,AC,1,0,inf,8.982375,48.7024822997661,POINT (8.982375 48.702482),DE,,None,PV,Generator_18951,0
Bus_36229,status2023,110,AC,1,0,inf,11.7112560412192,47.7227449207712,POINT (11.711256 47.722745),DE,,None,PV,Generator_4110,0
Bus_35350,status2023,110,AC,1,0,inf,11.2608661359175,48.0489990678047,POINT (11.260866 48.048999),DE,,None,PQ,,0
Bus_36794,status2023,110,AC,1,0,inf,10.6936672771006,48.5609949458431,POINT (10.693667 48.560995),DE,,None,PV,Generator_3161,0
Bus_38341,status2023,380,AC,1,0,inf,10.40317855,48.5125164,POINT (10.403179 48.512516),DE,,None,PQ,,0
Bus_35500,status2023,110,AC,1,0,inf,10.4015869205504,48.5099297591876,POINT (10.401587 48.50993),DE,,None,PV,Generator_2324,0
Bus_16912,status2023,380,AC,1,0,inf,7.9666633,47.5950182,POINT (7.966663 47.595018),DE,,None,PQ,,0
Bus_801,status2023,380,AC,1,0,inf,7.9663026,47.594675,POINT (7.966303 47.594675),DE,,None,PQ,,0
Bus_20271,status2023,220,AC,1,0,inf,7.9433458,47.5952826,POINT (7.943346 47.595283),DE,,None,PQ,,0
Bus_40213,status2023,110,AC,1,0,inf,7.86409883505946,48.4129764332713,POINT (7.864099 48.412976),DE,,None,PQ,,0
Bus_32943,status2023,110,AC,1,0,inf,7.8254106,48.6001824,POINT (7.825411 48.600182),DE,,None,PQ,,0
Bus_30184,status2023,110,AC,1,0,inf,7.9137269,48.5127882,POINT (7.913727 48.512788),DE,,None,PQ,,0
Bus_31080,status2023,110,AC,1,0,inf,7.8547577,48.0376921,POINT (7.854758 48.037692),DE,,None,PQ,,0
Bus_35104,status2023,380,AC,1,0,inf,9.40058183329796,48.6669673874438,POINT (9.400582 48.666967),DE,,None,PV,Bus_35104 industrial_gas_CHP,0
Bus_36405,status2023,220,AC,1,0,inf,10.3624997384745,47.7386599439862,POINT (10.3625 47.73866),DE,,None,PQ,,0
Bus_38905,status2023,110,AC,1,0,inf,10.2137388414704,47.9387217551888,POINT (10.213739 47.938722),DE,,None,PV,Generator_2533,0
Bus_36590,status2023,380,AC,1,0,inf,10.7027328078624,47.8264605398201,POINT (10.702733 47.826461),DE,,None,PV,Generator_4984,0
Bus_36136,status2023,110,AC,1,0,inf,10.1373620668687,48.3073709046875,POINT (10.137362 48.307371),DE,,None,PV,Generator_2491,0
Bus_37537,status2023,110,AC,1,0,inf,10.1406704250515,47.8939205490318,POINT (10.14067 47.893921),DE,,None,PV,Generator_3766,0
Bus_39481,status2023,110,AC,1,0,inf,10.0838895839455,48.2259783032941,POINT (10.08389 48.225978),DE,,None,PV,Generator_3189,0
Bus_37048,status2023,110,AC,1,0,inf,10.3558243352629,48.2562483338228,POINT (10.355824 48.256248),DE,,None,PV,Generator_5458,0
Bus_36671,status2023,110,AC,1,0,inf,10.4937169026739,48.2474369617758,POINT (10.493717 48.247437),DE,,None,PV,Generator_6202,0
Bus_37038,status2023,110,AC,1,0,inf,10.0419393874753,48.315294839446,POINT (10.041939 48.315295),DE,,None,PV,Generator_4897,0
Bus_38076,status2023,110,AC,1,0,inf,9.96061922553391,48.4730690023037,POINT (9.960619 48.473069),DE,,None,PV,Generator_4662,0
Bus_35994,status2023,110,AC,1,0,inf,9.95351091106017,48.3594029940103,POINT (9.953511 48.359403),DE,,None,PV,Generator_2264,0
Bus_35505,status2023,110,AC,1,0,inf,9.80395457742593,48.1099691266616,POINT (9.803955 48.109969),DE,,None,PV,Generator_2271,0
Bus_40284,status2023,110,AC,1,0,inf,8.94226625,48.2142654998861,POINT (8.942266 48.214265),DE,,None,PV,Generator_19383,0
Bus_35875,status2023,110,AC,1,0,inf,9.7204638,48.2895157,POINT (9.720464 48.289516),DE,,None,PV,Generator_569,0
Bus_38403,status2023,220,AC,1,0,inf,7.9575358586937,47.5721889760732,POINT (7.957536 47.572189),DE,,None,PQ,,0
Bus_14170,status2023,220,AC,1,0,inf,8.3175115,49.0088707,POINT (8.317512 49.008871),DE,,None,PQ,,0
Bus_25673,status2023,110,AC,1,0,inf,8.1751372,49.1831057,POINT (8.175137 49.183106),DE,,None,PQ,,0
Bus_28833,status2023,110,AC,1,0,inf,7.6734855,49.4337713,POINT (7.673486 49.433771),DE,,None,PQ,,0
Bus_29928,status2023,110,AC,1,0,inf,7.6205878,49.3109336,POINT (7.620588 49.310934),DE,,None,PQ,,0
Bus_25608,status2023,110,AC,1,0,inf,7.4901171,49.4049845,POINT (7.490117 49.404985),DE,,None,PQ,,0
Bus_14063,status2023,220,AC,1,0,inf,6.7970342,49.3333987,POINT (6.797034 49.333399),DE,,None,PQ,,0
Bus_8676,status2023,110,AC,1,0,inf,6.7035694,49.709877,POINT (6.703569 49.709877),DE,,None,PQ,,0
Bus_25411,status2023,110,AC,1,0,inf,7.0017349,49.3748777,POINT (7.001735 49.374878),DE,,None,PQ,,0
Bus_31614,status2023,110,AC,1,0,inf,6.9920912,49.3772033,POINT (6.992091 49.377203),DE,,None,PQ,,0
Bus_39567,status2023,110,AC,1,0,inf,6.94707296719295,49.3230292084134,POINT (6.947073 49.323029),DE,,None,PQ,,0
Bus_7742,status2023,110,AC,1,0,inf,6.9100054,49.2971418,POINT (6.910005 49.297142),DE,,None,PQ,,0
Bus_30389,status2023,110,AC,1,0,inf,7.0195919,49.3584417,POINT (7.019592 49.358442),DE,,None,PQ,,0
Bus_25960,status2023,110,AC,1,0,inf,7.3387495,50.0371871,POINT (7.33875 50.037187),DE,,None,PQ,,0
Bus_31116,status2023,110,AC,1,0,inf,8.4848387,49.2417096,POINT (8.484839 49.24171),DE,,None,PQ,,0
Bus_40190,status2023,220,AC,1,0,inf,8.3587353,49.0637661,POINT (8.358735 49.063766),DE,,None,PQ,,0
Bus_696,status2023,220,AC,1,0,inf,8.324218,49.0434132,POINT (8.324218 49.043413),DE,,None,PQ,,0
Bus_18854,status2023,220,AC,1,0,inf,8.500969,49.4450835,POINT (8.500969 49.445084),DE,,None,PQ,,0
Bus_4133,status2023,380,AC,1,0,inf,6.8895693,49.6468746,POINT (6.889569 49.646875),DE,,None,PQ,,0
Bus_40254,status2023,380,AC,1,0,inf,6.891934,49.6582785,POINT (6.891934 49.658278),DE,,None,PQ,,0
Bus_27858,status2023,110,AC,1,0,inf,6.2428934,50.748337,POINT (6.242893 50.748337),DE,,None,PQ,,0
Bus_36728,status2023,110,AC,1,0,inf,8.55084491515967,47.831886212491,POINT (8.550845 47.831886),DE,,None,PV,Generator_4205,0
Bus_36021,status2023,380,AC,1,0,inf,8.46542983860775,48.043523650861,POINT (8.46543 48.043524),DE,,None,PV,Generator_5134,0
Bus_796,status2023,380,AC,1,0,inf,8.5305556,47.9148482,POINT (8.530556 47.914848),DE,,None,PQ,,0
Bus_1381,status2023,110,AC,1,0,inf,8.3464231,48.1081008,POINT (8.346423 48.108101),DE,,None,PQ,,0
Bus_735,status2023,110,AC,1,0,inf,8.4577946,48.0953886,POINT (8.457795 48.095389),DE,,None,PQ,,0
Bus_14515,status2023,220,AC,1,0,inf,9.2370128,48.9221859,POINT (9.237013 48.922186),DE,,None,PQ,,0
Bus_24665,status2023,110,AC,1,0,inf,9.2316419,48.5087562,POINT (9.231642 48.508756),DE,,None,PQ,,0
Bus_29725,status2023,110,AC,1,0,inf,9.3955703,48.6522654,POINT (9.39557 48.652265),DE,,None,PQ,,0
Bus_25564,status2023,110,AC,1,0,inf,7.1170487,49.3482367,POINT (7.117049 49.348237),DE,,None,PQ,,0
Bus_30069,status2023,110,AC,1,0,inf,7.1214345,49.3098489,POINT (7.121434 49.309849),DE,,None,PQ,,0
Bus_29882,status2023,110,AC,1,0,inf,7.144419,49.2631449,POINT (7.144419 49.263145),DE,,None,PQ,,0
Bus_30092,status2023,110,AC,1,0,inf,7.6058887,49.2713574,POINT (7.605889 49.271357),DE,,None,PQ,,0
Bus_21604,status2023,110,AC,1,0,inf,8.500969,49.4450835,POINT (8.500969 49.445084),DE,,None,PQ,,0
Bus_695,status2023,220,AC,1,0,inf,8.321627,49.0416916,POINT (8.321627 49.041692),DE,,None,PQ,,0
Bus_30000,status2023,110,AC,1,0,inf,8.2287015,49.0437579,POINT (8.228702 49.043758),DE,,None,PQ,,0
Bus_25539,status2023,110,AC,1,0,inf,8.2571485,49.0320369,POINT (8.257149 49.032037),DE,,None,PQ,,0
Bus_40161,status2023,110,AC,1,0,inf,6.13083269950322,50.7769614638147,POINT (6.130833 50.776961),DE,,None,PV,Generator_397,0
Bus_37331,status2023,110,AC,1,0,inf,6.24165974879626,50.7547703097432,POINT (6.24166 50.75477),DE,,None,PV,Generator_2282,0
Bus_37167,status2023,110,AC,1,0,inf,6.24460639600714,50.7469822765261,POINT (6.244606 50.746982),DE,,None,PV,Generator_4279,0
Bus_36846,status2023,110,AC,1,0,inf,10.9463352932828,48.6065510557063,POINT (10.946335 48.606551),DE,,None,PV,Generator_2784,0
Bus_36444,status2023,110,AC,1,0,inf,10.8782654268362,48.5966069883144,POINT (10.878265 48.596607),DE,,None,PV,Generator_5111,0
Bus_35024,status2023,110,AC,1,0,inf,10.8272864039158,48.6787755856077,POINT (10.827286 48.678776),DE,,None,PV,Generator_5321,0
Bus_35717,status2023,110,AC,1,0,inf,10.8783286438575,48.646034376627,POINT (10.878329 48.646034),DE,,None,PV,Generator_5519,0
Bus_36843,status2023,110,AC,1,0,inf,10.9698691354225,48.3953120140131,POINT (10.969869 48.395312),DE,,None,PV,Generator_2422,0
Bus_37013,status2023,110,AC,1,0,inf,10.6032020730345,48.3485363719187,POINT (10.603202 48.348536),DE,,None,PV,Generator_2580,0
Bus_30,status2023,110,AC,1,0,inf,8.1874938,48.7777496,POINT (8.187494 48.77775),DE,,None,PQ,,0
Bus_30924,status2023,110,AC,1,0,inf,8.0230343,48.6277512,POINT (8.023034 48.627751),DE,,None,PQ,,0
Bus_29291,status2023,110,AC,1,0,inf,8.0269806,48.754502,POINT (8.026981 48.754502),DE,,None,PQ,,0
Bus_26359,status2023,110,AC,1,0,inf,7.9305125,48.4769267,POINT (7.930513 48.476927),DE,,None,PQ,,0
Bus_30267,status2023,110,AC,1,0,inf,7.763643,48.3035354,POINT (7.763643 48.303535),DE,,None,PQ,,0
Bus_10785,status2023,110,AC,1,0,inf,7.9137417,48.0756779,POINT (7.913742 48.075678),DE,,None,PQ,,0
Bus_26007,status2023,110,AC,1,0,inf,9.0983925,48.0024735,POINT (9.098393 48.002474),DE,,None,PQ,,0
Bus_28172,status2023,110,AC,1,0,inf,7.8415024,47.5867735,POINT (7.841502 47.586774),DE,,None,PQ,,0
Bus_255,status2023,110,AC,1,0,inf,8.5439463,47.9001727,POINT (8.543946 47.900173),DE,,None,PQ,,0
Bus_35983,status2023,110,AC,1,0,inf,10.0211144278019,48.3976199246808,POINT (10.021114 48.39762),DE,,None,PQ,,0
Bus_36135,status2023,110,AC,1,0,inf,10.0229609154974,48.396305446932,POINT (10.022961 48.396305),DE,,None,PV,Generator_5943,0
Bus_37373,status2023,110,AC,1,0,inf,10.1905293236875,47.8397028481769,POINT (10.190529 47.839703),DE,,None,PV,Generator_5195,0
Bus_38648,status2023,110,AC,1,0,inf,10.1824878391358,47.9924378238237,POINT (10.182488 47.992438),DE,,None,PV,Generator_2783,0
Bus_30868,status2023,110,AC,1,0,inf,7.0308033,49.3316043,POINT (7.030803 49.331604),DE,,None,PQ,,0
Bus_25517,status2023,110,AC,1,0,inf,7.0834897,49.4658472,POINT (7.08349 49.465847),DE,,None,PQ,,0
Bus_25402,status2023,110,AC,1,0,inf,6.8968981,49.430831,POINT (6.896898 49.430831),DE,,None,PQ,,0
Bus_36663,status2023,110,AC,1,0,inf,8.20872557963239,48.1143741695697,POINT (8.208726 48.114374),DE,,None,PV,Generator_2472,0
Bus_35232,status2023,110,AC,1,0,inf,8.3420101,48.1251738,POINT (8.34201 48.125174),DE,,None,PV,Generator_4062,0
Bus_35792,status2023,110,AC,1,0,inf,8.459921959025,48.096332509961,POINT (8.459922 48.096333),DE,,None,PV,Generator_2852,0
Bus_40203,status2023,110,AC,1,0,inf,9.31125289230267,48.8014526104757,POINT (9.311253 48.801453),DE,,None,PV,Generator_19246,0
Bus_37168,status2023,110,AC,1,0,inf,7.19398308284656,49.3333773614771,POINT (7.193983 49.333377),DE,,None,PV,Generator_239,0
Bus_37253,status2023,110,AC,1,0,inf,7.59673283430769,49.2126710047529,POINT (7.596733 49.212671),DE,,None,PV,Generator_2369,0
Bus_35633,status2023,110,AC,1,0,inf,8.34912614916688,49.0130521560032,POINT (8.349126 49.013052),DE,,None,PV,Generator_8310,0
Bus_37363,status2023,110,AC,1,0,inf,8.13012350503486,49.1877235236545,POINT (8.130124 49.187724),DE,,None,PV,Generator_5706,0
Bus_37798,status2023,110,AC,1,0,inf,8.36385982195423,49.2463103727179,POINT (8.36386 49.24631),DE,,None,PV,Generator_3945,0
Bus_38836,status2023,110,AC,1,0,inf,7.56972964225077,49.4192092047156,POINT (7.56973 49.419209),DE,,None,PV,Generator_5142,0
Bus_37368,status2023,110,AC,1,0,inf,7.7076298507237,49.323908519248,POINT (7.70763 49.323909),DE,,None,PV,Generator_5130,0
Bus_36865,status2023,110,AC,1,0,inf,6.80020224796552,49.5022116390843,POINT (6.800202 49.502212),DE,,None,PV,Generator_4556,0
Bus_37551,status2023,110,AC,1,0,inf,6.90135695685881,49.4093229536563,POINT (6.901357 49.409323),DE,,None,PV,Generator_2546,0
Bus_36853,status2023,220,AC,1,0,inf,6.74970853313451,49.365171244024,POINT (6.749709 49.365171),DE,,None,PV,Generator_3750,0
Bus_36854,status2023,220,AC,1,0,inf,6.74137619918683,49.3574919843991,POINT (6.741376 49.357492),DE,,None,PV,Bus_36854 central_gas_CHP,0
Bus_36630,status2023,110,AC,1,0,inf,6.77321091302652,49.29108364342,POINT (6.773211 49.291084),DE,,None,PV,Generator_4014,0
Bus_36825,status2023,110,AC,1,0,inf,6.88426287110084,49.2486343966607,POINT (6.884263 49.248634),DE,,None,PV,Generator_4370,0
Bus_37173,status2023,110,AC,1,0,inf,6.91312760607382,49.2949115144532,POINT (6.913128 49.294912),DE,,None,PV,Generator_12734,0
Bus_37093,status2023,110,AC,1,0,inf,7.0493947642655,49.3447096756698,POINT (7.049395 49.34471),DE,,None,PV,Generator_12451,0
Bus_37886,status2023,110,AC,1,0,inf,7.30874387645426,50.046504173012,POINT (7.308744 50.046504),DE,,None,PV,Generator_4345,0
Bus_38416,status2023,110,AC,1,0,inf,7.40862623129698,49.9570718823435,POINT (7.408626 49.957072),DE,,None,PV,Generator_2448,0
Bus_792,status2023,380,AC,1,0,inf,8.6254456,48.0557059,POINT (8.625446 48.055706),DE,,None,PQ,,0
Bus_793,status2023,380,AC,1,0,inf,8.4170289,47.8754014,POINT (8.417029 47.875401),DE,,None,PQ,,0
Bus_28130,status2023,110,AC,1,0,inf,8.0754799,48.2880842,POINT (8.07548 48.288084),DE,,None,PQ,,0
Bus_24869,status2023,110,AC,1,0,inf,9.4645493,48.9546309,POINT (9.464549 48.954631),DE,,None,PQ,,0
Bus_25383,status2023,110,AC,1,0,inf,7.1613346,49.3278925,POINT (7.161335 49.327893),DE,,None,PQ,,0
Bus_30110,status2023,110,AC,1,0,inf,7.0828181,49.2369367,POINT (7.082818 49.236937),DE,,None,PQ,,0
Bus_19488,status2023,110,AC,1,0,inf,8.5696978,49.4991056,POINT (8.569698 49.499106),DE,,None,PQ,,0
Bus_475,status2023,220,AC,1,0,inf,8.4281544,48.9619193,POINT (8.428154 48.961919),DE,,None,PQ,,0
Bus_207,status2023,220,AC,1,0,inf,8.4286507,48.9598157,POINT (8.428651 48.959816),DE,,None,PQ,,0
Bus_10787,status2023,110,AC,1,0,inf,7.9985406,48.1195372,POINT (7.998541 48.119537),DE,,None,PQ,,0
Bus_28969,status2023,110,AC,1,0,inf,9.066863,47.737177,POINT (9.066863 47.737177),DE,,None,PQ,,0
Bus_36669,status2023,110,AC,1,0,inf,10.9738621798222,48.3473388987101,POINT (10.973862 48.347339),DE,,None,PV,Generator_6242,0
Bus_36603,status2023,110,AC,1,0,inf,10.9250407944231,48.370171269587,POINT (10.925041 48.370171),DE,,None,PV,Generator_10877,0
Bus_35434,status2023,110,AC,1,0,inf,9.44375352365732,48.6400572828818,POINT (9.443754 48.640057),DE,,None,PV,Generator_961,0
Bus_26486,status2023,110,AC,1,0,inf,7.0475002,49.3077017,POINT (7.0475 49.307702),DE,,None,PQ,,0
Bus_35846,status2023,110,AC,1,0,inf,9.37107112803065,48.7190975403656,POINT (9.371071 48.719098),DE,,None,PV,Generator_686,0
Bus_36368,status2023,110,AC,1,0,inf,10.3362791205111,47.7076346697971,POINT (10.336279 47.707635),DE,,None,PV,Generator_6067,0
Bus_35189,status2023,110,AC,1,0,inf,10.6412766826604,48.0274497180055,POINT (10.641277 48.02745),DE,,None,PV,Generator_2929,0
Bus_37118,status2023,110,AC,1,0,inf,10.4557246560826,48.0439644153635,POINT (10.455725 48.043964),DE,,None,PV,Generator_2612,0
Bus_37462,status2023,110,AC,1,0,inf,10.6114771762336,47.7786440144175,POINT (10.611477 47.778644),DE,,None,PV,Generator_2910,0
Bus_37553,status2023,110,AC,1,0,inf,10.8794183647483,47.81218769432,POINT (10.879418 47.812188),DE,,None,PV,Generator_3981,0
Bus_37030,status2023,110,AC,1,0,inf,10.3126923676436,48.3789557094534,POINT (10.312692 48.378956),DE,,None,PV,Generator_2275,0
Bus_37558,status2023,110,AC,1,0,inf,10.4268430609089,48.4264424566085,POINT (10.426843 48.426442),DE,,None,PV,Generator_693,0
Bus_36869,status2023,110,AC,1,0,inf,10.27270335,47.79772355,POINT (10.272703 47.797724),DE,,None,PV,Generator_2312,0
Bus_37165,status2023,110,AC,1,0,inf,10.8871548160554,48.2833002185397,POINT (10.887155 48.2833),DE,,None,PV,Generator_2364,0
Bus_37240,status2023,110,AC,1,0,inf,10.9391504759199,48.2657172197236,POINT (10.93915 48.265717),DE,,None,PV,Generator_5734,0
Bus_36672,status2023,110,AC,1,0,inf,10.8411155,48.1847989,POINT (10.841116 48.184799),DE,,None,PV,Generator_11053,0
Bus_35992,status2023,110,AC,1,0,inf,10.1282300290924,48.0641452590964,POINT (10.12823 48.064145),DE,,None,PV,Generator_4943,0
Bus_39058,status2023,110,AC,1,0,inf,10.1197480460876,48.0096965250431,POINT (10.119748 48.009697),DE,,None,PV,Generator_2991,0
Bus_35518,status2023,110,AC,1,0,inf,9.80465444125725,48.0796249012844,POINT (9.804654 48.079625),DE,,None,PV,Generator_3117,0
Bus_37338,status2023,110,AC,1,0,inf,9.72049201134303,47.5526308927636,POINT (9.720492 47.552631),DE,,None,PV,Generator_2243,0
Bus_36197,status2023,110,AC,1,0,inf,9.12287592338524,47.7928077609281,POINT (9.122876 47.792808),DE,,None,PV,Generator_9831,0
Bus_38347,status2023,110,AC,1,0,inf,9.10722484463287,47.9965514551334,POINT (9.107225 47.996551),DE,,None,PV,Generator_3775,0
Bus_29299,status2023,110,AC,1,0,inf,14.964289,51.1156537,POINT (14.964289 51.115654),DE,,None,PQ,,0
Bus_19160,status2023,110,AC,1,0,inf,12.2655305,50.5477801,POINT (12.26553 50.54778),DE,,None,PQ,,0
Bus_37585,status2023,110,AC,1,0,inf,14.9641065588446,51.1657795435668,POINT (14.964107 51.16578),DE,,None,PV,Generator_5611,0
Bus_37902,status2023,110,AC,1,0,inf,12.1490004712173,50.4984861139141,POINT (12.149 50.498486),DE,,None,PV,Generator_1184,0
Bus_35774,status2023,380,AC,1,0,inf,8.61664666573945,48.0659763725864,POINT (8.616647 48.065976),DE,,None,PV,Generator_623,0
Bus_39456,status2023,110,AC,1,0,inf,8.07618582189494,48.2883319460205,POINT (8.076186 48.288332),DE,,None,PV,Generator_919,0
Bus_36416,status2023,110,AC,1,0,inf,9.55865069457989,48.9826391923784,POINT (9.558651 48.982639),DE,,None,PV,Generator_4353,0
Bus_36194,status2023,110,AC,1,0,inf,9.23235606450582,48.4542076052792,POINT (9.232356 48.454208),DE,,None,PV,Generator_1042,0
Bus_40143,status2023,110,AC,1,0,inf,9.20244570618423,48.4890967784983,POINT (9.202446 48.489097),DE,,None,PV,Generator_5787,0
