scn_name,bus0,bus1,model,r,g,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,tap_ratio,tap_side,tap_position,phase_shift,build_year,lifetime,v_ang_min,v_ang_max,capital_cost,num_parallel,geom,topo,type,s_nom_mod,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt,x
status2023,Bus_35344,Bus_35345,t,0.0001,0,0,1560.42284272676,True,1560.42284272676,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((12.114381 49.631106, 12.114381 49.631106))",0102000020e6100000020000000aa90723903a28403db09413c8d048400aa90723903a28403db09413c8d04840,,0,0,8.65149876472278E-05,6.40851936166577E-08,0,0,8.65149876472278E-05,6.40851936166577E-08,1560.42284272676,0.134999962962958
status2023,Bus_36125,Bus_36126,t,0.0001,0,0,1560.36161533054,True,1560.36161533054,12437.5104389906,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((9.045435 48.902961, 9.045435 48.902961))",0102000020e6100000020000000527be504317224077f4d739947348400527be504317224077f4d73994734840,,0,0,8.65183824291653E-05,6.40877082706347E-08,0,0,8.65183824291653E-05,6.40877082706347E-08,1560.36161533054,0.134999962962958
status2023,Bus_34968,Bus_34969,t,0.0001,0,0,4680.47266128858,True,4680.47266128858,24875.0208779812,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((10.843106 49.378709, 10.843106 49.378709))",0102000020e6100000020000009b236289abaf25403402f88879b048409b236289abaf25403402f88879b04840,,0,0,2.8843232881055E-05,2.1365363551225E-08,0,0,2.8843232881055E-05,2.1365363551225E-08,4680.47266128858,0.134999962962958
status2023,Bus_37501,Bus_37502,t,0.000544933014357545,878.82296,-5343.77128,950,True,950,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((11.581372 48.764894, 11.581372 48.764894))",0102000020e610000002000000a50f3f96a929274044a7b30ae8614840a50f3f96a929274044a7b30ae8614840,,0,0,0.0002595266353066,1.92242004820296E-07,0,0,0.0002595266353066,1.92242004820296E-07,520.177679656836,0.037090142242149
status2023,Bus_38895,Bus_38896,t,0.0021879178315303,445.24524,-427.14584,329.08,True,329.08,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.063697 53.555802, 8.063697 53.555802))",0102000020e6100000020000004f4f43d79c20204022bd328524c74a404f4f43d79c20204022bd328524c74a40,,0,0,6.48947690642063E-05,4.80702124948083E-08,0,0,6.48947690642063E-05,4.80702124948083E-08,2080.29036715409,0.156542482071229
status2023,Bus_38761,Bus_38762,t,0.0001,0,0,2080.58344765388,True,2080.58344765388,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.449489 50.40253, 7.449489 50.40253))",0102000020e6100000020000006b680ae246cc1d40bcb01d1d863349406b680ae246cc1d40bcb01d1d86334940,,0,0,6.48856276902459E-05,4.80634411048317E-08,0,0,6.48856276902459E-05,4.80634411048317E-08,2080.58344765388,0.134999962962958
status2023,Bus_34760,Bus_34761,t,0.0001,0,0,7800.6791521299,True,7800.6791521299,43531.2865364671,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.80455 50.966248, 6.80455 50.966248))",0102000020e61000000200000008874706dc371b40627c0101ae7b494008874706dc371b40627c0101ae7b4940,,0,0,1.73061806965997E-05,1.28193966255741E-08,0,0,1.73061806965997E-05,1.28193966255741E-08,7800.6791521299,0.134999962962958
status2023,Bus_36775,Bus_36776,t,0.0001,0,0,4680.7028738372,True,4680.7028738372,31093.7760974765,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.958076 47.595478, 7.958076 47.595478))",0102000020e6100000020000007f483cda11d51f4074290e9f38cc47407f483cda11d51f4074290e9f38cc4740,,0,0,2.88418142748476E-05,2.13643127315238E-08,0,0,2.88418142748476E-05,2.13643127315238E-08,4680.7028738372,0.134999962962958
status2023,Bus_36772,Bus_36773,t,0.0001,0,0,520.191378663839,True,520.191378663839,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.843441 47.585814, 7.843441 47.585814))",0102000020e6100000020000002ac2cb1aaf5f1f400280cef4fbca47402ac2cb1aaf5f1f400280cef4fbca4740,,0,0,0.0002595198007889,1.9223694221319E-07,0,0,0.0002595198007889,1.9223694221319E-07,520.191378663839,0.134999962962958
status2023,Bus_37306,Bus_37307,t,0.0004263049533728,1775.255,-1486.26,658.24,True,658.24,32224.4588646574,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.125729 51.449066, 7.125729 51.449066))",0102000020e6100000020000009fd3210dbf801c4061218ffe7ab949409fd3210dbf801c4061218ffe7ab94940,,0,0,3.70812713196622E-05,2.74676159206331E-08,0,0,3.70812713196622E-05,2.74676159206331E-08,3640.65087734397,0.0388664163739857
status2023,Bus_38008,Bus_38009,t,0.0001,0,0,1040.35174346119,True,1040.35174346119,12437.5104389906,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.593298 50.385947, 7.593298 50.385947))",0102000020e6100000020000002ac07797895f1e40eaf62fb3663149402ac07797895f1e40eaf62fb366314940,,0,0,0.0001297637686594,9.61213364888552E-08,0,0,0.0001297637686594,9.61213364888552E-08,1040.35174346119,0.134999962962958
status2023,Bus_36829,Bus_36830,t,0.0016808358751379,167.9581,-136.83192,308.18,True,308.18,10741.4862882191,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.240375 49.35765, 7.240375 49.35765))",0102000020e610000002000000125ee7cd24f61c4010b8ac77c7ad4840125ee7cd24f61c4010b8ac77c7ad4840,,0,0,0.0001297579948067,9.61170595597206E-08,0,0,0.0001297579948067,9.61170595597206E-08,1040.39803608294,0.152514764098903
status2023,Bus_36042,Bus_36043,t,0.0001,0,0,520.188511243421,True,520.188511243421,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.01285 50.617708, 7.01285 50.617708))",0102000020e610000002000000767c2daa280d1c408da60912114f4940767c2daa280d1c408da60912114f4940,,0,0,0.0002595212313325,1.92238001875449E-07,0,0,0.0002595212313325,1.92238001875449E-07,520.188511243421,0.134999962962958
status2023,Bus_39356,Bus_39357,t,0.0004300935550935,1462.24,-5310.24,769.6,True,769.6,10741.4862882191,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((10.760835 53.909745, 10.760835 53.909745))",0102000020e610000002000000d38040358c8525403935408972f44a40d38040358c8525403935408972f44a40,,0,0,0.0002418997615468,1.79185057712402E-07,0,0,0.0002418997615468,1.79185057712402E-07,558.08224902605,0.0322245322245322
status2023,Bus_38810,Bus_38811,t,0.0001,0,0,4770.38643902959,True,4770.38643902959,21482.9725764383,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((13.685367 54.138809, 13.685367 54.138809))",0102000020e61000000200000035cfef78e85e2b40aa1c1e7ac4114b4035cfef78e85e2b40aa1c1e7ac4114b40,,0,0,2.82995863518386E-05,2.09626623079916E-08,0,0,2.82995863518386E-05,2.09626623079916E-08,4770.38643902959,0.134999962962958
status2023,Bus_39241,Bus_39242,t,0.0001,0,0,3580.40941554394,True,3580.40941554394,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.888049 52.277599, 7.888049 52.277599))",0102000020e610000002000000e84a129d5c8d1f40449fb55f88234a40e84a129d5c8d1f40449fb55f88234a40,,0,0,3.77051748263399E-05,2.79297667931107E-08,0,0,3.77051748263399E-05,2.79297667931107E-08,3580.40941554394,0.134999962962958
status2023,Bus_38597,Bus_38598,t,0.0001,0,0,1040.25433541474,True,1040.25433541474,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((9.387641 51.640735, 9.387641 51.640735))",0102000020e6100000020000004dac5bd978c62240e013f89903d249404dac5bd978c62240e013f89903d24940,,0,0,0.0001297759195679,9.61303371642578E-08,0,0,0.0001297759195679,9.61303371642578E-08,1040.25433541474,0.134999962962958
status2023,Bus_34704,Bus_34705,t,0.0003810843582192,1985.912,-1662.624,461.84,True,461.84,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((9.984059 53.741479, 9.984059 53.741479))",0102000020e6100000020000002331ce8dd6f72340821c9dc9e8de4a402331ce8dd6f72340821c9dc9e8de4a40,,0,0,0.0001297804798715,9.61337151678805E-08,0,0,0.0001297804798715,9.61337151678805E-08,1040.21778233961,0.0347436341590161
status2023,Bus_39220,Bus_39221,t,0.0001,0,0,4160.40134604676,True,4160.40134604676,10741.4862882191,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((9.852928 51.649274, 9.852928 51.649274))",0102000020e61000000200000031340708b3b42340604a55651bd3494031340708b3b42340604a55651bd34940,,0,0,3.24487835990236E-05,2.40361425935554E-08,0,0,3.24487835990236E-05,2.40361425935554E-08,4160.40134604676,0.134999962962958
status2023,Bus_35215,Bus_35216,t,0.0003810843582192,1985.912,-1662.624,461.84,True,461.84,12437.5104389906,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((9.125266 52.538264, 9.125266 52.538264))",0102000020e610000002000000e8d5f5d422402240599553d6e5444a40e8d5f5d422402240599553d6e5444a40,,0,0,6.48899250241615E-05,4.80666243160129E-08,0,0,6.48899250241615E-05,4.80666243160129E-08,2080.44566105896,0.0347436341590161
status2023,Bus_35092,Bus_35093,t,0.0001,0,0,520.177667552965,True,520.177667552965,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.702218 51.736353, 8.702218 51.736353))",0102000020e6100000020000002235792e89672140bba551cd40de49402235792e89672140bba551cd40de4940,,0,0,0.0002595266413455,1.92242009293523E-07,0,0,0.0002595266413455,1.92242009293523E-07,520.177667552965,0.134999962962958
status2023,Bus_35670,Bus_35671,t,0.0001,0,0,1560.41801969065,True,1560.41801969065,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.30776 52.345636, 8.30776 52.345636))",0102000020e61000000200000062ba5fb1929d20401dcd7dcc3d2c4a4062ba5fb1929d20401dcd7dcc3d2c4a40,,0,0,8.65152550530798E-05,6.4085391695121E-08,0,0,8.65152550530798E-05,6.4085391695121E-08,1560.41801969065,0.134999962962958
status2023,Bus_34786,Bus_34787,t,0.0004894317394317,2539.68,-7526.688,461.76,True,461.76,12437.5104389906,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.772242 49.974553, 8.772242 49.974553))",0102000020e6100000020000007574075c638b21404f396824befc48407574075c638b21404f396824befc4840,,0,0,6.48900067346772E-05,4.80666848423374E-08,0,0,6.48900067346772E-05,4.80666848423374E-08,2080.44304132911,0.0384615384615385
status2023,Bus_35498,Bus_35499,t,0.0001,0,0,1560.45985073014,True,1560.45985073014,10741.4862882191,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((10.083751 48.268867, 10.083751 48.268867))",0102000020e6100000020000002d19a574e12a24409ea608406a2248402d19a574e12a24409ea608406a224840,,0,0,8.65129358501541E-05,6.40836737665566E-08,0,0,8.65129358501541E-05,6.40836737665566E-08,1560.45985073014,0.134999962962958
status2023,Bus_36365,Bus_36366,t,0.0001,0,0,3120.34460355289,True,3120.34460355289,12437.5104389906,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((9.089693 49.968497, 9.089693 49.968497))",0102000020e610000002000000619cc64aec2d2240af46afb4f7fb4840619cc64aec2d2240af46afb4f7fb4840,,0,0,4.32644403471476E-05,3.20477423827285E-08,0,0,4.32644403471476E-05,3.20477423827285E-08,3120.34460355289,0.134999962962958
status2023,Bus_37416,Bus_37417,t,0.0001,0,0,1100.26672981456,True,1100.26672981456,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((11.646044 50.534327, 11.646044 50.534327))",0102000020e610000002000000de714f3cc64a2740438764d064444940de714f3cc64a2740438764d064444940,,0,0,0.0001226974871681,9.08870524666813E-08,0,0,0.0001226974871681,9.08870524666813E-08,1100.26672981456,0.134999962962958
status2023,Bus_37572,Bus_37573,t,0.0001,0,0,1040.34280721638,True,1040.34280721638,12437.5104389906,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((9.091835 49.294619, 9.091835 49.294619))",0102000020e61000000200000068936c0a052f224094b0e311b6a5484068936c0a052f224094b0e311b6a54840,,0,0,0.0001297648832928,9.61221621434262E-08,0,0,0.0001297648832928,9.61221621434262E-08,1040.34280721638,0.134999962962958
status2023,Bus_36177,Bus_36178,t,0.0041827622795349,219.26,-164.445,580.8,True,580.8,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.673717 49.290439, 8.673717 49.290439))",0102000020e61000000200000090ac547bf158214082d1541e2da5484090ac547bf158214082d1541e2da54840,,0,0,0.0002595244770028,1.92240406076286E-07,0,0,0.0002595244770028,1.92240406076286E-07,520.182005651391,0.288211919251152
status2023,Bus_35086,Bus_35087,t,0.0001,0,0,520.164919798607,True,520.164919798607,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((9.190793 48.914415, 9.190793 48.914415))",0102000020e61000000200000089bfec93af61224083bcb68d0b75484089bfec93af61224083bcb68d0b754840,,0,0,0.0002595330016011,1.92246720595301E-07,0,0,0.0002595330016011,1.92246720595301E-07,520.164919798607,0.134999962962958
status2023,Bus_34997,Bus_34998,t,0.0001,0,0,2080.45251686208,True,2080.45251686208,12437.5104389906,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((11.507752 48.761131, 11.507752 48.761131))",0102000020e6100000020000001411f01cf8032740661754ba6c6148401411f01cf8032740661754ba6c614840,,0,0,6.48897111896487E-05,4.8066465920034E-08,0,0,6.48897111896487E-05,4.8066465920034E-08,2080.45251686208,0.134999962962958
status2023,Bus_36405,Bus_36406,t,0.00136339806118763,1045.85044,-3982.115,569.24,True,569.24,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((10.3625 47.73866, 10.3625 47.73866))",0102000020e610000002000000e01cd39099b924409524b7688cde4740e01cd39099b924409524b7688cde4740,,0,0,4.32611626953563E-05,3.20453144918466E-08,0,0,4.32611626953563E-05,3.20453144918466E-08,3120.58101428349,0.095552849587829
status2023,Bus_38906,Bus_38907,t,0.0001,0,0,2080.65396275232,True,2080.65396275232,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((10.213739 47.938722, 10.213739 47.938722))",0102000020e61000000200000034006c2d6f6d24402b4ad30828f8474034006c2d6f6d24402b4ad30828f84740,,0,0,6.48834286621971E-05,4.80618121947191E-08,0,0,6.48834286621971E-05,4.80618121947191E-08,2080.65396275232,0.134999962962958
status2023,Bus_34953,Bus_34954,t,0.0001,0,0,2600.50894158421,True,2600.50894158421,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.505983 51.401607, 7.505983 51.401607))",0102000020e61000000200000035b3e16220061e4059fdb6d967b3494035b3e16220061e4059fdb6d967b34940,,0,0,5.19129008957443E-05,3.84540112133131E-08,0,0,5.19129008957443E-05,3.84540112133131E-08,2600.50894158421,0.134999962962958
status2023,Bus_39188,Bus_39189,t,0.0001,0,0,520.142847634648,True,520.142847634648,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((12.519534 51.157428, 12.519534 51.157428))",0102000020e61000000200000097657159000a2940d15fc8962694494097657159000a2940d15fc89626944940,,0,0,0.0002595440148352,1.9225487854875E-07,0,0,0.0002595440148352,1.9225487854875E-07,520.142847634648,0.134999962962958
status2023,Bus_37802,Bus_37803,t,0.0001,0,0,4680.42489851158,True,4680.42489851158,24875.0208779812,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.863785 50.768105, 7.863785 50.768105))",0102000020e610000002000000a4cc060384741f401e4cef4551624940a4cc060384741f401e4cef4551624940,,0,0,2.88435272203362E-05,2.1365581580382E-08,0,0,2.88435272203362E-05,2.1365581580382E-08,4680.42489851158,0.134999962962958
status2023,Bus_36256,Bus_36257,t,0.00021504677754675,2924.48,-10620.48,1539.2,True,1539.2,10741.4862882191,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.801902 51.124932, 6.801902 51.124932))",0102000020e610000002000000283c4ec725351b4028fdbdc1fd8f4940283c4ec725351b4028fdbdc1fd8f4940,,0,0,7.54016084005367E-05,5.58530585828574E-08,0,0,7.54016084005367E-05,5.58530585828574E-08,1790.41224486661,0.0161122661122661
status2023,Bus_36505,Bus_36506,t,0.0004443958128168,588.423654,-1123.2361062,548.34,True,548.34,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.167957 51.38932, 7.167957 51.38932))",0102000020e610000002000000485c1ad9fcab1c40aaeef43bd5b14940485c1ad9fcab1c40aaeef43bd5b14940,,0,0,6.48866936724612E-05,4.80642307215041E-08,0,0,6.48866936724612E-05,4.80642307215041E-08,2080.5492670719,0.0444377575956523
status2023,Bus_36055,Bus_36056,t,0.0005749854008136,2541.690876,-417448.3084,728.08,True,728.08,21482.9725764383,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.709039 51.676467, 7.709039 51.676467))",0102000020e610000002000000c75a4f400ed61e4090ed217696d64940c75a4f400ed61e4090ed217696d64940,,0,0,1.8542125133531E-05,1.3734911274471E-08,0,0,1.8542125133531E-05,1.3734911274471E-08,7280.71685369162,0.0328929393738267
status2023,Bus_35124,Bus_35125,t,0.0005552637933116,635.074176,-692.12748,331.32,True,331.32,12437.5104389906,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((11.639148 52.26897, 11.639148 52.26897))",0102000020e610000002000000fcf7645a3e47274059db349b6d224a40fcf7645a3e47274059db349b6d224a40,,0,0,8.65136325152937E-05,6.40841898149497E-08,0,0,8.65136325152937E-05,6.40841898149497E-08,1560.44728487262,0.0308644211034649
status2023,Bus_36699,Bus_36700,t,0.0019438444924406,535.56136,-752.67132,351.88,True,351.88,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((9.344002 53.851777, 9.344002 53.851777))",0102000020e6100000020000001edb7e0121b022405e28860b07ed4a401edb7e0121b022405e28860b07ed4a40,,0,0,0.0001297765658153,9.61308158661647E-08,0,0,0.0001297765658153,9.61308158661647E-08,1040.24915526798,0.143142548596112
status2023,Bus_39264,Bus_39265,t,0.0004958427160921,2401.568,-5080.24,461.84,True,461.84,12437.5104389906,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.0116 52.177639, 7.0116 52.177639))",0102000020e6100000020000004da632fbe00b1c40a40b18e1bc164a404da632fbe00b1c40a40b18e1bc164a40,,0,0,0.0001297628472235,9.61206539435397E-08,0,0,0.0001297628472235,9.61206539435397E-08,1040.3591309183,0.0356898492984583
status2023,Bus_35574,Bus_35575,t,0.000186956635692808,2124.464,-4987.872,923.68,True,923.68,12437.5104389906,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((12.187784 53.816505, 12.187784 53.816505))",0102000020e61000000200000068461f2b256028400788283a83e84a4068461f2b256028400788283a83e84a40,,0,0,5.19141586949138E-05,3.84549429166572E-08,0,0,5.19141586949138E-05,3.84549429166572E-08,2600.44593530482,0.0175896261816612
status2023,Bus_36492,Bus_36493,t,0.0068452073208561,351.83098,-2480.41808,1608.816,True,1608.816,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((7.308242 52.476791, 7.308242 52.476791))",0102000020e610000002000000c77d9fbca33b1d4036f0677c073d4a40c77d9fbca33b1d4036f0677c073d4a40,,0,0,5.19121810914907E-05,3.84534780248308E-08,0,0,5.19121810914907E-05,3.84534780248308E-08,2600.54499973777,0.313266466756282
status2023,Bus_35006,Bus_35007,t,0.0001,0,0,9360.48390613106,True,9360.48390613106,49750.0417559624,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.702195 51.00886, 6.702195 51.00886))",0102000020e61000000200000076a34b260ccf1a401a47e9512281494076a34b260ccf1a401a47e95122814940,,0,0,1.44223273408476E-05,1.06832083685866E-08,0,0,1.44223273408476E-05,1.06832083685866E-08,9360.48390613106,0.134999962962958
status2023,Bus_34914,Bus_34915,t,0.000178389402518392,3155.48,-11359.68,2001.2,True,2001.2,21482.9725764383,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.715197 51.526808, 6.715197 51.526808))",0102000020e6100000020000001b1ce5b95cdc1a40a74c40726ec349401b1ce5b95cdc1a40a74c40726ec34940,,0,0,2.59587122858723E-05,1.92286810426719E-08,0,0,2.59587122858723E-05,1.92286810426719E-08,5200.56470738071,0.0138329622194531
status2023,Bus_38350,Bus_38351,t,0.0001,0,0,520.187823399332,True,520.187823399332,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.842231 50.859865, 6.842231 50.859865))",0102000020e6100000020000009695c2db715e1b40afe5360c106e49409695c2db715e1b40afe5360c106e4940,,0,0,0.0002595215744973,1.92238256071659E-07,0,0,0.0002595215744973,1.92238256071659E-07,520.187823399332,0.134999962962958
status2023,Bus_35361,Bus_35362,t,0.0004263049533728,1775.255,-1486.26,629.2,True,629.2,24875.0208779812,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((13.306341 52.230821, 13.306341 52.230821))",0102000020e610000002000000c94d0cb0d89c2a402ef60a888b1d4a40c94d0cb0d89c2a402ef60a888b1d4a40,,0,0,5.13199538478819E-05,3.80147910573601E-08,0,0,5.13199538478819E-05,3.80147910573601E-08,2630.55503446307,0.0388664163739857
