scn_name,bus0,bus1,model,r,g,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,tap_ratio,tap_side,tap_position,phase_shift,build_year,lifetime,v_ang_min,v_ang_max,capital_cost,num_parallel,geom,topo,type,s_nom_mod,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt,x,bus_id,scn_name_matched,v_nom,carrier,v_mag_pu_set,v_mag_pu_min,v_mag_pu_max,x_matched,y,geom_matched,country,type_matched,unit,control,generator,sub_network_matched,featurecla,scalerank,LABELRANK,SOVEREIGNT,SOV_A3,ADM0_DIF,LEVEL,TYPE,TLC,ADMIN,ADM0_A3,GEOU_DIF,GEOUNIT,GU_A3,SU_DIF,SUBUNIT,SU_A3,BRK_DIFF,NAME,NAME_LONG,BRK_A3,BRK_NAME,BRK_GROUP,ABBREV,POSTAL,FORMAL_EN,FORMAL_FR,NAME_CIAWF,NOTE_ADM0,NOTE_BRK,NAME_SORT,NAME_ALT,MAPCOLOR7,MAPCOLOR8,MAPCOLOR9,MAPCOLOR13,POP_EST,POP_RANK,POP_YEAR,GDP_MD,GDP_YEAR,ECONOMY,INCOME_GRP,FIPS_10,ISO_A2,ISO_A2_EH,ISO_A3,ISO_A3_EH,ISO_N3,ISO_N3_EH,UN_A3,WB_A2,WB_A3,WOE_ID,WOE_ID_EH,WOE_NOTE,ADM0_ISO,ADM0_DIFF,ADM0_TLC,ADM0_A3_US,ADM0_A3_FR,ADM0_A3_RU,ADM0_A3_ES,ADM0_A3_CN,ADM0_A3_TW,ADM0_A3_IN,ADM0_A3_NP,ADM0_A3_PK,ADM0_A3_DE,ADM0_A3_GB,ADM0_A3_BR,ADM0_A3_IL,ADM0_A3_PS,ADM0_A3_SA,ADM0_A3_EG,ADM0_A3_MA,ADM0_A3_PT,ADM0_A3_AR,ADM0_A3_JP,ADM0_A3_KO,ADM0_A3_VN,ADM0_A3_TR,ADM0_A3_ID,ADM0_A3_PL,ADM0_A3_GR,ADM0_A3_IT,ADM0_A3_NL,ADM0_A3_SE,ADM0_A3_BD,ADM0_A3_UA,ADM0_A3_UN,ADM0_A3_WB,CONTINENT,REGION_UN,SUBREGION,REGION_WB,NAME_LEN,LONG_LEN,ABBREV_LEN,TINY,HOMEPART,MIN_ZOOM,MIN_LABEL,MAX_LABEL,LABEL_X,LABEL_Y,NE_ID,WIKIDATAID,NAME_AR,NAME_BN,NAME_DE,NAME_EN,NAME_ES,NAME_FA,NAME_FR,NAME_EL,NAME_HE,NAME_HI,NAME_HU,NAME_ID,NAME_IT,NAME_JA,NAME_KO,NAME_NL,NAME_PL,NAME_PT,NAME_RU,NAME_SV,NAME_TR,NAME_UK,NAME_UR,NAME_VI,NAME_ZH,NAME_ZHT,FCLASS_ISO,TLC_DIFF,FCLASS_TLC,FCLASS_US,FCLASS_FR,FCLASS_RU,FCLASS_ES,FCLASS_CN,FCLASS_TW,FCLASS_IN,FCLASS_NP,FCLASS_PK,FCLASS_DE,FCLASS_GB,FCLASS_BR,FCLASS_IL,FCLASS_PS,FCLASS_SA,FCLASS_EG,FCLASS_MA,FCLASS_PT,FCLASS_AR,FCLASS_JP,FCLASS_KO,FCLASS_VN,FCLASS_TR,FCLASS_ID,FCLASS_PL,FCLASS_GR,FCLASS_IT,FCLASS_NL,FCLASS_SE,FCLASS_BD,FCLASS_UA,buffer,id_dlr,name,Full Name,EIC_Code,TSO,Maximum Current Imax (A) primary Min,Maximum Current Imax (A) primary Max,Maximum Current Imax (A) primary Fixed,Voltage_level(kV) Primary,Voltage_level(kV) Secondary,r_dlr,x_dlr,b_dlr,g_dlr,Taps used for RAO,Theta θ (°),Symmetrical/Asymmetrical,Phase Regulation δu (%),Angle Regulation δu (%),Comment,geometry,bus0_dlr,s_nom_dlr,bus1_dlr
status2023,Bus_34760,Bus_34761,t,0.0001,0.0,0.0,7800.679152129904,True,7800.679152129904,43531.28653646708,0.7,1.0,0,0,0.0,0,40.0,-inf,inf,776.8478883432464,1.0,"MULTILINESTRING ((6.80455 50.966248, 6.80455 50.966248))",0102000020e61000000200000008874706dc371b40627c0101ae7b494008874706dc371b40627c0101ae7b4940,,0.0,0,1.730618069659965e-05,1.2819396625574062e-08,0.0,0.0,1.730618069659965e-05,1.2819396625574062e-08,7800.679152129904,0.1349999629629578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
status2023,Bus_36775,Bus_36776,t,0.0001,0.0,0.0,4680.702873837202,True,4680.702873837202,31093.77609747649,0.7,1.0,0,0,0.0,0,40.0,-inf,inf,776.8478883432464,1.0,"MULTILINESTRING ((7.958076 47.595478, 7.958076 47.595478))",0102000020e6100000020000007f483cda11d51f4074290e9f38cc47407f483cda11d51f4074290e9f38cc4740,,0.0,0,2.8841814274847576e-05,2.1364312731523764e-08,0.0,0.0,2.8841814274847576e-05,2.1364312731523764e-08,4680.702873837202,0.1349999629629578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
status2023,Bus_36772,Bus_36773,t,0.0001,0.0,0.0,520.1913786638386,True,520.1913786638386,6218.755219495297,0.7,1.0,0,0,0.0,0,40.0,-inf,inf,776.8478883432464,1.0,"MULTILINESTRING ((7.843441 47.585814, 7.843441 47.585814))",0102000020e6100000020000002ac2cb1aaf5f1f400280cef4fbca47402ac2cb1aaf5f1f400280cef4fbca4740,,0.0,0,0.0002595198007889,1.922369422131901e-07,0.0,0.0,0.0002595198007889,1.922369422131901e-07,520.1913786638386,0.1349999629629578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
status2023,Bus_38008,Bus_38009,t,0.0001,0.0,0.0,1040.3517434611883,True,1040.3517434611883,12437.510438990594,0.7,1.0,0,0,0.0,0,40.0,-inf,inf,776.8478883432464,1.0,"MULTILINESTRING ((7.593298 50.385947, 7.593298 50.385947))",0102000020e6100000020000002ac07797895f1e40eaf62fb3663149402ac07797895f1e40eaf62fb366314940,,0.0,0,0.0001297637686594,9.612133648885517e-08,0.0,0.0,0.0001297637686594,9.612133648885517e-08,1040.3517434611883,0.1349999629629578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
status2023,Bus_36042,Bus_36043,t,0.0001,0.0,0.0,520.1885112434213,True,520.1885112434213,6218.755219495297,0.7,1.0,0,0,0.0,0,40.0,-inf,inf,776.8478883432464,1.0,"MULTILINESTRING ((7.01285 50.617708, 7.01285 50.617708))",0102000020e610000002000000767c2daa280d1c408da60912114f4940767c2daa280d1c408da60912114f4940,,0.0,0,0.0002595212313325,1.922380018754493e-07,0.0,0.0,0.0002595212313325,1.922380018754493e-07,520.1885112434213,0.1349999629629578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
status2023,Bus_38810,Bus_38811,t,0.0001,0.0,0.0,4770.386439029593,True,4770.386439029593,21482.972576438297,0.7,1.0,0,0,0.0,0,40.0,-inf,inf,776.8478883432464,1.0,"MULTILINESTRING ((13.685367 54.138809, 13.685367 54.138809))",0102000020e61000000200000035cfef78e85e2b40aa1c1e7ac4114b4035cfef78e85e2b40aa1c1e7ac4114b40,,0.0,0,2.8299586351838612e-05,2.0962662307991617e-08,0.0,0.0,2.8299586351838612e-05,2.0962662307991617e-08,4770.386439029593,0.1349999629629578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
status2023,Bus_39241,Bus_39242,t,0.0001,0.0,0.0,3580.409415543943,True,3580.409415543943,18656.26565848589,0.7,1.0,0,0,0.0,0,40.0,-inf,inf,776.8478883432464,1.0,"MULTILINESTRING ((7.888049 52.277599, 7.888049 52.277599))",0102000020e610000002000000e84a129d5c8d1f40449fb55f88234a40e84a129d5c8d1f40449fb55f88234a40,,0.0,0,3.770517482633992e-05,2.7929766793110672e-08,0.0,0.0,3.770517482633992e-05,2.7929766793110672e-08,3580.409415543943,0.1349999629629578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
status2023,Bus_38597,Bus_38598,t,0.0001,0.0,0.0,1040.2543354147413,True,1040.2543354147413,6218.755219495297,0.7,1.0,0,0,0.0,0,40.0,-inf,inf,776.8478883432464,1.0,"MULTILINESTRING ((9.387641 51.640735, 9.387641 51.640735))",0102000020e6100000020000004dac5bd978c62240e013f89903d249404dac5bd978c62240e013f89903d24940,,0.0,0,0.0001297759195679,9.61303371642578e-08,0.0,0.0,0.0001297759195679,9.61303371642578e-08,1040.2543354147413,0.1349999629629578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
status2023,Bus_39220,Bus_39221,t,0.0001,0.0,0.0,4160.401346046764,True,4160.401346046764,10741.486288219148,0.7,1.0,0,0,0.0,0,40.0,-inf,inf,776.8478883432464,1.0,"MULTILINESTRING ((9.852928 51.649274, 9.852928 51.649274))",0102000020e61000000200000031340708b3b42340604a55651bd3494031340708b3b42340604a55651bd34940,,0.0,0,3.2448783599023584e-05,2.4036142593555443e-08,0.0,0.0,3.2448783599023584e-05,2.4036142593555443e-08,4160.401346046764,0.1349999629629578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
status2023,Bus_35092,Bus_35093,t,0.0001,0.0,0.0,520.1776675529645,True,520.1776675529645,6218.755219495297,0.7,1.0,0,0,0.0,0,40.0,-inf,inf,776.8478883432464,1.0,"MULTILINESTRING ((8.702218 51.736353, 8.702218 51.736353))",0102000020e6100000020000002235792e89672140bba551cd40de49402235792e89672140bba551cd40de4940,,0.0,0,0.0002595266413455,1.9224200929352282e-07,0.0,0.0,0.0002595266413455,1.9224200929352282e-07,520.1776675529645,0.1349999629629578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
