scn_name,bus0,bus1,model,r,g,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,tap_ratio,tap_side,tap_position,phase_shift,build_year,lifetime,v_ang_min,v_ang_max,capital_cost,num_parallel,geom,topo,type,s_nom_mod,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt,x,Full Name,EIC_Code,TSO,Maximum Current Imax (A) primary Min,Maximum Current Imax (A) primary Max,Maximum Current Imax (A) primary Fixed,Voltage_level(kV) Primary,Voltage_level(kV) Secondary,Taps used for RAO,Theta θ (°),Symmetrical/Asymmetrical,Phase Regulation δu (%),Angle Regulation δu (%),Comment
status2023,BUS_39387,BUS_39388,t,0.0004300935550935,1462.24,-5310.24,769.6,True,7800.75158962413,42965.9451528766,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.052012 53.333071, 8.052012 53.333071))",0102000020e61000000200000015acba57a11a20401d212315a2aa4a4015acba57a11a20401d212315a2aa4a40,,0,0,1.73060199920381E-05,1.28192775851254E-08,0,0,1.73060199920381E-05,1.28192775851254E-08,7800.75158962413,0.0322245322245322,TR Buerstadt,11T0-0000-0571-9,Amprion GmbH,,1924,,400,231,,-60,,,1.385,
status2023,BUS_35472,BUS_35473,t,0.0004508516613779,580.198554,-1242.0065502,100.43,True,520.188999329331,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((9.201684 53.895815, 9.201684 53.895815))",0102000020e610000002000000b578c51243672240c683da0daaf24a40b578c51243672240c683da0daaf24a40,,0,0,0.0002595209878275,1.92237821501277E-07,0,0,0.0002595209878275,1.92237821501277E-07,520.188999329331,0.0449338001969581,,,TRANSNETBW,,,,,,,,,,,Added for coherence. Not in the data.
status2023,BUS_36037,BUS_36038,t,0.0018133090038204,680.78634,-1276.6936,350.74,True,2080.5282276142,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.958709 50.082608, 8.958709 50.082608))",0102000020e610000002000000fb233cdadbea21408a0562e4920a4940fb233cdadbea21408a0562e4920a4940,,0,0,6.48873498427685E-05,4.80647167737169E-08,0,0,6.48873498427685E-05,4.80647167737169E-08,2080.5282276142,0.140186462906997,TR Oberbachern T421,11TD2T000000143S,TENNETGMBH,,,923,380,220,,,,1.231,,
status2023,BUS_37569,BUS_37570,t,0.0010975609756097,864.28,-3863.84,508.4,True,1040.25142867709,6218.7552194953,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((11.123141 50.998521, 11.123141 50.998521))",0102000020e610000002000000c67e014f0c3f2640c8f83a8ccf7f4940c67e014f0c3f2640c8f83a8ccf7f4940,,0,0,0.0001297762821961,9.61306057778479E-08,0,0,0.0001297762821961,9.61306057778479E-08,1040.25142867709,0.0505114083398899,TR Hoheneck,11T0-0000-0650-F,Amprion GmbH,,1271,,400,231,,60,,,1.385,
status2023,BUS_35230,BUS_35231,t,0.0004300935550935,1462.24,-5310.24,769.6,True,6240.59700395917,37312.5313169718,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.709756 51.090932, 6.709756 51.090932))",0102000020e61000000200000039964e43cad61a402cb1dcaca38b494039964e43cad61a402cb1dcaca38b4940,,0,0,2.16325397838237E-05,1.60241079397625E-08,0,0,2.16325397838237E-05,1.60241079397625E-08,6240.59700395917,0.0322245322245322,TR Urberach,11T0-0000-0874-M,Amprion GmbH,,1924,,400,231,,-60,,,1.385,
status2023,BUS_35230,BUS_35231,t,0.0004300935550935,1462.24,-5310.24,769.6,True,6240.59700395917,37312.5313169718,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.709756 51.090932, 6.709756 51.090932))",0102000020e61000000200000039964e43cad61a402cb1dcaca38b494039964e43cad61a402cb1dcaca38b4940,,0,0,2.16325397838237E-05,1.60241079397625E-08,0,0,2.16325397838237E-05,1.60241079397625E-08,6240.59700395917,0.0322245322245322,TR Urberach,11T0-0000-0875-J,Amprion GmbH,,1924,,400,231,,-60,,,1.385,
status2023,BUS_35532,BUS_35533,t,0.0004300935550935,1462.24,-5310.24,179.08,True,2080.60318931979,21482.9725764383,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((8.258828 47.634209, 8.258828 47.634209))",0102000020e610000002000000990a3a0f858420405093bdc12dd14740990a3a0f858420405093bdc12dd14740,,0,0,6.48850120272543E-05,4.80629850580462E-08,0,0,6.48850120272543E-05,4.80629850580462E-08,2080.60318931979,0.0322245322245322,,,Amprion GmbH,,,,,,,,,,,Added for coherence. Not in the data.
status2023,BUS_36631,BUS_36632,t,0.0035593991807009,535.002,-113767.42,260,True,1590.34286715369,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.773211 49.291084, 6.773211 49.291084))",0102000020e610000002000000d06f019ac4171b40d271943a42a54840d06f019ac4171b40d271943a42a54840,,0,0,8.4887332003176E-05,6.28795224384379E-08,0,0,8.4887332003176E-05,6.28795224384379E-08,1590.34286715369,0.24202510989594,TR Hamburg/Nord 220/400 405,11TD8T405NOR12-5,50HERTZ,650,650,,400,231,,,,1.231,0,
status2023,BUS_36631,BUS_36632,t,0.0035593991807009,199.888,-147.862,260,True,1590.34286715369,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.773211 49.291084, 6.773211 49.291084))",0102000020e610000002000000d06f019ac4171b40d271943a42a54840d06f019ac4171b40d271943a42a54840,,0,0,8.4887332003176E-05,6.28795224384379E-08,0,0,8.4887332003176E-05,6.28795224384379E-08,1590.34286715369,0.24202510989594,TR Hamburg/Nord 220/400 406,11TD8T406NOR12-Y,50HERTZ,650,650,,400,231,,,,1.231,0,
status2023,BUS_34793,BUS_34794,t,0.0004300935550935,1462.24,-5310.24,769.6,True,2080.64742987346,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.617199 51.475837, 6.617199 51.475837))",0102000020e610000002000000b8f8771f03781a407c4b6c3ce8bc4940b8f8771f03781a407c4b6c3ce8bc4940,,0,0,6.48836323851216E-05,4.80619631006305E-08,0,0,6.48836323851216E-05,4.80619631006305E-08,2080.64742987346,0.0322245322245322,TR Utfort,11T0-0000-0879-7,Amprion GmbH,,1924,,400,231,,60,,,1.385,
status2023,BUS_34793,BUS_34794,t,0.0004300935550935,1462.24,-5310.24,769.6,True,2080.64742987346,18656.2656584859,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.617199 51.475837, 6.617199 51.475837))",0102000020e610000002000000b8f8771f03781a407c4b6c3ce8bc4940b8f8771f03781a407c4b6c3ce8bc4940,,0,0,6.48836323851216E-05,4.80619631006305E-08,0,0,6.48836323851216E-05,4.80619631006305E-08,2080.64742987346,0.0322245322245322,TR Utfort,11T0-0000-0878-A,Amprion GmbH,,1924,,400,231,,60,,,1.385,
status2023,BUS_36353,BUS_36354,t,0.0007619627985137,1268.2899,-159808.6827,461.7,True,3640.63497450505,31093.7760974765,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.996459 49.375403, 6.996459 49.375403))",0102000020e610000002000000ec921dcd5ffc1b4060874f370db04840ec921dcd5ffc1b4060874f370db04840,,0,0,3.70814332962099E-05,2.7467735903294E-08,0,0,3.70814332962099E-05,2.7467735903294E-08,3640.63497450505,0.0494566821337713,TR Wolmirstedt 220/400 403,11TD8T403WOL12-P,50HERTZ,1215,1215,,380,231,,,,1.273,0,
status2023,BUS_36353,BUS_36354,t,0.0039736241655582,230.8,-173.1,230.8,True,3640.63497450505,31093.7760974765,0.7,1,0,0,0,0,40,-inf,inf,776.847888343246,1,"MULTILINESTRING ((6.996459 49.375403, 6.996459 49.375403))",0102000020e610000002000000ec921dcd5ffc1b4060874f370db04840ec921dcd5ffc1b4060874f370db04840,,0,0,3.70814332962099E-05,2.7467735903294E-08,0,0,3.70814332962099E-05,2.7467735903294E-08,3640.63497450505,0.273801323288594,TR Wolmirstedt 220/400 404,11TD8T404WOL12-H,50HERTZ,577,577,,400,231,,,,1.231,0,
