bus0,bus1,type,carrier,x,r,g,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,build_year,lifetime,capital_cost,length,terrain_factor,num_parallel,v_ang_min,v_ang_max,geom,s_nom_mod,sub_network,v_nom,x_pu,r_pu,b_pu,g_pu,x_pu_eff,r_pu_eff,s_nom_opt
Bus_10726,Bus_10104,,AC,4.14511896972646,0.717433932461293,0,5.39433290580841E-05,338.58,True,338.58,6218.7552194953,0.7,0,40,468.760498610325,11.5182946849944,1,1,-inf,inf,"MULTILINESTRING ((6.909889 49.973642, 6.911044 49.976169), (7.039025 50.020167, 7.035677 50.019459, 7.030477 50.01837, 7.024772 50.017156, 7.018937 50.015949, 7.013588 50.014786, 7.009412 50.013917, 7.005148 50.013068, 7.00182 50.0125, 6.997526 50.011424, 6.99298 50.010235, 6.990024 50.010197, 6.984116 50.010163, 6.976891 50.010183, 6.971759 50.009015, 6.966424 50.007798, 6.96114 50.006665, 6.956218 50.00559, 6.950548 50.004319, 6.946073 50.003342, 6.940788 50.002159, 6.935318 50.000958, 6.930671 49.999941, 6.92567 49.998845, 6.92333 49.995337, 6.921189 49.992144, 6.918911 49.988775, 6.916744 49.985512, 6.91443 49.982109, 6.912232 49.978802, 6.911044 49.976169))",0,0,220,5.56113660942881E-05,1.92948161087832E-05,2.60184908485461,0,5.56113660942881E-05,1.92948161087832E-05,749.51079838716
Bus_10730,Bus_10726,,AC,21.77,3.45,0,0.0002863,338.58,True,338.58,6218.7552194953,0.7,0,40,1395.36087145171,34.286544529538,1,1,-inf,inf,"MULTILINESTRING ((7.112931 50.14986, 7.112885 50.147981, 7.112622 50.144207, 7.112512 50.141853, 7.112386 50.137118, 7.11296 50.133581, 7.113465 50.130369, 7.114009 50.126901, 7.114493 50.123729, 7.114701 50.122458), (7.288978 50.226819, 7.284291 50.225456, 7.27955 50.224148, 7.274551 50.222711, 7.271086 50.22172, 7.266152 50.220313, 7.262286 50.219211, 7.258533 50.218134, 7.254423 50.216963, 7.249602 50.215581, 7.244196 50.214022, 7.239756 50.212747, 7.234902 50.211366, 7.230297 50.210034, 7.225244 50.208587, 7.222638 50.20672, 7.219567 50.204496, 7.216695 50.202444, 7.213833 50.20036, 7.211408 50.198634, 7.208479 50.196529, 7.204478 50.193638, 7.200779 50.190964, 7.195873 50.190292, 7.190433 50.189573, 7.18571 50.188941, 7.181614 50.188395, 7.175818 50.188224, 7.1714 50.18809, 7.166929 50.187953, 7.161905 50.187811, 7.156761 50.187668, 7.152622 50.184821, 7.149095 50.182382, 7.145249 50.179721, 7.141695 50.177262, 7.138406 50.174977, 7.134997 50.172611, 7.126256 50.169285, 7.123389 50.167501, 7.119849 50.165306, 7.116255 50.16311, 7.113785 50.161581, 7.11358 50.158274, 7.113357 50.155048, 7.113127 50.15136, 7.112931 50.14986), (7.312032 50.233345, 7.308691 50.232417, 7.305487 50.231506, 7.299268 50.229752, 7.294268 50.22832, 7.288978 50.226819), (7.062459 50.042415, 7.060525 50.04048, 7.057781 50.037721, 7.05498 50.034967, 7.049935 50.029843, 7.045763 50.025632, 7.042897 50.022762, 7.039025 50.020167), (7.114701 50.122458, 7.115004 50.12064, 7.112679 50.118734, 7.104361 50.112059, 7.101805 50.109893, 7.099402 50.10798, 7.095531 50.104857, 7.091747 50.101818, 7.088032 50.098832, 7.084708 50.096148, 7.081225 50.09342, 7.077864 50.090718, 7.074136 50.08812, 7.073503 50.084283, 7.072923 50.080969, 7.072548 50.078559, 7.071998 50.075309, 7.071604 50.072985, 7.071716 50.067716, 7.071908 50.062699, 7.072034 50.058325, 7.072139 50.055132, 7.072169 50.054295, 7.072243 50.05226, 7.069171 50.04917, 7.067585 50.047593, 7.062459 50.042415))",0,0,220,0.0001654209374663,5.73940499076641E-05,7.73943661986651,0,0.0001654209374663,5.73940499076641E-05,749.510979842522
Bus_1108,Bus_1107,,AC,5.38566636605455,0.608963763388103,0,9.57675644738763E-05,1260,True,1260,10741.4862882191,0.7,0,40,754.743506935419,18.5454153032099,1,2,-inf,inf,"MULTILINESTRING ((9.256908 51.060272, 9.256908 51.060272, 9.256189 51.061806, 9.252586 51.064059, 9.249696 51.065803, 9.24578 51.068299, 9.239084 51.067167, 9.235793 51.065703, 9.231937 51.064039, 9.227431 51.06301, 9.221656 51.061671, 9.217213 51.060732, 9.212441 51.061954, 9.206791 51.063431, 9.201219 51.065069, 9.197267 51.065995, 9.191173 51.067696, 9.187049 51.06873, 9.183214 51.06971, 9.180949 51.071623, 9.178128 51.074187, 9.174859 51.076886, 9.172113 51.078799, 9.168994 51.080712, 9.165831 51.082826, 9.162968 51.084725, 9.159475 51.086946, 9.158276 51.089772, 9.157017 51.092902, 9.156269 51.094763, 9.155588 51.096459, 9.154211 51.099781, 9.153156 51.102366, 9.152169 51.104844, 9.150928 51.10793, 9.150877 51.111539, 9.150912 51.115206, 9.15087 51.118852, 9.150906 51.122615, 9.149238 51.12438, 9.1467 51.126257, 9.143798 51.12839, 9.141172 51.130289, 9.138607 51.132132, 9.135067 51.134744, 9.130532 51.137996, 9.127347 51.14029, 9.123812 51.142868, 9.119848 51.145717, 9.117071 51.147749, 9.110679 51.152389, 9.10702 51.155062, 9.104226 51.157091, 9.10062 51.159736, 9.097732 51.161821, 9.09573 51.163894, 9.09573 51.163894))",0,0,400,1.61648694311874E-05,1.80090119312687E-06,23.5982065722808,0,1.61648694311874E-05,1.80090119312687E-06,3580.39081666205
Bus_1109,Bus_1108,,AC,6.74003067928879,0.762103362674099,0,0.000119850781456327,1260,True,1260,10741.4862882191,0.7,0,40,945.068925547415,23.222055643249,1,2,-inf,inf,"MULTILINESTRING ((9.09573 51.163894, 9.09573 51.163894, 9.092799 51.167243, 9.090051 51.170418, 9.087653 51.173214, 9.086019 51.17584, 9.083907 51.179539, 9.081794 51.182881, 9.078626 51.186318, 9.075641 51.189493, 9.075439 51.193086, 9.075283 51.196076, 9.075089 51.199169, 9.07489 51.20278, 9.074672 51.206575, 9.074423 51.210734, 9.073698 51.215152, 9.073198 51.218477, 9.072682 51.221887, 9.072095 51.225847, 9.071418 51.230266, 9.070866 51.233814, 9.066493 51.23505, 9.062725 51.236912, 9.058318 51.239119, 9.055012 51.240794, 9.048949 51.242253, 9.043106 51.243722, 9.037425 51.245074, 9.031721 51.246529, 9.026106 51.247854, 9.020715 51.249222, 9.017762 51.251103, 9.015009 51.252846, 9.012106 51.254691, 9.008918 51.256675, 9.00628 51.258336, 9.002784 51.260548, 8.998988 51.262916, 8.999023 51.265627, 8.999052 51.269195, 8.999063 51.272147, 8.999105 51.27488, 8.999126 51.279008, 8.999156 51.282364, 8.999182 51.287287, 8.999252 51.290291, 9.001074 51.291683, 9.00004 51.295352, 8.999395 51.298055, 8.998678 51.300686, 8.997976 51.303274, 8.996814 51.307674, 8.995654 51.312129, 8.994611 51.316042, 8.993888 51.31893, 8.992764 51.323317, 8.992109 51.325995, 8.991375 51.32861, 8.990646 51.331669, 8.989186 51.337006, 8.988349 51.340232, 8.992272 51.341691, 8.992272 51.341691))",0,0,400,2.02304558124386E-05,2.25384138713605E-06,29.531887477076,0,2.02304558124386E-05,2.25384138713605E-06,3580.29421696835
Bus_1118,Bus_1063,,AC,0.0513739956050143,0.0136213850200338,0,9.63819552843958E-07,211.2,True,211.2,6218.7552194953,0.7,0,40,5.63887216423425,0.138557304788291,1,1,-inf,inf,"MULTILINESTRING ((13.505329 52.474782, 13.505329 52.474782, 13.503362 52.47444, 13.503362 52.47444))",0,0,220,8.98168051103846E-07,3.11626127858464E-07,0.0233471703641055,0,8.98168051103846E-07,3.11626127858464E-07,523.113372045597
Bus_1118,Bus_1116,,AC,1.45931069598564,0.386924019044641,0,2.737790132734E-05,211.2,True,211.2,6218.7552194953,0.7,0,40,160.33158632166,3.93963754207172,1,1,-inf,inf,"MULTILINESTRING ((13.540792 52.497944, 13.540792 52.497944, 13.536767 52.496943, 13.532287 52.495845, 13.529431 52.49513, 13.526448 52.494398, 13.522905 52.493519, 13.519771 52.492668, 13.517254 52.491981, 13.516245 52.48982, 13.514654 52.487183, 13.512959 52.48437, 13.512086 52.482505, 13.511123 52.480441, 13.507445 52.478814, 13.50416 52.476888, 13.505329 52.474782, 13.505329 52.474782))",0,0,220,2.56156234921749E-05,8.88754005472234E-06,0.660437855902089,0,2.56156234921749E-05,8.88754005472234E-06,520.201452295692
Bus_11241,Bus_11239,,AC,3.17484780209989,0.741842415296656,0,2.17203678768577E-05,162.8,True,162.8,6218.7552194953,0.7,0,40,292.882956904583,7.196664855167,1,1,-inf,inf,"MULTILINESTRING ((7.969505 50.95411, 7.969505 50.95411, 7.967672 50.956042, 7.966006 50.95781, 7.964253 50.959685, 7.962585 50.961465, 7.960912 50.963218, 7.959175 50.965078, 7.957651 50.966705, 7.956131 50.96834, 7.954505 50.970049, 7.9529 50.971808, 7.951265 50.973508, 7.949553 50.975304, 7.94488 50.97872, 7.943055 50.980408, 7.941278 50.982059, 7.939471 50.983777, 7.937537 50.985591, 7.935473 50.987547, 7.933448 50.989401, 7.931542 50.991203, 7.929609 50.993005, 7.929402 50.994613, 7.929181 50.996704, 7.928977 50.998588, 7.928786 51.000378, 7.928569 51.002178, 7.930566 51.004193, 7.932525 51.006146, 7.934363 51.00802, 7.936286 51.009943, 7.936286 51.009943))",0,0,220,2.33768908110194E-05,8.11081097325433E-06,2.41081676136945,0,2.33768908110194E-05,8.11081097325433E-06,1040.36017643487
Bus_11274,Bus_11269,,AC,7.46746424302556,1.29409636749161,0,0.000107423203566778,255.2,True,255.2,6218.7552194953,0.7,0,40,817.040205254987,20.0761580412909,1,1,-inf,inf,"MULTILINESTRING ((6.62892 49.455184, 6.625777 49.457297, 6.623143 49.459478, 6.625106 49.460698, 6.625723 49.463207, 6.626293 49.465318, 6.626832 49.467794, 6.627523 49.470481, 6.628136 49.473119, 6.628754 49.475556, 6.625034 49.478201, 6.622552 49.479846, 6.620281 49.481506, 6.617744 49.482618, 6.614746 49.4839, 6.611282 49.48548, 6.610452 49.487336, 6.609507 49.489445), (6.63081 49.453567, 6.630069 49.454248, 6.62892 49.455184), (6.668938 49.42704, 6.667808 49.429115, 6.665598 49.433161, 6.663497 49.437087, 6.665322 49.439641, 6.662488 49.441245, 6.660061 49.443226, 6.658873 49.445374, 6.657699 49.447517, 6.654882 49.449637, 6.652726 49.450711, 6.650494 49.451792, 6.647585 49.453149, 6.645076 49.454408, 6.642383 49.455642, 6.639722 49.456953, 6.637051 49.455419, 6.634393 49.453919, 6.63288 49.453761, 6.63081 49.453567), (6.760101 49.366241, 6.757723 49.368402, 6.757373 49.369741, 6.757082 49.371188, 6.755592 49.372896, 6.754116 49.37461, 6.752685 49.376328, 6.75111 49.378145, 6.749546 49.379976, 6.74607 49.380571, 6.742827 49.381085, 6.739554 49.381654, 6.736108 49.382252, 6.732631 49.382852, 6.729236 49.383432, 6.72577 49.384044, 6.722343 49.384599, 6.717836 49.385337, 6.715952 49.386932, 6.713959 49.388628, 6.712235 49.390035, 6.710283 49.391611, 6.708264 49.393394, 6.704889 49.396229, 6.702873 49.397939, 6.697793 49.400087, 6.694909 49.401303, 6.692052 49.402461, 6.688876 49.403885, 6.686351 49.40495, 6.683369 49.406194, 6.68048 49.407418, 6.677702 49.408593, 6.676686 49.410664, 6.675657 49.412882, 6.674579 49.415089, 6.673553 49.417285, 6.672576 49.419374, 6.671682 49.421287, 6.670834 49.422994, 6.669837 49.425123, 6.668938 49.42704))",0,0,220,0.00013047322352,4.52687505560759E-05,3.36328739227046,0,0.00013047322352,4.52687505560759E-05,520.121586950419
Bus_11274,Bus_11273,,AC,0.0103866432702234,0.00179998415646666,0,1.49417052172003E-07,255.2,True,255.2,6218.7552194953,0.7,0,40,1.13253887625841,0.0278285319638264,1,1,-inf,inf,"MULTILINESTRING ((6.759734 49.366165, 6.759734 49.366165, 6.760101 49.366241, 6.760101 49.366241))",0,0,220,1.79079165689849E-07,6.21328194144587E-08,0.0047211865545759,0,1.79079165689849E-07,6.21328194144587E-08,528.73034650063
Bus_11410,Bus_11409,,AC,0.140172236638982,0.0145779126104542,0,2.46703136484609E-06,269.2,True,269.2,10741.4862882191,0.7,0,40,37.5416406994112,0.922466124632779,1,2,-inf,inf,"MULTILINESTRING ((7.982349 51.67718, 7.982349 51.67718, 7.981052 51.676998, 7.976325 51.67536, 7.972979 51.671808, 7.972979 51.671808))",0,0,400,8.04240281486291E-07,8.95987194514969E-08,1.17419494998875,0,8.04240281486291E-07,8.95987194514969E-08,3580.6935011361
Bus_11427,Bus_11426,,AC,0.0891009023654306,0.0189719209239636,0,7.63116372360548E-07,162.8,True,162.8,6218.7552194953,0.7,0,40,8.45954640729219,0.207866381039877,1,2,-inf,inf,"MULTILINESTRING ((8.11014 52.262125, 8.11014 52.262125, 8.107801 52.263327, 8.107801 52.263327))",0,0,220,6.75269021685426E-07,2.34289156018928E-07,0.0697707291943405,0,6.75269021685426E-07,2.34289156018928E-07,1041.79707653378
Bus_11554,Bus_11552,,AC,0.0256988910829407,0.0027933577264066,0,4.65559621067766E-07,1238.4,True,1238.4,10741.4862882191,0.7,0,40,13.6007370695001,0.33419474969425,1,3,-inf,inf,"MULTILINESTRING ((7.726345 49.484377, 7.726345 49.484377, 7.723569 49.486781, 7.723569 49.486781))",0,0,400,1.94092901306056E-07,2.16236154317937E-08,0.637656151340871,0,1.94092901306056E-07,2.16236154317937E-08,5371.24849157862
Bus_11780,Bus_11778,,AC,0.281845368685358,0.028428564363635,0,4.86271353607856E-06,1008,True,1008,10741.4862882191,0.7,0,40,28.4764532069402,0.699718044914986,1,4,-inf,inf,"MULTILINESTRING ((13.852578 50.987058, 13.852578 50.987058, 13.84881 50.988267, 13.846187 50.988524, 13.843894 50.989849, 13.843894 50.989849))",0,0,400,0.00000030523,0.00000003400525,1.782048971584,0,0.00000030523,0.00000003400525,7160
Bus_11781,Bus_11780,,AC,18.8174044736421,1.89803294171809,0,0.00032465904220692,1008,True,1008,10741.4862882191,0.7,0,40,1901.20381051645,46.7160219572313,1,2,-inf,inf,"MULTILINESTRING ((13.852578 50.987058, 13.852578 50.987058, 13.853137 50.986233, 13.850296 50.98208, 13.847736 50.978288, 13.84625 50.976111, 13.843342 50.973538, 13.841145 50.971576, 13.837196 50.968192, 13.833308 50.964754, 13.829489 50.961403, 13.823527 50.959505, 13.817447 50.957532, 13.8153 50.956848, 13.814579 50.956618, 13.813856 50.956387, 13.813244 50.956193, 13.813121 50.956153, 13.807757 50.95444, 13.801844 50.952541, 13.795775 50.950599, 13.790823 50.949012, 13.784717 50.947057, 13.779191 50.945266, 13.774581 50.943789, 13.769743 50.942229, 13.763667 50.940295, 13.75892 50.938759, 13.754056 50.937184, 13.749828 50.937836, 13.743211 50.938829, 13.737389 50.9397, 13.732509 50.940443, 13.725886 50.941436, 13.719442 50.942406, 13.712819 50.943397, 13.706401 50.944352, 13.700191 50.945279, 13.696382 50.945858, 13.68984 50.944959, 13.683293 50.944055, 13.677784 50.943325, 13.671174 50.942374, 13.664588 50.941486, 13.659892 50.942187, 13.656248 50.942712, 13.651457 50.943442, 13.647576 50.943995, 13.641324 50.944922, 13.63552 50.945795, 13.630918 50.946448, 13.624973 50.94732, 13.618683 50.948236, 13.613746 50.947277, 13.608226 50.946234, 13.602789 50.945166, 13.597183 50.944095, 13.591196 50.942887, 13.584772 50.942892, 13.579048 50.942875, 13.574796 50.942871, 13.568156 50.942864, 13.562007 50.942858, 13.555433 50.942852, 13.549671 50.942846, 13.545162 50.939753, 13.540897 50.936871, 13.536256 50.933736, 13.531573 50.930572, 13.526923 50.927429, 13.52228 50.924292, 13.517612 50.921137, 13.513002 50.918022, 13.507035 50.918687, 13.501632 50.91929, 13.495513 50.919972, 13.490127 50.920572, 13.483447 50.920984, 13.476602 50.921406, 13.470702 50.921769, 13.463902 50.922188, 13.458444 50.922524, 13.45234 50.922901, 13.446029 50.923286, 13.439206 50.923726, 13.433478 50.924058, 13.426475 50.92448, 13.422172 50.926442, 13.417296 50.928664, 13.412616 50.930797, 13.407084 50.933318, 13.403035 50.935163, 13.396759 50.935158, 13.39074 50.935152, 13.383827 50.935146, 13.37759 50.93514, 13.370767 50.935134, 13.365143 50.935129, 13.360406 50.935119, 13.353743 50.935105, 13.350704 50.935229, 13.34962 50.935276, 13.343866 50.935482, 13.337514 50.935704, 13.335151 50.933378, 13.33336 50.931644, 13.332996 50.931291, 13.327979 50.931306, 13.32271 50.931368, 13.316534 50.93216, 13.312089 50.93273, 13.306544 50.933442, 13.301158 50.934133, 13.295488 50.932102, 13.289935 50.930112, 13.284662 50.928223, 13.279728 50.926455, 13.274833 50.924702, 13.268805 50.926035, 13.262374 50.927458, 13.25714 50.928615, 13.25714 50.928615))",0,0,400,3.94188460528316E-05,4.39159426299128E-06,61.5265909448416,0,3.94188460528316E-05,4.39159426299128E-06,3702.13282016118
Bus_11809,Bus_11805,,AC,7.91768975796185,0.849630942499142,0,0.000134253631131694,1088,True,1088,10741.4862882191,0.7,0,40,941.037542872121,23.1229972674267,1,2,-inf,inf,"MULTILINESTRING ((11.031706 48.397093, 11.031706 48.397093, 11.031071 48.400413, 11.030512 48.403364, 11.029988 48.406038, 11.029267 48.409769, 11.028466 48.413674, 11.025592 48.417068, 11.02556 48.419811, 11.025546 48.422917, 11.02552 48.425736, 11.025486 48.42926, 11.025466 48.432871, 11.025434 48.436262, 11.025413 48.439809, 11.025377 48.443741, 11.025348 48.446847, 11.02532 48.450269, 11.022027 48.452278, 11.018772 48.454275, 11.015459 48.456312, 11.011162 48.458945, 11.007054 48.461451, 11.00164 48.46153, 10.996777 48.461602, 10.994264 48.464594, 10.992202 48.467038, 10.989755 48.469976, 10.987738 48.472452, 10.985689 48.474848, 10.983578 48.477316, 10.981176 48.480226, 10.978327 48.483568, 10.976009 48.486376, 10.973698 48.489113, 10.969493 48.490079, 10.964692 48.491173, 10.959235 48.492438, 10.95386 48.49367, 10.949436 48.494663, 10.945259 48.495638, 10.940326 48.495572, 10.935564 48.497003, 10.930541 48.498511, 10.925783 48.49993, 10.920979 48.501413, 10.91602 48.502911, 10.910265 48.503541, 10.906156 48.503995, 10.901409 48.505719, 10.896562 48.507492, 10.891194 48.509449, 10.886537 48.511146, 10.882271 48.5127, 10.87752 48.514488, 10.873397 48.515928, 10.870003 48.51715, 10.866566 48.518398, 10.862289 48.519947, 10.862363 48.521697, 10.86258 48.524734, 10.862867 48.52764, 10.863364 48.530903, 10.86391 48.53418, 10.864297 48.536467, 10.864679 48.538531, 10.864679 48.538531))",0,0,400,2.01486278684007E-05,2.24472770334795E-06,29.4126897774419,0,2.01486278684007E-05,2.24472770334795E-06,3580.30811970972
Bus_11829,Bus_11828,,AC,3.54386350992052,0.694769164082914,0,3.15868137368114E-05,236.94,True,236.94,6218.7552194953,0.7,0,40,432.806543718311,10.6348408769945,1,3,-inf,inf,"MULTILINESTRING ((12.865139 48.329582, 12.865139 48.329582, 12.86927 48.328267, 12.87435 48.326695, 12.881225 48.324592, 12.885065 48.323383, 12.888686 48.322261, 12.895476 48.320156, 12.90014 48.318691, 12.905723 48.31696, 12.909907 48.316015, 12.91431 48.315018, 12.919478 48.3138, 12.925032 48.312526, 12.930394 48.31132, 12.934328 48.310417, 12.939926 48.309138, 12.94563 48.307835, 12.950626 48.306667, 12.955641 48.306256, 12.961981 48.305698, 12.966723 48.30533, 12.973401 48.304748, 12.976936 48.303411, 12.981873 48.301535, 12.986717 48.299673, 12.992356 48.29754, 12.998197 48.295336, 12.998197 48.295336))",0,0,220,2.30663277477464E-05,8.00303950823056E-06,5.35063095036902,0,2.30663277477464E-05,8.00303950823056E-06,1560.25669060982
