bus0,bus1,type,carrier,x,r,g,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,build_year,lifetime,capital_cost,length,terrain_factor,num_parallel,v_ang_min,v_ang_max,geom,s_nom_mod,sub_network,v_nom,x_pu,r_pu,b_pu,g_pu,x_pu_eff,r_pu_eff,s_nom_opt
Bus_35544,Bus_12486,,AC,0.96477947505927,0.0843387870198445,0,1.84560560050422E-05,1200,True,1200,10741.4862882191,0.7,0,40,176.749545238226,4.34305653639346,1,1,-inf,inf,"MULTILINESTRING ((9.984653 49.604238, 9.984653 49.604238, 9.98292 49.601812, 9.9811 49.59921, 9.978561 49.595612, 9.976126 49.592127, 9.973809 49.588774, 9.969299 49.58732, 9.964401 49.585749, 9.960072 49.584315, 9.955343 49.582779, 9.950839 49.581306, 9.945614 49.579625, 9.944358 49.578805, 9.94448 49.578338))",0,0,400,6.09280785703629E-06,6.78789925850339E-07,3.3508833509008,0,6.09280785703629E-06,6.78789925850339E-07,2219.76047759579
Bus_35551,Bus_34786,,AC,2.85980697406467,0.475640754310415,0,6.93010611683071E-05,121.22,True,121.22,6218.7552194953,0.7,0,40,272.403627044378,6.69345061894116,1,1,-inf,inf,"MULTILINESTRING ((8.679332 49.973843, 8.67986 49.973667, 8.682254 49.973383, 8.684879 49.973184, 8.687535 49.972951, 8.691554 49.973114, 8.694401 49.973201, 8.697781 49.973338, 8.701386 49.973467, 8.705222 49.973601, 8.70831 49.974041, 8.711197 49.974442, 8.713639 49.974792, 8.714069 49.974854, 8.717254 49.975188, 8.720332 49.975516, 8.723541 49.97585, 8.726585 49.976173, 8.730117 49.976086, 8.733626 49.975994, 8.737142 49.975898, 8.740883 49.97581, 8.744345 49.975716, 8.747896 49.975627, 8.751556 49.975527, 8.755045 49.975437, 8.758798 49.975338, 8.76251 49.975244, 8.766017 49.975148, 8.768864 49.975074, 8.772242 49.974553))",0,0,400,2.08383249936534E-05,7.23001145057479E-06,2.14872191434355,0,2.08383249936534E-05,7.23001145057479E-06,1040.26433527405
Bus_35554,Bus_10076,,AC,0.177891850289527,0.0269283842492299,0,2.53698282476668E-06,299.2,True,299.2,6218.7552194953,0.7,0,40,15.7300905345711,0.386516821993243,1,2,-inf,inf,"MULTILINESTRING ((6.770827 51.143902, 6.770827 51.143902, 6.771766 51.14551, 6.772622 51.146284, 6.772521 51.147103))",0,0,220,0.000000958915,0.000000332703,0.098837760032,0,0.000000958915,0.000000332703,1040
Bus_35591,Bus_14509,,AC,3.8840190426184,0.400789957493456,0,0.000124446739219745,1260,True,1260,6218.7552194953,0.7,0,40,368.550764416292,9.05595996998813,1,1,-inf,inf,"MULTILINESTRING ((9.26922 48.917123, 9.272585 48.91631), (9.272585 48.91631, 9.277254 48.91488, 9.282651 48.913245, 9.288623 48.911435, 9.292874 48.909757, 9.297616 48.907883, 9.3037 48.90547, 9.309008 48.903374, 9.313661 48.90151, 9.319764 48.899098, 9.325437 48.897183, 9.330838 48.895354, 9.335097 48.893896, 9.339978 48.892255, 9.345921 48.89023, 9.351666 48.888308, 9.356214 48.886743, 9.361982 48.884793, 9.367049 48.883068, 9.37182 48.881435, 9.375899 48.88007, 9.378988 48.879817))",0,0,400,2.8712375241885E-05,9.9619951357081E-06,2.9610763854365,0,2.8712375241885E-05,9.9619951357081E-06,1040.37764627485
Bus_35591,Bus_35172,,AC,5.65698106199019,0.613142295740979,0,9.41784451529042E-05,976,True,976,6218.7552194953,0.7,0,40,728.550236470068,17.9017991946042,1,1,-inf,inf,"MULTILINESTRING ((9.391743 48.719042, 9.378988 48.879817))",0,0,400,0.0000348633,0.00000651043,57.168537008,0,0.0000348633,0.00000651043,550
Bus_35631,Bus_35630,,AC,0.953272370956521,0.146483934071333,0,1.65952617956977E-05,143.22,True,143.22,6218.7552194953,0.7,0,40,113.792218624927,2.79608096430237,1,1,-inf,inf,"MULTILINESTRING ((8.442225 48.994042, 8.443688 48.996875, 8.444144 48.99774, 8.445671 49.000678, 8.447272 49.003763, 8.448144 49.005451, 8.449124 49.007365, 8.450505 49.007698, 8.451616 49.007397), (8.44662 48.987682, 8.444619 48.990561, 8.442225 48.994042), (8.445538 48.986089, 8.446483 48.986068, 8.446884 48.986401, 8.44662 48.987682))",0,0,220,0.0000171417,0.00000594744,0.44171077104,0,0.0000171417,0.00000594744,520
Bus_35634,Bus_14170,,AC,0.66363072374178,0.0758435112847749,0,1.07816955141487E-05,132,True,132,6218.7552194953,0.7,0,40,102.195044734856,2.51111739169979,1,1,-inf,inf,"MULTILINESTRING ((8.317512 49.008871, 8.317512 49.008871, 8.322153 49.008165, 8.326149 49.007324, 8.33206 49.007757, 8.336995 49.007926, 8.340474 49.008976, 8.343436 49.010069, 8.346323 49.011328, 8.348583 49.012499, 8.349126 49.013052))",0,0,220,7.93182694467742E-06,2.75200891202444E-06,0.817857566211304,0,7.93182694467742E-06,2.75200891202444E-06,1040.26348705671
Bus_35646,Bus_210,,AC,0.0556877020531978,0.00790879516714522,0,1.15137870722716E-06,282.26,True,282.26,12437.5104389906,0.7,0,40,10.2294279759982,0.251355577604715,1,3,-inf,inf,"MULTILINESTRING ((8.640018 48.890502, 8.640018 48.890502, 8.640477 48.890788, 8.641606 48.890106))",0,0,220,2.0634857649079E-07,7.15944512859914E-08,0.0757831613340239,0,2.0634857649079E-07,7.15944512859914E-08,1561.58100167638
Bus_35648,Bus_2941,,AC,0.151593762359005,0.016597182277183,0,2.62133770227374E-06,1260,True,1260,6218.7552194953,0.7,0,40,20.8101709465204,0.51134360108783,1,3,-inf,inf,"MULTILINESTRING ((6.664781 50.988381, 6.66818 50.989846, 6.668876 50.989999, 6.670349 50.990324, 6.670349 50.990324))",0,0,400,1.58108420875371E-07,5.485670062817E-08,0.176614497172364,0,1.58108420875371E-07,5.485670062817E-08,3483.55065628036
Bus_35648,Bus_2942,,AC,0.0698554177057729,0.00764809239291628,0,1.20792991275307E-06,1260,True,1260,6218.7552194953,0.7,0,40,8.47646955554976,0.208282213451538,1,3,-inf,inf,"MULTILINESTRING ((6.667447 50.989185, 6.667447 50.989185, 6.665288 50.988518, 6.664781 50.988381))",0,0,400,3.65933258367028E-07,1.26963424592362E-07,0.084865560912,0,3.65933258367028E-07,1.26963424592362E-07,1560
Bus_35654,Bus_35118,,AC,5.68127135366361,1.14299696161767,0,5.62599954714449E-05,183.48,True,183.48,6218.7552194953,0.7,0,40,564.490186752676,13.8705465521954,1,1,-inf,inf,"MULTILINESTRING ((9.887473 52.494495, 9.8873 52.494315, 9.88822 52.493639, 9.890654 52.491948, 9.892305 52.488564, 9.893778 52.485566, 9.895292 52.482552, 9.896951 52.479209, 9.898302 52.476453, 9.899651 52.47372, 9.901361 52.470263, 9.902782 52.467391, 9.904386 52.46416, 9.906002 52.460848, 9.907287 52.458244, 9.908467 52.455835, 9.910517 52.452899, 9.912522 52.450201, 9.914515 52.447146, 9.916529 52.444401, 9.91853 52.44139, 9.920488 52.438564, 9.922789 52.435267, 9.925053 52.432023, 9.927253 52.428758, 9.929121 52.426075, 9.931195 52.423093, 9.932783 52.420813, 9.934661 52.418051, 9.93679 52.415013, 9.939021 52.41169, 9.937853 52.40888, 9.936565 52.405667, 9.935181 52.402361, 9.933915 52.399357, 9.932671 52.396358, 9.93134 52.393113, 9.930139 52.390256, 9.925772 52.387742, 9.921384 52.385173, 9.917425 52.38287), (9.917425 52.38287, 9.917196 52.382431, 9.918176 52.380005))",0,0,220,8.81559193249935E-05,3.05863899812663E-05,2.27268762279084,0,8.81559193249935E-05,3.05863899812663E-05,520.150630803576
Bus_35661,Bus_21015,,AC,0.725748567933217,0.0918020433698441,0,1.21655255982297E-05,1008,True,1008,6218.7552194953,0.7,0,40,12.1358103325366,0.298198845819466,1,1,-inf,inf,"MULTILINESTRING ((11.727508 52.568642, 11.729524 52.568538, 11.730152 52.567136, 11.730152 52.567136))",0,0,400,1.04711055240947E-06,3.63301991353339E-07,0.0270886815803291,0,1.04711055240947E-06,3.63301991353339E-07,521.45979268706
Bus_35661,Bus_21175,,AC,18.6492514320668,2.35899795663016,0,0.00031261232292987,1008,True,1008,6218.7552194953,0.7,0,40,312.250789738826,7.67256759581147,1,1,-inf,inf,"MULTILINESTRING ((11.768186 52.50423, 11.727508 52.568642))",0,0,400,0.0000149564,0.00000279299,24.52543192,0,0.0000149564,0.00000279299,550
Bus_35662,Bus_35125,,AC,10.5079742524783,0.981277972129248,0,0.000185090787315019,1008,True,1008,10741.4862882191,0.7,0,40,1529.75138372282,37.5887628858096,1,1,-inf,inf,"MULTILINESTRING ((11.639148 52.26897, 11.641447 52.268487, 11.643015 52.268622), (11.730152 52.567136, 11.731905 52.563885, 11.733962 52.560192, 11.73576 52.556958, 11.737795 52.553291, 11.739771 52.549714, 11.741746 52.546142, 11.743848 52.542389, 11.745757 52.538906, 11.748324 52.53499, 11.750929 52.53097, 11.753512 52.527041, 11.756016 52.523187, 11.758517 52.519373, 11.761062 52.515438, 11.763445 52.511759, 11.765992 52.507876, 11.76826 52.504404, 11.768186 52.50423, 11.766505 52.500264, 11.764865 52.496353, 11.763116 52.492215, 11.761526 52.488402, 11.759752 52.48414, 11.758171 52.480351, 11.756522 52.476437, 11.754893 52.472533, 11.753287 52.468698, 11.751651 52.464787, 11.750127 52.461154, 11.748894 52.457047, 11.747658 52.452985, 11.746457 52.449006, 11.745253 52.445037, 11.744087 52.441188, 11.742857 52.437121, 11.741648 52.433057, 11.740493 52.429257, 11.739266 52.42515, 11.738 52.420972, 11.733577 52.418517, 11.7293 52.416175, 11.724387 52.413485, 11.719807 52.410934, 11.715404 52.408542, 11.711038 52.406123, 11.707331 52.404096, 11.703195 52.401789, 11.69968 52.39987, 11.695322 52.397473, 11.690941 52.395066, 11.686531 52.392637, 11.682447 52.390361, 11.678015 52.387906, 11.673051 52.385154, 11.668097 52.382404, 11.662872 52.379516, 11.657599 52.376591, 11.653411 52.374264, 11.651887 52.370335, 11.650383 52.366568, 11.648794 52.362603, 11.647285 52.358699, 11.645671 52.354659, 11.644118 52.350709, 11.643082 52.346754, 11.642179 52.34321, 11.641062 52.33893, 11.639966 52.334792, 11.638949 52.330742, 11.637874 52.326598, 11.636779 52.322362, 11.63571 52.318173, 11.634635 52.313932, 11.633502 52.309691, 11.632507 52.305761, 11.631438 52.301665, 11.630365 52.297546, 11.629374 52.29364, 11.628458 52.290224, 11.631612 52.287516, 11.634745 52.284861, 11.637628 52.282369, 11.640867 52.279535, 11.644139 52.276657, 11.647058 52.273645, 11.64505 52.271139, 11.643015 52.268622), (11.727508 52.568642, 11.729016 52.568411, 11.730152 52.567136))",0,0,400,6.50233468747306E-05,0.00000724414791260001,23.7311921823656,0,6.50233468747306E-05,0.00000724414791260001,1790.22616259971
Bus_35671,Bus_22274,,AC,1.79140490774177,0.229562293937511,0,2.76903267310809E-05,162.8,True,162.8,10741.4862882191,0.7,0,40,291.930596068502,7.17326362407149,1,1,-inf,inf,"MULTILINESTRING ((8.30776 52.345636, 8.30613 52.346181, 8.306318 52.346734, 8.304705 52.348057, 8.304311 52.349097, 8.30268 52.350106, 8.298671 52.352575, 8.295485 52.354559, 8.295048 52.355568, 8.295232 52.358295, 8.295604 52.361366, 8.29568 52.364917, 8.295932 52.368008, 8.296095 52.370414, 8.296124 52.371421, 8.296232 52.372754, 8.295423 52.374382, 8.294561 52.376783, 8.2935 52.379664, 8.293782 52.381832, 8.295355 52.383034, 8.295672 52.385175, 8.29468 52.387166, 8.294215 52.389285, 8.296055 52.391707, 8.296365 52.394625), (8.296365 52.394625, 8.299563 52.396792, 8.302704 52.398897, 8.305112 52.40145, 8.308483 52.40316))",0,0,400,1.22772897791091E-05,1.36779262209764E-06,4.48165445993778,0,1.22772897791091E-05,1.36779262209764E-06,1790.47731181788
Bus_35691,Bus_2099,,AC,0.0805484411264348,0.0087210085632336,0,1.40230176832164E-06,1088,True,1088,10741.4862882191,0.7,0,40,10.9523691727941,0.269119552532858,1,1,-inf,inf,"MULTILINESTRING ((7.123079 51.171585, 7.121496 51.171523, 7.121446 51.170098, 7.121446 51.170098))",0,0,400,2.75854640040873E-07,3.07325741046573E-08,0.100760861688763,0,2.75854640040873E-07,3.07325741046573E-08,1791.26880473951
Bus_35691,Bus_2848,,AC,0.0870255956153036,0.00942229239905787,0,1.51506528138797E-06,1088,True,1088,10741.4862882191,0.7,0,40,11.8286780131612,0.290652048313407,1,1,-inf,inf,"MULTILINESTRING ((7.123079 51.171585, 7.122505 51.172441, 7.124523 51.173555, 7.124523 51.173555))",0,0,400,3.26668897068043E-07,3.6393700070764E-08,0.119309041747107,0,3.26668897068043E-07,3.6393700070764E-08,1791.13751359284
Bus_35723,Bus_10425,,AC,0.0621071806768473,0.0108536820600316,0,4.76356045968052E-07,242.66,True,242.66,6218.7552194953,0.7,0,40,6.35620447402008,0.156183459201206,1,2,-inf,inf,"MULTILINESTRING ((7.225809 53.350469, 7.225809 53.350469, 7.2239 53.35031, 7.224238 53.349927))",0,0,220,2.00084672945197E-07,6.94209135539354E-08,0.0826959765492418,0,2.00084672945197E-07,6.94209135539354E-08,2081.36101280661
Bus_35740,Bus_15292,,AC,0.100432931195147,0.00934288749991145,0,1.46561118592E-06,208.78,True,208.78,10741.4862882191,0.7,0,40,10.9760752418429,0.277158158227501,1,2,-inf,inf,"MULTILINESTRING ((9.723742 54.286864, 9.723742 54.286864, 9.724786 54.288477, 9.725986 54.287807))",0,0,400,1.08563315382958E-07,1.20948873479337E-08,0.356745239016034,0,1.08563315382958E-07,1.20948873479337E-08,5370.9999450635
Bus_35757,Bus_2220,,AC,0.0886694181756195,0.010259329321211,0,1.55043852114006E-06,1032,True,1032,10741.4862882191,0.7,0,40,9.11892200955832,0.224068434151248,1,2,-inf,inf,"MULTILINESTRING ((7.310728 51.44773, 7.310728 51.44773, 7.311788 51.446685, 7.313215 51.446627))",0,0,400,1.22606549427604E-07,1.36594025071544E-08,0.179130564333679,0,1.22606549427604E-07,1.36594025071544E-08,3581.12507842567
Bus_35759,Bus_35757,,AC,0.0939339692156938,0.0108684543607085,0,1.64249238702731E-06,1032,True,1032,10741.4862882191,0.7,0,40,10.4167948315105,0.255959520689487,1,2,-inf,inf,"MULTILINESTRING ((7.313215 51.446627, 7.313818 51.446852, 7.313995 51.446701, 7.314135 51.446578, 7.314396 51.446347, 7.314822 51.445806, 7.314872 51.445726, 7.315599 51.445497))",0,0,400,1.28889703739182E-07,1.43593897644004E-08,0.18817831116,0,1.28889703739182E-07,1.43593897644004E-08,3580
Bus_35767,Bus_22857,,AC,0.0209877943846257,0.00384636869200312,0,2.63392638691518E-07,154,True,154,6218.7552194953,0.7,0,40,4.38103436831888,0.107649951369587,1,1,-inf,inf,"MULTILINESTRING ((6.745417 51.498642, 6.745291 51.498661, 6.744976 51.498621, 6.743975 51.498912, 6.743975 51.498912))",0,0,220,0.000000642505,0.000000222922,0.0165561833536,0,0.000000642505,0.000000222922,520
Bus_35847,Bus_13938,,AC,0.0849045850028252,0.00835542138695795,0,1.45299233432215E-06,800,True,800,10741.4862882191,0.7,0,40,8.44655599860462,0.207547183164234,1,4,-inf,inf,"MULTILINESTRING ((9.37257 48.7192, 9.37257 48.7192, 9.370452 48.718906, 9.370546 48.71891, 9.371071 48.719098))",0,0,400,7.20570533697231E-08,8.02776260137753E-09,0.420778843921668,0,7.20570533697231E-08,8.02776260137753E-09,7160.83635344155
Bus_35854,Bus_11427,,AC,0.16677486930434,0.0355107473498932,0,1.42836525653202E-06,162.8,True,162.8,12437.5104389906,0.7,0,40,16.2570413394472,0.399464957924174,1,4,-inf,inf,"MULTILINESTRING ((8.104639 52.265104, 8.104704 52.263743, 8.104662 52.26354, 8.105151 52.263504, 8.10551 52.263478, 8.107801 52.263327, 8.107801 52.263327))",0,0,220,4.0361170966905E-07,1.40035987901215E-07,0.166831710648125,0,4.0361170966905E-07,1.40035987901215E-07,2080.92037947792
Bus_35886,Bus_15159,,AC,18.54,1.89,0,0.0002765858,800,True,800,10741.4862882191,0.7,0,40,3.16661261572568,0.0778094087903714,1,2,-inf,inf,"MULTILINESTRING ((10.223145 48.737202, 10.223145 48.737202, 10.222707 48.736932, 10.222436 48.736722))",0,0,400,3.73486392934551E-08,4.16095558523158E-09,0.0545469492464,0,3.73486392934551E-08,4.16095558523158E-09,3580
Bus_35895,Bus_34738,,AC,0.46828723366833,0.0682201736112527,0,6.41668998623971E-06,283.8,True,283.8,6218.7552194953,0.7,0,40,51.7486725966872,1.27155863664491,1,1,-inf,inf,"MULTILINESTRING ((7.031723 51.609383, 7.03762 51.59855))",0,0,220,2.47712884126674E-06,4.62583572113188E-07,4.0653936855323,0,2.47712884126674E-06,4.62583572113188E-07,550.299988223741
Bus_35982,Bus_1109,,AC,0.0598133568670788,0.00642788773699748,0,1.05048393489581E-06,1261.6,True,1261.6,10741.4862882191,0.7,0,40,8.9276480847327,0.21936848729517,1,3,-inf,inf,"MULTILINESTRING ((8.992272 51.341691, 8.992272 51.341691, 8.993532 51.342035, 8.992871 51.343011))",0,0,400,5.55006663450604E-08,6.18322876433947E-09,0.182341968827946,0,5.55006663450604E-08,6.18322876433947E-09,5371.38868013992
Bus_35982,Bus_193,,AC,2.55416217705129,0.273872867469369,0,4.46698412602375E-05,1032,True,1032,10741.4862882191,0.7,0,40,434.533731133581,10.6772810008622,1,4,-inf,inf,"MULTILINESTRING ((8.992871 51.343011, 8.991537 51.34329, 8.985973 51.343763, 8.981494 51.344862, 8.975934 51.346257, 8.970645 51.347561, 8.964297 51.346812, 8.958197 51.346064, 8.95103 51.34519, 8.946105 51.346179, 8.941764 51.347045, 8.937528 51.34789, 8.933215 51.348764, 8.9263 51.350145, 8.919699 51.351456, 8.913678 51.352655, 8.910277 51.355285, 8.906833 51.357952, 8.90325 51.360721, 8.899906 51.363277, 8.896445 51.365978, 8.893073 51.368576, 8.895809 51.371835, 8.898606 51.375135, 8.901486 51.378541, 8.9035 51.380981, 8.905868 51.383804, 8.908417 51.386858, 8.907933 51.390098, 8.907933 51.390098))",0,0,400,4.61339404310704E-06,5.13971265927028E-07,26.9354463065979,0,4.61339404310704E-06,5.13971265927028E-07,7160.11886307141
Bus_35986,Bus_23166,,AC,0.100068272041491,0.0103259943007168,0,3.20625877944274E-06,1260,True,1260,6218.7552194953,0.7,0,40,9.51479110608358,0.233795655032653,1,1,-inf,inf,"MULTILINESTRING ((9.20523 49.042237, 9.204629 49.041928, 9.204205 49.040351, 9.204205 49.040351))",0,0,400,1.15354115208559E-06,4.00230056860484E-07,0.0298800175884105,0,1.15354115208559E-06,4.00230056860484E-07,521.891961472086
Bus_35996,Bus_10359,,AC,38.7507063249671,4.75998465082877,0,0.000561802029880456,268.4,True,268.4,6218.7552194953,0.7,0,40,3260.31147976769,80.1117596302665,1,1,-inf,inf,"MULTILINESTRING ((9.754504 47.647654, 9.752904 47.648081), (9.887069 48.30219, 9.887427 48.303627, 9.885509 48.30407), (9.81025 47.655438, 9.809518 47.657944, 9.809506 47.660938, 9.809508 47.664297, 9.809524 47.66716, 9.809501 47.670205, 9.809501 47.673128, 9.809513 47.675871, 9.809512 47.678668, 9.809502 47.681365, 9.809524 47.684375, 9.808583 47.686422, 9.807534 47.688726, 9.807519 47.691036, 9.807502 47.693822, 9.807486 47.6966, 9.806127 47.699999, 9.804648 47.703793, 9.807499 47.706096, 9.810725 47.708692, 9.814148 47.711414, 9.817222 47.71389, 9.818306 47.7169, 9.819372 47.719906, 9.820371 47.722735, 9.821514 47.725839, 9.822602 47.728902, 9.823701 47.732005, 9.824751 47.734957, 9.825655 47.737472, 9.826615 47.740231, 9.827758 47.743312, 9.828696 47.745977, 9.829775 47.748983, 9.826829 47.751572, 9.825032 47.75432, 9.823187 47.757115, 9.821438 47.75982, 9.819759 47.762359, 9.818201 47.764662, 9.816729 47.76696, 9.815199 47.769303, 9.816022 47.772175, 9.816991 47.775681, 9.818037 47.779355, 9.819089 47.783096, 9.820065 47.786632, 9.821149 47.790359, 9.822044 47.793628, 9.822955 47.796871, 9.821696 47.799866, 9.820413 47.80277, 9.819233 47.805602, 9.817984 47.808488, 9.816659 47.811529, 9.815574 47.814089, 9.814572 47.816489, 9.815055 47.819673, 9.815548 47.822768, 9.816117 47.826002, 9.816664 47.829582, 9.817093 47.832365, 9.817525 47.834842, 9.818011 47.837727, 9.818445 47.840323, 9.818933 47.843261, 9.819413 47.846303, 9.822707 47.849444, 9.825816 47.852427, 9.826238 47.855796, 9.826631 47.85864, 9.827034 47.861775, 9.827484 47.8649, 9.827881 47.868213, 9.828321 47.87152, 9.829919 47.874478, 9.831453 47.877292, 9.833112 47.880329, 9.834487 47.882875, 9.835854 47.885434, 9.83736 47.888119, 9.838913 47.890965, 9.840368 47.893698, 9.841742 47.896224, 9.843142 47.898758, 9.844612 47.901501, 9.845348 47.904293, 9.846211 47.907442, 9.846957 47.910317, 9.847729 47.913141, 9.848464 47.915922, 9.849199 47.91862, 9.849906 47.921317, 9.850727 47.924344, 9.851522 47.927338, 9.852235 47.929929, 9.853029 47.932905, 9.853786 47.935637, 9.854086 47.93844, 9.854376 47.941268, 9.854708 47.944463, 9.855132 47.948088, 9.855419 47.951383, 9.855751 47.954001, 9.856071 47.957152, 9.856425 47.960203, 9.856736 47.963256, 9.857053 47.966119, 9.85997 47.968626, 9.863285 47.971474, 9.866613 47.97433, 9.869447 47.97681, 9.872062 47.979007, 9.874996 47.981533, 9.878244 47.98429, 9.878915 47.986979, 9.879664 47.990194, 9.880394 47.993165, 9.88117 47.996361, 9.88182 47.999114, 9.882577 48.002205, 9.883296 48.005194, 9.883948 48.00779, 9.88474 48.011092, 9.885404 48.013923, 9.883913 48.016144, 9.882369 48.018446, 9.880801 48.020769, 9.878875 48.023586, 9.876894 48.026512, 9.874943 48.029419, 9.872974 48.032296, 9.873554 48.035492, 9.87409 48.038509, 9.87464 48.041456, 9.875172 48.044596, 9.87572 48.047618, 9.876198 48.050394, 9.876762 48.05364, 9.875871 48.056952, 9.874985 48.060258, 9.873892 48.064374, 9.872997 48.067787, 9.871887 48.071918, 9.87087 48.075712, 9.870063 48.07872, 9.869416 48.081224, 9.868621 48.084145, 9.867975 48.086539, 9.867186 48.089606, 9.866403 48.092426, 9.865498 48.095837, 9.864751 48.098695, 9.865277 48.101442, 9.865887 48.104142, 9.866429 48.106789, 9.867016 48.109773, 9.867567 48.11238, 9.868152 48.115145, 9.868655 48.11767, 9.869332 48.120904, 9.86998 48.123879, 9.870676 48.127041, 9.871964 48.130184, 9.8731 48.132963, 9.8743 48.1359, 9.875321 48.138411, 9.8764 48.141075, 9.877501 48.143881, 9.878704 48.146825, 9.879685 48.149233, 9.880747 48.151792, 9.881792 48.154362, 9.882987 48.15726, 9.882108 48.159675, 9.881045 48.162841, 9.879809 48.166177, 9.878849 48.169029, 9.87788 48.171815, 9.876799 48.174946, 9.875839 48.177679, 9.874929 48.180309, 9.8738 48.183459, 9.872637 48.186778, 9.871397 48.190337, 9.870504 48.192919, 9.869498 48.195872, 9.868399 48.198984, 9.867319 48.202107, 9.863571 48.203757, 9.8632 48.206874, 9.862911 48.209591, 9.86261 48.212301, 9.862325 48.215032, 9.862004 48.217659, 9.861715 48.220318, 9.861399 48.223128, 9.861127 48.225676, 9.860832 48.228406, 9.860942 48.230636, 9.861071 48.233265, 9.861168 48.235885, 9.861253 48.238346, 9.862759 48.240772, 9.864329 48.243517, 9.866049 48.246321, 9.867878 48.249296, 9.869509 48.252032, 9.871027 48.254604, 9.872562 48.257169, 9.874284 48.260087, 9.876075 48.263054, 9.877716 48.265761, 9.879348 48.268486, 9.88067 48.271257, 9.881922 48.273917, 9.88322 48.276705, 9.884574 48.279513, 9.885999 48.282538, 9.887296 48.285307, 9.888611 48.288139, 9.889883 48.290805, 9.891305 48.293821, 9.892587 48.296569, 9.891148 48.298046, 9.88873 48.300484, 9.887069 48.30219), (9.81025 47.655438, 9.806154 47.654902), (9.800658 47.65257, 9.797542 47.650939, 9.794919 47.649411, 9.790919 47.649276, 9.785511 47.649138, 9.780635 47.648962, 9.77541 47.649475, 9.76984 47.65004, 9.764382 47.650586, 9.760903 47.649131, 9.757865 47.64782, 9.754504 47.647654), (9.803167 47.652579, 9.800658 47.65257), (9.806154 47.654902, 9.803167 47.652579))",0,0,400,0.0005190908901036,0.0001801028782102,13.3813713745684,0,0.0005190908901036,0.0001801028782102,520.130571625153
Bus_35996,Bus_35498,,AC,6.61930757954202,0.806669312055088,0,9.75469636419351E-05,268.4,True,268.4,6218.7552194953,0.7,0,40,815.185098699738,20.0305747124081,1,1,-inf,inf,"MULTILINESTRING ((10.054676 48.311189, 10.053362 48.312318, 10.048984 48.312735, 10.045334 48.311851, 10.042018 48.311048, 10.038744 48.310246, 10.033025 48.308765, 10.028264 48.308856, 10.023746 48.308946, 10.01953 48.309018, 10.015505 48.309097, 10.011074 48.309177, 10.007204 48.309245, 10.003022 48.30932, 9.99813 48.309409, 9.993624 48.309487, 9.989002 48.309569, 9.984408 48.309665, 9.980715 48.308539, 9.976914 48.307419, 9.973177 48.306287, 9.96913 48.305067, 9.96512 48.303868, 9.960789 48.302562, 9.956514 48.301262, 9.952211 48.29998, 9.948077 48.298738, 9.943821 48.297456, 9.94007 48.297214, 9.93587 48.296961, 9.931525 48.296688, 9.927365 48.296417, 9.923038 48.296142, 9.91872 48.295886, 9.914273 48.295598, 9.909528 48.295298, 9.904882 48.295013, 9.900025 48.294699, 9.897228 48.296591, 9.894167 48.298636, 9.891514 48.300426, 9.888478 48.302468), (9.885509 48.30407, 9.888044 48.303752, 9.888478 48.302468), (10.083751 48.268867, 10.08328 48.267941, 10.083187 48.268177, 10.083009 48.268625, 10.082988 48.26882, 10.080101 48.267526, 10.07828 48.266707, 10.076338 48.264896), (10.064983 48.272873, 10.065665 48.275442, 10.066393 48.278089, 10.066089 48.279868, 10.065505 48.283146, 10.065119 48.285418, 10.065811 48.28794, 10.066521 48.290421, 10.064141 48.292771, 10.062149 48.294739, 10.06062 48.298065, 10.059172 48.301245, 10.057559 48.304804, 10.056087 48.308047, 10.054676 48.311189), (10.064863 48.272397, 10.067025 48.270971, 10.068678 48.269885, 10.072404 48.267446, 10.076338 48.264896), (10.064863 48.272397, 10.064983 48.272873))",0,0,400,0.0001282910446085,4.45116189014047E-05,3.3075860474426,0,0.0001282910446085,4.45116189014047E-05,520.183793699956
