id,r,x,b,r_allocated,x_allocated,b_allocated,r_total,x_total,b_total
Line_16280,0.078415018,0.22600743,3.97772496e-05,0,0,0,0.078415018,0.22600743,3.97772496e-05
Line_11813,0.0207234356631905,0.0597289538389392,2.631440884764e-06,0,0,0,0.0207234356631905,0.0597289538389392,2.631440884764e-06
Line_3057,0.0122031356135521,0.035171806452081,3.90899072437889e-07,0,0,0,0.0122031356135521,0.035171806452081,3.90899072437889e-07
Line_3060,0.905907616175937,2.61100671115935,0.0001149228767476,0,0,0,0.905907616175937,2.61100671115935,0.0001149228767476
Line_5644,0.00163130846,0.0146425932,1.02498008e-06,0,0,0,0.00163130846,0.0146425932,1.02498008e-06
Line_6206,0.000601794847946,0.0054016974706293,3.79011335107002e-07,0,0,0,0.000601794847946,0.0054016974706293,3.79011335107002e-07
Line_16417,0.0163918756274907,0.147132878493144,1.03027160884474e-05,0,0,0,0.0163918756274907,0.147132878493144,1.03027160884474e-05
Line_16446,0.0027869922,0.0250159522666667,3.940014648e-06,0,0,0,0.0027869922,0.0250159522666667,3.940014648e-06
Line_6291,0.0138995242825889,0.0400611669682228,4.44859199745085e-07,0,0,0,0.0138995242825889,0.0400611669682228,4.44859199745085e-07
Line_3067,0.342055537786812,0.985868141633232,4.3397728365889e-05,0,0,0,0.342055537786812,0.985868141633232,4.3397728365889e-05
Line_11831,0.0280056551107329,0.149969852032485,0.0001050564510953,0,0,0,0.0280056551107329,0.149969852032485,0.0001050564510953
Line_6365,0.0200502385822505,0.179970550778765,5.0394658963741e-05,0,0,0,0.0200502385822505,0.179970550778765,5.0394658963741e-05
Line_6371,0.0014298459786021,0.0128342214163605,8.99343596860126e-07,0,0,0,0.0014298459786021,0.0128342214163605,8.99343596860126e-07
Line_16594,0.0013424185086099,0.0038691125411712,1.72769878060197e-07,0,0,0,0.0013424185086099,0.0038691125411712,1.72769878060197e-07
Line_32038,0.933869099665107,2.69159011896354,5.3757212496996e-05,0,0,0,0.933869099665107,2.69159011896354,5.3757212496996e-05
Line_32042,2.77787201553094,8.00637337337262,0.0001599057152864,0,0,0,2.77787201553094,8.00637337337262,0.0001599057152864
Line_5821,0.0169694426604854,0.048909319710595,5.42286232416278e-07,0,0,0,0.0169694426604854,0.048909319710595,5.42286232416278e-07
Line_11848,0.26005013228752,2.33420714586346,0.0001634224831875,0,0,0,0.26005013228752,2.33420714586346,0.0001634224831875
Line_11849,0.325454696302446,2.92127781931614,0.0002045144562124,0,0,0,0.325454696302446,2.92127781931614,0.0002045144562124
Line_16627,0.0212728130957195,0.0613124232953477,6.78631534396105e-07,0,0,0,0.0212728130957195,0.0613124232953477,6.78631534396105e-07
Line_16621,0.0100740566593318,0.0290353779990372,7.69284843298825e-07,0,0,0,0.0100740566593318,0.0290353779990372,7.69284843298825e-07
Line_11835,0.0150827045883497,0.0434713336734261,4.82379552977387e-07,0,0,0,0.0150827045883497,0.0434713336734261,4.82379552977387e-07
Line_11856,0.430156938648561,1.23979617702126,1.36454102459109e-05,0,0,0,0.430156938648561,1.23979617702126,1.36454102459109e-05
Line_6510,0.392563251105509,1.13144151525334,4.98102636646581e-05,0,0,0,0.392563251105509,1.13144151525334,4.98102636646581e-05
Line_31315,2.19100752691407,6.31490401836927,6.94894089312079e-05,0,0,0,2.19100752691407,6.31490401836927,6.94894089312079e-05
Line_6523,0.0030072284596598,0.0086674316193886,9.75451767474377e-08,0,0,0,0.0030072284596598,0.0086674316193886,9.75451767474377e-08
Line_25028,0.0268682261548969,0.0774395754338115,3.41117893152167e-06,0,0,0,0.0268682261548969,0.0774395754338115,3.41117893152167e-06
Line_16756,0.0129380550887962,0.11613229664662,8.13154397499135e-06,0,0,0,0.0129380550887962,0.11613229664662,8.13154397499135e-06
Line_3100,0.019187938,0.055303292,6.0833476e-07,0,0,0,0.019187938,0.055303292,6.0833476e-07
Line_6563,0.0113395951513161,0.0326830206495746,1.44154399161861e-06,0,0,0,0.0113395951513161,0.0326830206495746,1.44154399161861e-06
Line_16797,0.003122450068351,0.0280270149485945,4.41590132507529e-06,0,0,0,0.003122450068351,0.0280270149485945,4.41590132507529e-06
Line_7024,0.0049103581,0.044075212,1.234105936e-05,0,0,0,0.0049103581,0.044075212,1.234105936e-05
Line_7022,0.63414621157594,5.69208137002888,0.0004260844248257,0,0,0,0.63414621157594,5.69208137002888,0.0004260844248257
Line_11866,0.0137830132,0.0397253164,4.36978432e-07,0,0,0,0.0137830132,0.0397253164,4.36978432e-07
Line_11883,0.0205508336,0.059231436,6.5154628e-07,0,0,0,0.0205508336,0.059231436,6.5154628e-07
Line_7029,0.324138680363444,2.90946186419706,0.0002036889873784,0,0,0,0.324138680363444,2.90946186419706,0.0002036889873784
Line_6942,0.0058604147517649,0.0526029708372065,9.21864683986348e-07,0,0,0,0.0058604147517649,0.0526029708372065,9.21864683986348e-07
Line_16835,0.005296592,0.047542256,1.331183168e-05,0,0,0,0.005296592,0.047542256,1.331183168e-05
Line_16836,0.0123652608,0.110990172,7.7692976e-06,0,0,0,0.0123652608,0.110990172,7.7692976e-06
Line_6966,0.0557873788545385,0.160790213549399,1.77276897328564e-06,0,0,0,0.0557873788545385,0.160790213549399,1.77276897328564e-06
Line_7038,0.134556787454298,0.387819729577243,6.82906444005032e-05,0,0,0,0.134556787454298,0.387819729577243,6.82906444005032e-05
Line_16850,0.387347112198359,1.11641026299093,0.0001105502262472,0,0,0,0.387347112198359,1.11641026299093,0.0001105502262472
Line_7084,1.47804277258711,13.2669208216544,0.0009287103606646,0,0,0,1.47804277258711,13.2669208216544,0.0009287103606646
Line_6976,0.882789243700627,7.92389744554243,0.0005547171460973,0,0,0,0.882789243700627,7.92389744554243,0.0005547171460973
Line_16924,0.143943588630305,1.2920365195924,9.04653028585346e-05,0,0,0,0.143943588630305,1.2920365195924,9.04653028585346e-05
Line_7120,3.43404540069759,9.89757753491483,0.000108929461543,0,0,0,3.43404540069759,9.89757753491483,0.000108929461543
Line_6972,0.0114921590677692,0.103153282581565,1.80634188292876e-06,0,0,0,0.0114921590677692,0.103153282581565,1.80634188292876e-06
Line_7125,0.197567402313012,1.77336270448109,0.0001241534801453,0,0,0,0.197567402313012,1.77336270448109,0.0001241534801453
Line_7130,0.0066298341359006,0.0595092242576316,1.04260654017108e-06,0,0,0,0.0066298341359006,0.0595092242576316,1.04260654017108e-06
Line_7135,0.0245768424,0.070835336,7.7918676e-07,0,0,0,0.0245768424,0.070835336,7.7918676e-07
Line_7138,0.83546628,2.40797986,0.000105951472,0,0,0,0.83546628,2.40797986,0.000105951472
Line_7018,0.033738188,0.097239956,4.27855032e-06,0,0,0,0.033738188,0.097239956,4.27855032e-06
Line_3131,0.124722918910482,1.11950963980117,7.83859415239327e-05,0,0,0,0.124722918910482,1.11950963980117,7.83859415239327e-05
Line_22783,0.0173914656846096,0.156105514164974,2.45950655943963e-05,0,0,0,0.0173914656846096,0.156105514164974,2.45950655943963e-05
Line_6620,0.0292331624239003,0.0842555050498561,9.3094043091918e-07,0,0,0,0.0292331624239003,0.0842555050498561,9.3094043091918e-07
Line_7083,0.440731792347645,1.27027783142826,5.59207040040943e-05,0,0,0,0.440731792347645,1.27027783142826,5.59207040040943e-05
Line_3134,0.0066215397661039,0.0594348174027438,1.04126431292408e-06,0,0,0,0.0066215397661039,0.0594348174027438,1.04126431292408e-06
Line_16969,0.0135687464,0.0391078292,4.3018646e-07,0,0,0,0.0135687464,0.0391078292,4.3018646e-07
Line_21524,0.81555936,2.35059682,0.00010342596,0,0,0,0.81555936,2.35059682,0.00010342596
Line_17032,0.0386433352578578,0.111377469639963,1.22933688527492e-06,0,0,0,0.0386433352578578,0.111377469639963,1.22933688527492e-06
Line_16825,0.0051638832816098,0.0463509853988072,8.12318862903422e-07,0,0,0,0.0051638832816098,0.0463509853988072,8.12318862903422e-07
Line_17083,0.0053717369074873,0.0482166314830341,3.37662978525022e-06,0,0,0,0.0053717369074873,0.0482166314830341,3.37662978525022e-06
Line_31372,0.063613240635031,0.570990639176415,9.995425413142e-06,0,0,0,0.063613240635031,0.570990639176415,9.995425413142e-06
Line_16849,6.48951038501675,18.7039918827476,0.0002058154767119,0,0,0,6.48951038501675,18.7039918827476,0.0002058154767119
Line_17170,0.0071905762613289,0.0645424993694995,1.130640550985e-06,0,0,0,0.0071905762613289,0.0645424993694995,1.130640550985e-06
Line_16966,0.0093126275758099,0.0835900249200563,2.03083653087558e-06,0,0,0,0.0093126275758099,0.0835900249200563,2.03083653087558e-06
Line_7340,0.633667369452743,5.68778472399012,0.0003981988335445,0,0,0,0.633667369452743,5.68778472399012,0.0003981988335445
Line_6980,0.0063964612748703,0.0574144823877882,1.0059046167585e-06,0,0,0,0.0063964612748703,0.0574144823877882,1.0059046167585e-06
Line_17233,0.0162068961375039,0.145473007338007,2.5470769673234e-06,0,0,0,0.0162068961375039,0.145473007338007,2.5470769673234e-06
Line_17232,1.03503902141534,9.29048631258584,0.0001631047891945,0,0,0,1.03503902141534,9.29048631258584,0.0001631047891945
Line_17245,0.0100990413387085,0.0906488102472565,1.42807428473561e-05,0,0,0,0.0100990413387085,0.0906488102472565,1.42807428473561e-05
Line_16842,0.028485825140835,0.0821018110745453,2.4381698868816e-06,0,0,0,0.028485825140835,0.0821018110745453,2.4381698868816e-06
Line_17251,0.037288781514825,0.107473463020359,1.18614851276677e-06,0,0,0,0.037288781514825,0.107473463020359,1.18614851276677e-06
Line_17277,0.0121145102,0.108739698,7.61178608e-06,0,0,0,0.0121145102,0.108739698,7.61178608e-06
Line_7412,0.324318328192492,2.91107075602446,0.000203802278794,0,0,0,0.324318328192492,2.91107075602446,0.000203802278794
Line_6920,0.0097829140382879,0.0878111220804467,1.38333265577037e-05,0,0,0,0.0097829140382879,0.0878111220804467,1.38333265577037e-05
Line_17372,0.0061642898368806,0.0553304715250246,8.71657411240107e-06,0,0,0,0.0061642898368806,0.0553304715250246,8.71657411240107e-06
Line_2372,0.331805306059246,0.956325346002398,4.20933129920428e-05,0,0,0,0.331805306059246,0.956325346002398,4.20933129920428e-05
Line_11904,0.0033444861772591,0.0096394796616626,9.56796221070117e-07,0,0,0,0.0033444861772591,0.0096394796616626,9.56796221070117e-07
Line_3143,0.325190017213363,0.93725860273714,4.12540280603101e-05,0,0,0,0.325190017213363,0.93725860273714,4.12540280603101e-05
Line_3164,0.01225863584,0.1100332332,1.92558844e-06,0,0,0,0.01225863584,0.1100332332,1.92558844e-06
Line_17514,0.447452555920814,4.01632589426463,0.0002811733146287,0,0,0,0.447452555920814,4.01632589426463,0.0002811733146287
Line_7637,0.240410048481781,2.15791777670533,0.0001510779197582,0,0,0,0.240410048481781,2.15791777670533,0.0001510779197582
Line_7638,0.0143503128258488,0.128808194281461,2.02982992839744e-05,0,0,0,0.0143503128258488,0.128808194281461,2.02982992839744e-05
Line_7642,0.414059837460211,3.71658728595705,0.0002602021972047,0,0,0,0.414059837460211,3.71658728595705,0.0002602021972047
Line_17537,0.996761323030621,8.9469136718863,0.0001565950676676,0,0,0,0.996761323030621,8.9469136718863,0.0001565950676676
Line_11985,0.0314440270798863,0.282240765746677,7.90319303752304e-05,0,0,0,0.0314440270798863,0.282240765746677,7.90319303752304e-05
Line_7967,0.0591318,0.530765304,3.71535424e-05,0,0,0,0.0591318,0.530765304,3.71535424e-05
Line_17750,0.0087231483670095,0.0251417895088994,2.23902286597723e-06,0,0,0,0.0087231483670095,0.0251417895088994,2.23902286597723e-06
Line_32256,0.100552839566371,0.289813749812133,3.19194633892909e-06,0,0,0,0.100552839566371,0.289813749812133,3.19194633892909e-06
Line_8042,0.0097806443146939,0.0281897829558132,3.13751959511488e-07,0,0,0,0.0097806443146939,0.0281897829558132,3.13751959511488e-07
