id,r,x,b,r_allocated,x_allocated,b_allocated,r_total,x_total,b_total
Line_16963,0.0207084124313892,0.185878818544228,3.25459715220898e-06,0,0,0,0.0207084124313892,0.185878818544228,3.25459715220898e-06
Line_8069,0.0471122156206433,0.42287801152917,2.96101208262018e-05,0,0,0,0.0471122156206433,0.42287801152917,2.96101208262018e-05
Line_17764,0.441989059957663,3.96727933987418,0.0002777404256666,0,0,0,0.441989059957663,3.96727933987418,0.0002777404256666
Line_7773,0.0205953737452318,0.184863483581073,5.17648732635992e-05,0,0,0,0.0205953737452318,0.184863483581073,5.17648732635992e-05
Line_8075,0.0342095551989875,0.307064113966857,2.15042159027259e-05,0,0,0,0.0342095551989875,0.307064113966857,2.15042159027259e-05
Line_17647,6.03004865654729,17.3797947294168,0.0007648517807841,0,0,0,6.03004865654729,17.3797947294168,0.0007648517807841
Line_8126,1.37754377958553,3.9703376566894,0.0001747704784876,0,0,0,1.37754377958553,3.9703376566894,0.0001747704784876
Line_17857,2.61796361582876,23.4988622080655,0.0004112780887594,0,0,0,2.61796361582876,23.4988622080655,0.0004112780887594
Line_8174,0.129924536168938,1.16620001042108,2.04192185945256e-05,0,0,0,0.129924536168938,1.16620001042108,2.04192185945256e-05
Line_3196,0.0069033855041959,0.0619645723812292,1.08556531505378e-06,0,0,0,0.0069033855041959,0.0619645723812292,1.08556531505378e-06
Line_8232,0.059141412,0.170456572,7.5001124e-06,0,0,0,0.059141412,0.170456572,7.5001124e-06
Line_17682,0.0445219894332653,0.39962893015869,2.79825422770915e-05,0,0,0,0.0445219894332653,0.39962893015869,2.79825422770915e-05
Line_17946,0.0083977575222045,0.0753781383895947,2.11082411368889e-05,0,0,0,0.0083977575222045,0.0753781383895947,2.11082411368889e-05
Line_8245,0.0365194142047475,0.327797498566547,2.29609664174179e-05,0,0,0,0.0365194142047475,0.327797498566547,2.29609664174179e-05
Line_7765,0.0050669734979159,0.0454810162172859,3.18510835494563e-06,0,0,0,0.0050669734979159,0.0454810162172859,3.18510835494563e-06
Line_32208,2.41017451416897,6.94658734923192,7.64502318248825e-05,0,0,0,2.41017451416897,6.94658734923192,7.64502318248825e-05
Line_8341,4.66423331467952,13.4432139688154,0.0001479220244248,0,0,0,4.66423331467952,13.4432139688154,0.0001479220244248
Line_3214,0.0090116195388481,0.0808881170699092,1.41663203802243e-06,0,0,0,0.0090116195388481,0.0808881170699092,1.41663203802243e-06
Line_8369,0.020592801953716,0.059352370347322,2.61513358877922e-06,0,0,0,0.020592801953716,0.059352370347322,2.61513358877922e-06
Line_17749,0.0066790094310102,0.0192501900398489,2.14365555288654e-07,0,0,0,0.0066790094310102,0.0192501900398489,2.14365555288654e-07
Line_32872,0.0013263287491654,0.0038227384396078,1.70704474906469e-07,0,0,0,0.0013263287491654,0.0038227384396078,1.70704474906469e-07
Line_16502,0.013860000289467,0.0399472505788496,4.43611067932451e-07,0,0,0,0.013860000289467,0.0399472505788496,4.43611067932451e-07
Line_18043,0.0012039979328828,0.0034701527489027,1.55056671146652e-07,0,0,0,0.0012039979328828,0.0034701527489027,1.55056671146652e-07
Line_18072,0.006075709509382,0.0545353930041955,3.81914627403636e-06,0,0,0,0.006075709509382,0.0545353930041955,3.81914627403636e-06
Line_31497,0.600854694661431,5.3932619217477,9.44140600773305e-05,0,0,0,0.600854694661431,5.3932619217477,9.44140600773305e-05
Line_23749,0.0023187529956225,0.0208131127982409,3.27944500742771e-06,0,0,0,0.0023187529956225,0.0208131127982409,3.27944500742771e-06
Line_25195,0.0388635866666667,0.112012442666667,1.108924344e-05,0,0,0,0.0388635866666667,0.112012442666667,1.108924344e-05
Line_18093,0.50434252,1.45361656,1.59897628e-05,0,0,0,0.50434252,1.45361656,1.59897628e-05
Line_18070,0.0230895696350233,0.207251769159886,3.62872496771358e-06,0,0,0,0.0230895696350233,0.207251769159886,3.62872496771358e-06
Line_8452,0.0021792873953037,0.0195612588316422,1.37019302123834e-06,0,0,0,0.0021792873953037,0.0195612588316422,1.37019302123834e-06
Line_18158,0.14174396480893,1.27228760247597,8.90854276225138e-05,0,0,0,0.14174396480893,1.27228760247597,8.90854276225138e-05
Line_8511,0.0080991660421583,0.0726980093219667,1.27344305700144e-06,0,0,0,0.0080991660421583,0.0726980093219667,1.27344305700144e-06
Line_18164,0.0063826736457941,0.0572909186873606,9.02520030470526e-06,0,0,0,0.0063826736457941,0.0572909186873606,9.02520030470526e-06
Line_8514,0.0031867022085931,0.0286038106121736,2.00307815733714e-06,0,0,0,0.0031867022085931,0.0286038106121736,2.00307815733714e-06
Line_8554,0.568761725304828,5.10519043767555,0.0003574113281741,0,0,0,0.568761725304828,5.10519043767555,0.0003574113281741
Line_18167,0.0103638443203778,0.0930256442103879,1.62914506600228e-06,0,0,0,0.0103638443203778,0.0930256442103879,1.62914506600228e-06
Line_18159,0.0070394515630158,0.063185996570111,1.19979724337078e-06,0,0,0,0.0070394515630158,0.063185996570111,1.19979724337078e-06
Line_8555,0.0729982879075342,0.655233198248155,4.58756607177372e-05,0,0,0,0.0729982879075342,0.655233198248155,4.58756607177372e-05
Line_18254,0.001449571970809,0.0130113909662576,2.28840011080671e-07,0,0,0,0.001449571970809,0.0130113909662576,2.28840011080671e-07
Line_31534,0.0334091482450955,0.299880399157781,5.2506123333068e-06,0,0,0,0.0334091482450955,0.299880399157781,5.2506123333068e-06
Line_12070,0.0836485038681216,0.750827222136042,1.31453133107063e-05,0,0,0,0.0836485038681216,0.750827222136042,1.31453133107063e-05
Line_22532,0.0112444310904668,0.0324085977584934,8.91624600294638e-06,0,0,0,0.0112444310904668,0.0324085977584934,8.91624600294638e-06
Line_23635,0.0029132368487499,0.0261490591285991,4.58805186541852e-07,0,0,0,0.0029132368487499,0.0261490591285991,4.58805186541852e-07
Line_17829,0.0148595808560508,0.133379090785391,2.33555744117852e-06,0,0,0,0.0148595808560508,0.133379090785391,2.33555744117852e-06
Line_18306,0.384049395524773,3.44722645025385,6.03503883923003e-05,0,0,0,0.384049395524773,3.44722645025385,6.03503883923003e-05
Line_18468,2.14366218732358,6.17844756567283,0.0002719355751799,0,0,0,2.14366218732358,6.17844756567283,0.0002719355751799
Line_9134,0.0092350391200556,0.0828935088281946,1.45174785331702e-06,0,0,0,0.0092350391200556,0.0828935088281946,1.45174785331702e-06
Line_18505,0.0330664128985525,0.0953038216827935,4.19661759521133e-06,0,0,0,0.0330664128985525,0.0953038216827935,4.19661759521133e-06
Line_18160,0.0069432082531663,0.0623220592520309,1.09190390735204e-06,0,0,0,0.0069432082531663,0.0623220592520309,1.09190390735204e-06
Line_18523,0.0065876650752301,0.0591306649062913,1.03610038885677e-06,0,0,0,0.0065876650752301,0.0591306649062913,1.03610038885677e-06
Line_9391,0.093190774216911,0.836476843289026,5.85659960493704e-05,0,0,0,0.093190774216911,0.836476843289026,5.85659960493704e-05
Line_9406,0.0223008028910925,0.200171518683832,5.79274123571673e-05,0,0,0,0.0223008028910925,0.200171518683832,5.79274123571673e-05
Line_12007,0.0058605853245209,0.0526044836517804,9.21786876394422e-07,0,0,0,0.0058605853245209,0.0526044836517804,9.21786876394422e-07
Line_12001,0.0057688245712338,0.0517807879695402,1.58717423597631e-06,0,0,0,0.0057688245712338,0.0517807879695402,1.58717423597631e-06
Line_3348,0.0032119306844355,0.0172981482342766,4.15438488965651e-05,0,0,0,0.0032119306844355,0.0172981482342766,4.15438488965651e-05
Line_9985,0.0043261935938867,0.0388318174350874,6.80688055289019e-07,0,0,0,0.0043261935938867,0.0388318174350874,6.80688055289019e-07
Line_10139,0.0251685774071918,0.0725407950907178,7.18489525412576e-06,0,0,0,0.0251685774071918,0.0725407950907178,7.18489525412576e-06
Line_12261,0.0134787821097343,0.0388484129924947,1.94203057705045e-06,0,0,0,0.0134787821097343,0.0388484129924947,1.94203057705045e-06
Line_19446,0.0070087714336881,0.062910535882658,1.10215582265214e-06,0,0,0,0.0070087714336881,0.062910535882658,1.10215582265214e-06
Line_11910,0.0067317193489665,0.0604237092565471,1.35322553669612e-06,0,0,0,0.0067317193489665,0.0604237092565471,1.35322553669612e-06
Line_10410,0.295579849059032,2.65311967725819,0.0001857422481588,0,0,0,0.295579849059032,2.65311967725819,0.0001857422481588
Line_18501,0.0133654017702409,0.119967654041851,2.36414720322296e-06,0,0,0,0.0133654017702409,0.119967654041851,2.36414720322296e-06
Line_19490,0.0103135012499704,0.0925737557907583,1.62106978202029e-06,0,0,0,0.0103135012499704,0.0925737557907583,1.62106978202029e-06
Line_10478,0.159626147067349,0.460073020600442,2.02524002157497e-05,0,0,0,0.159626147067349,0.460073020600442,2.02524002157497e-05
Line_22986,0.0595167780041434,0.318712034109473,0.0002232087829676,0,0,0,0.0595167780041434,0.318712034109473,0.0002232087829676
Line_12330,0.0556783778272146,0.499768645755109,0.0001399410036482,0,0,0,0.0556783778272146,0.499768645755109,0.0001399410036482
Line_556,0.0039257428448841,0.0352374276991069,2.46770940333499e-06,0,0,0,0.0039257428448841,0.0352374276991069,2.46770940333499e-06
Line_21779,0.0071153133169648,0.0638668274875007,1.00620427269401e-05,0,0,0,0.0071153133169648,0.0638668274875007,1.00620427269401e-05
Line_10566,0.0039208354952583,0.0351933337085342,2.4646236049987e-06,0,0,0,0.0039208354952583,0.0351933337085342,2.4646236049987e-06
Line_31621,4.17326234819666,12.0281546358696,0.0001323696746001,0,0,0,4.17326234819666,12.0281546358696,0.0001323696746001
Line_23685,0.0248429219243217,0.0716021133420423,7.09235217709985e-06,0,0,0,0.0248429219243217,0.0716021133420423,7.09235217709985e-06
Line_22953,0.0053940396491844,0.0484168207004429,8.48494176191731e-07,0,0,0,0.0053940396491844,0.0484168207004429,8.48494176191731e-07
Line_23641,0.0033983919841671,0.0305038595201693,4.8058084340445e-06,0,0,0,0.0033983919841671,0.0305038595201693,4.8058084340445e-06
Line_2622,0.0343139769759224,0.098899511110699,1.09212000868582e-06,0,0,0,0.0343139769759224,0.098899511110699,1.09212000868582e-06
Line_647,0.0231539034919044,0.0667339030610627,7.38125123115453e-07,0,0,0,0.0231539034919044,0.0667339030610627,7.38125123115453e-07
Line_22564,0.0508823881708033,0.45671898217862,3.1980475492403e-05,0,0,0,0.0508823881708033,0.45671898217862,3.1980475492403e-05
Line_31655,4.62142318102666,13.3198240633023,0.0001465737065852,0,0,0,4.62142318102666,13.3198240633023,0.0001465737065852
Line_24134,0.0023035479779383,0.0206765739055497,5.79013106302263e-06,0,0,0,0.0023035479779383,0.0206765739055497,5.79013106302263e-06
Line_21768,0.561973442963589,5.04426468425678,8.83035024856659e-05,0,0,0,0.561973442963589,5.04426468425678,8.83035024856659e-05
Line_19865,0.0046038776792102,0.0413242710370077,2.89404237734624e-06,0,0,0,0.0046038776792102,0.0413242710370077,2.89404237734624e-06
Line_31809,0.0251124596,0.225409844,3.94466144e-06,0,0,0,0.0251124596,0.225409844,3.94466144e-06
Line_23027,0.0064796455614028,0.0581612625403569,1.01914646707613e-06,0,0,0,0.0064796455614028,0.0581612625403569,1.01914646707613e-06
Line_32381,0.0049444015671591,0.0443809039090128,7.77812878803998e-07,0,0,0,0.0049444015671591,0.0443809039090128,7.77812878803998e-07
Line_23028,0.0024132349646944,0.0216611589826375,3.80289503589962e-07,0,0,0,0.0024132349646944,0.0216611589826375,3.80289503589962e-07
Line_32869,0.0015532867640507,0.0139423001502504,2.45169345241911e-07,0,0,0,0.0015532867640507,0.0139423001502504,2.45169345241911e-07
Line_23037,0.0038242213965181,0.0343261824067063,6.02023230799274e-07,0,0,0,0.0038242213965181,0.0343261824067063,6.02023230799274e-07
Line_25302,0.0620860796,0.557284364,0.000156040084,0,0,0,0.0620860796,0.557284364,0.000156040084
Line_23670,0.0089727149885727,0.0805389093363702,5.64029496757506e-06,0,0,0,0.0089727149885727,0.0805389093363702,5.64029496757506e-06
Line_20743,0.001540710744222,0.0138294198706117,2.43202662955588e-07,0,0,0,0.001540710744222,0.0138294198706117,2.43202662955588e-07
Line_20741,0.0030322108426567,0.0272170259963392,4.7752476002138e-07,0,0,0,0.0030322108426567,0.0272170259963392,4.7752476002138e-07
Line_23099,0.0042967377866288,0.0385674564654997,2.70072117585606e-06,0,0,0,0.0042967377866288,0.0385674564654997,2.70072117585606e-06
Line_24098,0.00535042432,0.048025274,3.36176196e-06,0,0,0,0.00535042432,0.048025274,3.36176196e-06
Line_21112,0.01039908152,0.0933418928,1.63348168e-06,0,0,0,0.01039908152,0.0933418928,1.63348168e-06
Line_31715,0.0226573708,0.203371516,3.55901236e-06,0,0,0,0.0226573708,0.203371516,3.55901236e-06
Line_24893,0.0296068241632158,0.265750844447677,7.44142373684187e-05,0,0,0,0.0296068241632158,0.265750844447677,7.44142373684187e-05
Line_32867,0.001520718229137,0.0136499495397533,2.40064618676296e-07,0,0,0,0.001520718229137,0.0136499495397533,2.40064618676296e-07
Line_23100,0.0041433117370583,0.037190345130716,2.60419910635164e-06,0,0,0,0.0041433117370583,0.037190345130716,2.60419910635164e-06
Line_2632,0.0028735510721003,0.0257929475246732,7.22282944347413e-06,0,0,0,0.0028735510721003,0.0257929475246732,7.22282944347413e-06
Line_20766,0.000439095560958,0.0039413080164453,6.99865660214256e-08,0,0,0,0.000439095560958,0.0039413080164453,6.99865660214256e-08
Line_20139,0.0050155364215868,0.0450192418277198,7.89002312806595e-07,0,0,0,0.0050155364215868,0.0450192418277198,7.89002312806595e-07
Line_32868,0.0018846706314126,0.0169168224972502,2.97158711908445e-07,0,0,0,0.0018846706314126,0.0169168224972502,2.97158711908445e-07
Line_20768,0.0005162705511691,0.0046340277139253,8.21889092727606e-08,0,0,0,0.0005162705511691,0.0046340277139253,8.21889092727606e-08
Line_20138,0.0014518702090547,0.0130319065746552,2.29257718854372e-07,0,0,0,0.0014518702090547,0.0130319065746552,2.29257718854372e-07
Line_32398,0.0023468986934081,0.021065648495075,3.69862845146017e-07,0,0,0,0.0023468986934081,0.021065648495075,3.69862845146017e-07
Line_11230,0.0037469672646058,0.0336326895260541,5.96122336678068e-06,0,0,0,0.0037469672646058,0.0336326895260541,5.96122336678068e-06
Line_2639,0.0207607579622752,0.186348258527205,1.30470125560929e-05,0,0,0,0.0207607579622752,0.186348258527205,1.30470125560929e-05
Line_11231,0.0132254923139022,0.118711781568179,4.89772153962699e-05,0,0,0,0.0132254923139022,0.118711781568179,4.89772153962699e-05
Line_22213,0.012001748,0.0345913832,1.52202028e-06,0,0,0,0.012001748,0.0345913832,1.52202028e-06
Line_11239,0.50862093874005,4.56537538590688,0.0002185609736476,0,0,0,0.50862093874005,4.56537538590688,0.0002185609736476
Line_23734,0.0191772295553372,0.0552725451103985,6.1223968410689e-07,0,0,0,0.0191772295553372,0.0552725451103985,6.1223968410689e-07
Line_32258,0.0621049080731172,0.17899833115818,7.88059925789586e-06,0,0,0,0.0621049080731172,0.17899833115818,7.88059925789586e-06
Line_11248,0.0337514177864756,0.302952117275121,8.48306133705833e-05,0,0,0,0.0337514177864756,0.302952117275121,8.48306133705833e-05
Line_12710,0.0415953020486709,0.119885786840929,2.11063772451848e-05,0,0,0,0.0415953020486709,0.119885786840929,2.11063772451848e-05
Line_12712,1.01329998,2.9205286,0.000128502968,0,0,0,1.01329998,2.9205286,0.000128502968
Line_904,0.021684894,0.116122248,8.128538e-05,0,0,0,0.021684894,0.116122248,8.128538e-05
Line_66,0.0146833742,0.042320476,1.8620932e-06,0,0,0,0.0146833742,0.042320476,1.8620932e-06
Line_905,0.372829072,1.07456712,1.1820248e-05,0,0,0,0.372829072,1.07456712,1.1820248e-05
Line_906,0.043445534,0.125218302,5.50960432e-06,0,0,0,0.043445534,0.125218302,5.50960432e-06
Line_907,0.019533998,0.056300816,6.1930704e-07,0,0,0,0.019533998,0.056300816,6.1930704e-07
Line_32083,0.0289389919094571,0.259755950197386,4.54787195400812e-06,0,0,0,0.0289389919094571,0.259755950197386,4.54787195400812e-06
Line_32082,0.08718234193409,0.782547808727911,2.04464312191867e-05,0,0,0,0.08718234193409,0.782547808727911,2.04464312191867e-05
