id,bus0,bus1,type,carrier,x,r,g,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,build_year,lifetime,capital_cost,length,terrain_factor,num_parallel,v_ang_min,v_ang_max,geom,s_nom_mod,sub_network,v_nom,x_pu,r_pu,b_pu,g_pu,x_pu_eff,r_pu_eff,s_nom_opt,geometry,length_m
Line_16924,BUS_11959,BUS_11957,,AC,1.2920365195924,0.143943588630305,0,9.04653028585346e-05,3580.64098147455,True,3580.64098147455,10741.4862882191,0.7,0,40,417.405406065549,10.2564070232577,1,2,-inf,inf,"MULTILINESTRING ((7.748804 47.628423, 7.748804 47.628423, 7.743849 47.628373, 7.739142 47.628298, 7.735207 47.628984, 7.730607 47.62979, 7.725967 47.630598, 7.721252 47.631413, 7.717335 47.631057, 7.71369 47.630732, 7.7102 47.630405, 7.705972 47.630026, 7.702526 47.629722, 7.699192 47.629414, 7.69264 47.628819, 7.68936 47.628476, 7.686206 47.62813, 7.681723 47.629503, 7.678348 47.630515, 7.675002 47.63188, 7.671102 47.633443, 7.667129 47.634568, 7.66389 47.634959, 7.660969 47.634406, 7.657556 47.633743, 7.654448 47.633125, 7.651343 47.634705, 7.647653 47.636535, 7.643856 47.638428, 7.640289 47.640195, 7.636331 47.642156, 7.633533 47.641601, 7.629173 47.640803, 7.624773 47.639992, 7.620603 47.639219, 7.620603 47.639219))",0,0,380,8.94762132681719e-06,9.96839256442553e-07,13.0631897327724,0,8.94762132681719e-06,9.96839256442553e-07,3580.64098147455,"MULTILINESTRING ((405998.8411047546 5275760.660039338, 405998.8411047546 5275760.660039338, 405626.49205441726 5275761.121857529, 405272.72894375917 5275758.526075891, 404978.34338647954 5275839.580073073, 404634.22507629846 5275934.803066596, 404287.11613255355 5276030.31819738, 403934.39657416183 5276126.725047947, 403639.4829333497 5276092.020967703, 403365.05638569396 5276060.437966834, 403102.2671601334 5276028.451872085, 402783.9356476007 5275991.623528104, 402524.4876668988 5275962.164378754, 402273.4434167632 5275932.131040536, 401780.10029582103 5275874.283626712, 401533.0386082133 5275840.323927958, 401295.43423326674 5275805.88086306, 400961.2286966562 5275964.186808533, 400709.59473503265 5276080.972703261, 400460.8196204616 5276236.963404179, 400170.81790025486 5276415.683032548, 399874.51330956776 5276545.834090856, 399631.9519436983 5276593.476159417, 399411.4697801708 5276535.803402831, 399153.81234011945 5276466.5537910955, 398919.1471637417 5276401.918943794, 398688.9509968497 5276581.566335038, 398415.31053594674 5276789.7734017465, 398133.77492270246 5277005.13582243, 397869.2899134926 5277206.206062709, 397575.835053768 5277429.365545074, 397364.595742777 5277371.385588779, 397035.5533644331 5277288.48058247, 396703.47101156565 5277204.202569831, 396388.7294461627 5277123.859115541, 396388.7294461627 5277123.859115541))",10280.160358460977
Line_7018,BUS_12032,BUS_12031,,AC,0.097239956,0.033738188,0,4.27855032e-06,1040.0,True,1040.0,6218.7552194953,0.7,0,40,25.1783407166008,0.618677445972432,1,2,-inf,inf,"MULTILINESTRING ((11.47133 50.597721, 11.47133 50.597721, 11.471473 50.598046, 11.471917 50.599093, 11.472626 50.600732, 11.473644 50.603087, 11.473644 50.603087))",0,0,220,2.00909e-06,6.9707e-07,0.207081835488,0,2.00909e-06,6.9707e-07,1040.0,"MULTILINESTRING ((674896.9589286805 5608006.893588536, 674896.9589286805 5608006.893588536, 674905.8728002349 5608043.363278809, 674933.4079175172 5608160.812550336, 674977.4963096137 5608344.703901563, 675040.7869202355 5608608.927638505, 675040.7869202355 5608608.927638505))",618.9778567691831
Line_3131,BUS_1213,BUS_1212,,AC,1.11950963980117,0.124722918910482,0,7.83859415239327e-05,3580.64491545086,True,3580.64491545086,10741.4862882191,0.7,0,40,361.475623615615,8.88211094277356,1,2,-inf,inf,"MULTILINESTRING ((12.010374 53.070451, 12.010374 53.070451, 12.00664 53.071368, 12.002918 53.072308, 11.998658 53.072895, 11.994174 53.073513, 11.989496 53.074145, 11.984432 53.074841, 11.979582 53.075505, 11.974014 53.076291, 11.968993 53.076968, 11.963446 53.077735, 11.956708 53.078663, 11.950003 53.079559, 11.944081 53.08039, 11.937633 53.08128, 11.930723 53.08224, 11.924468 53.083084, 11.919029 53.082717, 11.913332 53.082356, 11.908826 53.082053, 11.902388 53.081608, 11.895543 53.081183, 11.8899 53.080803, 11.886588 53.081809, 11.881242 53.083361, 11.881242 53.083361))",0,0,380,7.7528368407283e-06,8.63732125418849e-07,11.3189299560559,0,7.7528368407283e-06,8.63732125418849e-07,3580.64491545086,"MULTILINESTRING ((701672.5541607793 5884344.465805921, 701672.5541607793 5884344.465805921, 701418.1865280828 5884435.929926762, 701164.5256682348 5884529.99862513, 700876.488675991 5884583.31766479, 700573.3134938698 5884639.473778416, 700257.0893830232 5884696.66326978, 699914.7273770185 5884759.912846937, 699586.8550869615 5884820.224502361, 699210.3465361292 5884892.12769945, 698870.9838960615 5884953.45786845, 698495.9935847073 5885023.362105818, 698040.5228180307 5885107.905040523, 697587.4270353798 5885189.023406236, 697187.0767606535 5885265.111525389, 696751.2510913194 5885346.348579174, 696284.1890782202 5885434.142795481, 695861.5305541407 5885510.873618675, 695499.0139011365 5885455.2014425, 695119.1880963591 5885399.521149774, 694818.8416911331 5885353.559980704, 694389.7647818275 5885286.581354133, 693933.3353434629 5885220.763312807, 693557.1817106619 5885163.240861018, 693330.8959022664 5885266.1666093245, 692965.9837969854 5885424.338115472, 692965.9837969854 5885424.338115472))",8910.586094495031
Line_3134,BUS_1216,BUS_1212,,AC,0.0594348174027438,0.0066215397661039,0,1.04126431292408e-06,1791.41533927052,True,1791.41533927052,10741.4862882191,0.7,0,40,9.614568970429,0.236247377923078,1,1,-inf,inf,"MULTILINESTRING ((12.010374 53.070451, 12.010374 53.070451, 12.012301 53.06867, 12.012301 53.06867))",0,0,380,4.11598458467755e-07,4.58555385464262e-08,0.150358566786237,0,4.11598458467755e-07,4.58555385464262e-08,1791.41533927052,"MULTILINESTRING ((701672.5541607793 5884344.465805921, 701672.5541607793 5884344.465805921, 701809.9466128016 5884151.845296937, 701809.9466128016 5884151.845296937))",236.59954850728252
Line_16825,BUS_12258,BUS_11807,,AC,0.0463509853988072,0.0051638832816098,0,8.12318862903422e-07,1791.84402601254,True,1791.84402601254,10741.4862882191,0.7,0,40,7.5065932910418,0.184450596547592,1,1,-inf,inf,"MULTILINESTRING ((11.032762 48.393714, 11.032762 48.393714, 11.031681 48.395209, 11.031681 48.395209))",0,0,380,3.20990203592848e-07,3.57609645540851e-08,0.117298843803254,0,3.20990203592848e-07,3.57609645540851e-08,1791.84402601254,"MULTILINESTRING ((650473.8594933312 5362057.694441645, 650473.8594933312 5362057.694441645, 650389.435590941 5362221.733682157, 650389.435590941 5362221.733682157))",184.48920760373935
Line_17083,BUS_12258,BUS_11809,,AC,0.0482166314830341,0.0053717369074873,0,3.37662978525022e-06,3581.03723801156,True,3581.03723801156,10741.4862882191,0.7,0,40,15.6163241709129,0.383721376332312,1,2,-inf,inf,"MULTILINESTRING ((11.032762 48.393714, 11.032762 48.393714, 11.031706 48.397093, 11.031706 48.397093))",0,0,380,3.33910190325721e-07,3.72003940961729e-08,0.487585340990132,0,3.33910190325721e-07,3.72003940961729e-08,3581.03723801156,"MULTILINESTRING ((650473.8594933312 5362057.694441645, 650473.8594933312 5362057.694441645, 650385.7314686012 5362431.180601379, 650385.7314686012 5362431.180601379))",383.7427005889354
Line_16842,BUS_12644,BUS_11825,,AC,0.0821018110745453,0.028485825140835,0,2.4381698868816e-06,864.405394866614,True,864.405394866614,6218.7552194953,0.7,0,40,17.4666406513799,0.429187004399744,1,1,-inf,inf,"MULTILINESTRING ((13.056475 48.27151, 13.056475 48.27151, 13.058825 48.267981, 13.058825 48.267981))",0,0,220,1.6963184106311e-06,5.885501062156e-07,0.118007422525069,0,1.6963184106311e-06,5.885501062156e-07,864.405394866614,"MULTILINESTRING ((800975.1159655654 5354435.865205321, 800975.1159655654 5354435.865205321, 801170.2098750467 5354052.954356452, 801170.2098750467 5354052.954356452))",429.7468460597321
Line_17251,BUS_12644,BUS_11827,,AC,0.107473463020359,0.037288781514825,0,1.18614851276677e-06,521.210759959196,True,521.210759959196,6218.7552194953,0.7,0,40,13.9154381015634,0.341927524182977,1,1,-inf,inf,"MULTILINESTRING ((13.052545 48.269893, 13.052545 48.269893, 13.056475 48.27151, 13.056475 48.27151))",0,0,220,2.22052609546195e-06,7.70429370141011e-07,0.0574095880179117,0,2.22052609546195e-06,7.70429370141011e-07,521.210759959196,"MULTILINESTRING ((800693.080867783 5354240.762623421, 800693.080867783 5354240.762623421, 800975.1159655654 5354435.865205321, 800975.1159655654 5354435.865205321))",342.9414145963963
Line_17277,BUS_12747,BUS_11815,,AC,0.108739698,0.0121145102,0,7.61178608e-06,3580.0,True,3580.0,10741.4862882191,0.7,0,40,35.1877639573988,0.864627108659737,1,2,-inf,inf,"MULTILINESTRING ((14.567854 51.410619, 14.567854 51.410619, 14.569842 51.412807, 14.569667 51.41575, 14.568742 51.417993, 14.568742 51.417993))",0,0,380,7.53045e-07,8.38955e-08,1.099141909952,0,7.53045e-07,8.38955e-08,3580.0,"MULTILINESTRING ((887099.9694467625 5710211.108886984, 887099.9694467625 5710211.108886984, 887219.5571083233 5710464.709168729, 887182.4771366664 5710790.732804098, 887099.2278923669 5711035.01947296, 887099.2278923669 5711035.01947296))",866.5901082816628
Line_11904,BUS_1308,BUS_1305,,AC,0.0096394796616626,0.0033444861772591,0,9.56796221070117e-07,1562.89042447521,True,1562.89042447521,6218.7552194953,0.7,0,40,3.74716741721885,0.0920746920303435,1,3,-inf,inf,"MULTILINESTRING ((9.437849 53.915285, 9.437849 53.915285, 9.438079 53.914468, 9.438079 53.914468))",0,0,220,1.99162802926914e-07,6.91009540756023e-08,0.0463089370997937,0,1.99162802926914e-07,6.91009540756023e-08,1562.89042447521,"MULTILINESTRING ((528758.9569217355 5974185.102491719, 528758.9569217355 5974185.102491719, 528774.6254428751 5974094.298109162, 528774.6254428751 5974094.298109162))",92.14628829349081
Line_3143,BUS_1311,BUS_1308,,AC,0.93725860273714,0.325190017213363,0,4.12540280603101e-05,1040.23567801753,True,1040.23567801753,6218.7552194953,0.7,0,40,242.575463702669,5.96051860717719,1,2,-inf,inf,"MULTILINESTRING ((9.438079 53.914468, 9.438079 53.914468, 9.438204 53.914003, 9.439076 53.910894, 9.439957 53.907447, 9.440866 53.904216, 9.44175 53.900887, 9.442738 53.897161, 9.443368 53.894764, 9.444205 53.891493, 9.445175 53.887888, 9.446142 53.884269, 9.446961 53.881226, 9.447985 53.877507, 9.448815 53.874336, 9.44973 53.870818, 9.450532 53.86756, 9.454214 53.866398, 9.459678 53.864658, 9.459678 53.864658))",0,0,220,1.93648471639905e-05,6.71880200854056e-06,1.99669495811901,0,1.93648471639905e-05,6.71880200854056e-06,1040.23567801753,"MULTILINESTRING ((528774.6254428751 5974094.298109162, 528774.6254428751 5974094.298109162, 528783.1556143207 5974042.613930775, 528842.5742057512 5973697.067635975, 528902.8258026153 5973313.920795792, 528964.7769943849 5972954.818020938, 529025.1626226892 5972584.80275118, 529092.6669696369 5972170.661849892, 529135.7318881695 5971904.236204561, 529193.0141771095 5971540.6572271185, 529259.2795614752 5971139.9740220625, 529325.3684039847 5970737.733119452, 529381.3352965812 5970399.516205217, 529451.2616701585 5969986.175358708, 529508.0591688341 5969633.7239431655, 529570.6984393921 5969242.70261547, 529625.7334143786 5968880.561937069, 529868.6777348097 5968752.8253266, 530229.2372029498 5968561.552724938, 530229.2372029498 5968561.552724938))",5965.453046935945
Line_3164,BUS_1330,BUS_1329,,AC,0.1100332332,0.01225863584,0,1.92558844e-06,1790.0,True,1790.0,10741.4862882191,0.7,0,40,17.7626929226209,0.436461545049872,1,1,-inf,inf,"MULTILINESTRING ((6.207939 50.944165, 6.207939 50.944165, 6.214099 50.94358, 6.214099 50.94358))",0,0,380,7.62003e-07,8.48936e-08,0.278054970736,0,7.62003e-07,8.48936e-08,1790.0,"MULTILINESTRING ((303863.0916979627 5647328.180061464, 303863.0916979627 5647328.180061464, 304293.29201130837 5647246.775200549, 304293.29201130837 5647246.775200549))",437.8345132391717
Line_7638,BUS_13559,BUS_13557,,AC,0.128808194281461,0.0143503128258488,0,2.02982992839744e-05,5371.73451441382,True,5371.73451441382,10741.4862882191,0.7,0,40,62.5206739037994,1.53624622395292,1,3,-inf,inf,"MULTILINESTRING ((8.82198 48.939372, 8.82198 48.939372, 8.823967 48.937524, 8.826175 48.935537, 8.828204 48.933694, 8.83018 48.931902, 8.832507 48.929789, 8.83421 48.928159, 8.83421 48.928159))",0,0,380,8.92023506104301e-07,9.93788976859333e-08,2.9310744166059,0,8.92023506104301e-07,9.93788976859333e-08,5371.73451441382,"MULTILINESTRING ((486963.3739206907 5420731.360577443, 486963.3739206907 5420731.360577443, 487108.4084434395 5420525.5905295, 487269.60367377644 5420304.33551328, 487417.738033556 5420099.1224881755, 487562.01417989115 5419899.591520802, 487731.93096948543 5419664.324063297, 487856.2723320373 5419482.853534852, 487856.2723320373 5419482.853534852))",1535.0088929601538
Line_7773,BUS_14083,BUS_14079,,AC,0.184863483581073,0.0205953737452318,0,5.17648732635992e-05,7160.27466833428,True,7160.27466833428,10741.4862882191,0.7,0,40,119.408239165297,2.93407676329296,1,3,-inf,inf,"MULTILINESTRING ((11.082743 49.70197, 11.082743 49.70197, 11.087079 49.699929, 11.09115 49.698014, 11.09537 49.697698, 11.101446 49.697244, 11.106442 49.696871, 11.112214 49.696439, 11.117145 49.696047, 11.121341 49.695722, 11.121341 49.695722))",0,0,380,1.28021803033984e-06,1.4262724200299e-07,7.47484769926372,0,1.28021803033984e-06,1.4262724200299e-07,7160.27466833428,"MULTILINESTRING ((650179.4089679053 5507577.457365353, 650179.4089679053 5507577.457365353, 650498.3467133346 5507359.246265385, 650797.8118406753 5507154.528364035, 651103.0842789826 5507127.881892796, 651542.622366465 5507089.655092079, 651904.0381754993 5507058.283266507, 652321.6005863022 5507021.950266471, 652678.4002890957 5506988.385926027, 652981.9939516827 5506960.795680247, 652981.9939516827 5506960.795680247))",2941.958726504487
Line_18072,BUS_14842,BUS_14839,,AC,0.0545353930041955,0.006075709509382,0,3.81914627403636e-06,3581.04275497918,True,3581.04275497918,10741.4862882191,0.7,0,40,17.6171365567661,0.432884961442331,1,2,-inf,inf,"MULTILINESTRING ((9.143601 48.929329, 9.143601 48.929329, 9.149231 48.928116, 9.149231 48.928116))",0,0,380,3.77668926621852e-07,4.2075550618989e-08,0.551484721970851,0,3.77668926621852e-07,4.2075550618989e-08,3581.04275497918,"MULTILINESTRING ((510518.19033806294 5419609.60700024, 510518.19033806294 5419609.60700024, 510930.82963209064 5419475.559744187, 510930.82963209064 5419475.559744187))",433.86617041563784
Line_23749,BUS_14885,BUS_14880,,AC,0.0208131127982409,0.0023187529956225,0,3.27944500742771e-06,5371.41300297958,True,5371.41300297958,10741.4862882191,0.7,0,40,10.1136627851134,0.248511017137635,1,2,-inf,inf,"MULTILINESTRING ((8.038772 47.55893, 8.038772 47.55893, 8.03913 47.561152, 8.03913 47.561152))",0,0,380,1.44135130181724e-07,1.60578462300733e-08,0.473551859072561,0,1.44135130181724e-07,1.60578462300733e-08,5371.41300297958,"MULTILINESTRING ((427687.9666928581 5267726.67349858, 427687.9666928581 5267726.67349858, 427717.9549140994 5267973.284093052, 427717.9549140994 5267973.284093052))",248.4272101018956
