id,bus0,bus1,type,carrier,x,r,g,b,s_nom,s_nom_extendable,s_nom_min,s_nom_max,s_max_pu,build_year,lifetime,capital_cost,length,terrain_factor,num_parallel,v_ang_min,v_ang_max,geom,s_nom_mod,sub_network,v_nom,x_pu,r_pu,b_pu,g_pu,x_pu_eff,r_pu_eff,s_nom_opt,geometry,length_m
Line_1207,BUS_2627,BUS_2615,,AC,0.0655627848497366,0.00730424875149,0,1.14856790783097e-06,1791.34848055349,True,1791.34848055349,10741.4862882191,0.7,0,40,10.608824114795,0.260678028071351,1,1,-inf,inf,"MULTILINESTRING ((8.19278 51.186272, 8.19278 51.186272, 8.190801 51.188262, 8.190801 51.188262))",0,0,380,4.54035906161611e-07,5.05834401072715e-08,0.165853205890792,0,4.54035906161611e-07,5.05834401072715e-08,1791.34848055349,"MULTILINESTRING ((443585.1942885401 5670849.031880814, 443585.1942885401 5670849.031880814, 443449.3238457476 5671071.850062095, 443449.3238457476 5671071.850062095))",260.9764723763197
Line_12977,BUS_2788,BUS_2787,,AC,0.0325648537808505,0.0112986479978027,0,3.22653192429517e-06,1560.88297968219,True,1560.88297968219,6218.7552194953,0.7,0,40,12.6531152238208,0.310909964178338,1,3,-inf,inf,"MULTILINESTRING ((7.019423 51.558794, 7.019423 51.558794, 7.019905 51.561574, 7.019905 51.561574))",0,0,220,6.72827557455588e-07,2.33443140450469e-07,0.156164145135886,0,6.72827557455588e-07,2.33443140450469e-07,1560.88297968219,"MULTILINESTRING ((362705.86919463467 5713826.821301941, 362705.86919463467 5713826.821301941, 362747.6498192898 5714135.050959597, 362747.6498192898 5714135.050959597))",311.0484567645762
Line_22097,BUS_2826,BUS_2825,,AC,0.0817533209143459,0.0283649092470523,0,1.43943704766176e-05,2080.61319544174,True,2080.61319544174,6218.7552194953,0.7,0,40,42.3092014624159,1.03961372977379,1,3,-inf,inf,"MULTILINESTRING ((7.071488 51.631156, 7.071488 51.631156, 7.068467 51.633814, 7.065203 51.636633, 7.062793 51.63879, 7.062793 51.63879))",0,0,220,1.68911820070963e-06,5.86051843947361e-07,0.696687531068292,0,1.68911820070963e-06,5.86051843947361e-07,2080.61319544174,"MULTILINESTRING ((366527.04022217094 5721777.071732508, 366527.04022217094 5721777.071732508, 366325.78930672386 5722078.168647033, 366108.2227702319 5722397.622872058, 365947.82194452523 5722641.904200299, 365947.82194452523 5722641.904200299))",1040.9029165798784
Line_18091,BUS_2859,BUS_14887,,AC,0.061451544,0.0213210954,0,2.703866e-06,1040.0,True,1040.0,6218.7552194953,0.7,0,40,15.8856089058927,0.390338190122858,1,2,-inf,inf,"MULTILINESTRING ((9.99683 54.313409, 9.99683 54.313409, 10.001178 54.315836, 10.001178 54.315836))",0,0,220,1.26966e-06,4.405185e-07,0.1308671144,0,1.26966e-06,4.405185e-07,1040.0,"MULTILINESTRING ((564848.9186547933 6018850.820588338, 564848.9186547933 6018850.820588338, 565127.9363785431 6019124.856912411, 565127.9363785431 6019124.856912411))",391.08413043460456
Line_13086,BUS_2907,BUS_2905,,AC,0.17623408,0.061145656,0,3.10172368e-05,2080.0,True,2080.0,6218.7552194953,0.7,0,40,91.0576900026437,2.23745240884129,1,4,-inf,inf,"MULTILINESTRING ((6.586762 51.052092, 6.586762 51.052092, 6.58954 51.051309, 6.593682 51.050103, 6.59869 51.05107, 6.603833 51.05207, 6.60855 51.052943, 6.612178 51.053628, 6.617035 51.054549, 6.617035 51.054549))",0,0,220,3.6412e-06,1.26334e-06,1.50123426112,0,3.6412e-06,1.26334e-06,2080.0,"MULTILINESTRING ((330864.19129857497 5658388.639556795, 330864.19129857497 5658388.639556795, 331056.01792211237 5658295.205269474, 331341.90391562914 5658151.622455008, 331696.37650139397 5658247.6796941245, 332060.4147395563 5658347.122196924, 332394.1264349025 5658433.439187477, 332650.835655543 5658501.3491625935, 332994.508910849 5658592.723253232, 332994.508910849 5658592.723253232))",2243.7685443540004
Line_1579,BUS_3026,BUS_3024,,AC,0.102304032852417,0.0113975482560718,0,1.79160215734727e-06,1790.85895927829,True,1790.85895927829,10741.4862882191,0.7,0,40,16.5237436444832,0.406018316732519,1,1,-inf,inf,"MULTILINESTRING ((7.486977 51.957686, 7.486977 51.957686, 7.481402 51.95645, 7.481402 51.95645))",0,0,380,7.08476681803439e-07,7.89303895849851e-08,0.258707351520946,0,7.08476681803439e-07,7.89303895849851e-08,1790.85895927829,"MULTILINESTRING ((396035.13687765755 5757413.144577937, 396035.13687765755 5757413.144577937, 395649.21153722884 5757283.668734715, 395649.21153722884 5757283.668734715))",407.0655504498471
Line_1677,BUS_3085,BUS_3084,,AC,0.0814582466843468,0.0090751384019515,0,1.42667404877447e-06,1790.9893950789,True,1790.9893950789,10741.4862882191,0.7,0,40,13.1793514904642,0.323840542610393,1,1,-inf,inf,"MULTILINESTRING ((7.735316 51.518142, 7.735316 51.518142, 7.737697 51.515635, 7.737697 51.515635))",0,0,380,5.64115281747554e-07,6.28472188500799e-08,0.206011732643034,0,5.64115281747554e-07,6.28472188500799e-08,1790.9893950789,"MULTILINESTRING ((412251.2763104241 5708204.9524944695, 412251.2763104241 5708204.9524944695, 412411.6644862762 5707923.302886964, 412411.6644862762 5707923.302886964))",324.1155170016709
Line_22212,BUS_34776,BUS_12714,,AC,0.0164806531712825,0.0057180727468394,0,1.63566032246652e-06,1562.31084983012,True,1562.31084983012,12437.5104389906,0.7,0,40,7.22827157982016,0.177611727878866,1,3,-inf,inf,"MULTILINESTRING ((12.470597 51.370279, 12.470597 51.370279, 12.470384 51.371173, 12.470167 51.371414, 12.470062 51.37153, 12.469939 51.371652, 12.469652 51.371672))",0,0,220,3.40509363043027e-07,1.18141998901642e-07,0.0791659596073797,0,3.40509363043027e-07,1.18141998901642e-07,1562.31084983012,"MULTILINESTRING ((741554.4092974154 5696720.887501059, 741554.4092974154 5696720.887501059, 741534.8801881665 5696819.56764145, 741518.5121461902 5696845.643327171, 741510.5954087338 5696858.192477829, 741501.3946826737 5696871.349307817, 741481.3200897452 5696872.626725523))",182.38887124323423
Line_32966,BUS_34879,BUS_1885,,AC,0.346353304,0.064678856,0,0.000242447216,550.0,True,550.0,6218.7552194953,0.7,0,40,149.103422485807,3.66374121502164,1,1,-inf,inf,"MULTILINESTRING ((6.621409 51.055423, 6.56999 51.049032))",0,0,220,7.15606e-06,1.33634e-06,11.7344452544,0,7.15606e-06,1.33634e-06,550.0,"MULTILINESTRING ((333304.15472933697 5658679.987609515, 329677.61614650267 5658087.074328042))",3674.6875040108207
Line_31723,BUS_34879,BUS_2907,,AC,0.444947738276421,0.154377759864248,0,4.8976848255109e-06,520.249010516825,True,520.249010516825,6218.7552194953,0.7,0,40,59.3798390165691,1.45907022065213,1,1,-inf,inf,"MULTILINESTRING ((6.56999 51.049032, 6.570094 51.048625, 6.570264 51.048562, 6.571096 51.048414), (6.572976 51.048846, 6.57576 51.049896, 6.580795 51.049761, 6.585418 51.049572), (6.571096 51.048414, 6.572976 51.048846), (6.586762 51.052092, 6.586034 51.050982), (6.586034 51.050982, 6.585418 51.049572))",0,0,220,9.1931350883558e-06,3.18962313769107e-06,0.237047945554727,0,9.1931350883558e-06,3.18962313769107e-06,520.249010516825,"MULTILINESTRING ((329677.61614650267 5658087.074328042, 329683.4113545924 5658041.581979427, 329695.094331336 5658034.184233657, 329752.8607026449 5658015.805224634), (329886.2006956454 5658059.492018915, 330085.1548232548 5658169.807583715, 330437.52061674744 5658143.192050643, 330760.8181865795 5658111.543483075), (329752.8607026449 5658015.805224634, 329886.2006956454 5658059.492018915), (330864.19129857497 5658388.639556795, 330809.1282877771 5658266.89755943), (330809.1282877771 5658266.89755943, 330760.8181865795 5658111.543483075))",1462.6333411013375
Line_12264,BUS_35059,BUS_1900,,AC,0.0684569651583162,0.0076266839226945,0,1.41366727589342e-06,1944.66595794005,True,1944.66595794005,10741.4862882191,0.7,0,40,15.9217603527522,0.391226496666287,1,1,-inf,inf,"MULTILINESTRING ((6.300917 50.828939, 6.299656 50.828617, 6.298873 50.829667, 6.298915 50.831165, 6.298915 50.831165))",0,0,380,4.74078706082523e-07,5.28163706557797e-08,0.20413355463901,0,4.74078706082523e-07,5.28163706557797e-08,1944.66595794005,"MULTILINESTRING ((309925.02567295264 5634274.565085557, 309834.92774019047 5634242.012373035, 309784.06480739336 5634360.762968081, 309793.1134636938 5634527.19587365, 309793.1134636938 5634527.19587365))",391.6619286394037
Line_11146,BUS_35120,BUS_126,,AC,0.0232120084140624,0.0080536091818244,0,2.2980078e-06,1560.0,True,1560.0,12437.5104389906,0.7,0,40,11.7390389549692,0.288449454258229,1,3,-inf,inf,"MULTILINESTRING ((8.081571 53.605233, 8.081571 53.605233, 8.084704 53.60537, 8.084905 53.605382, 8.085651 53.605834))",0,0,220,4.79586950703769e-07,1.66396883921993e-07,0.11122357752,0,4.79586950703769e-07,1.66396883921993e-07,1560.0,"MULTILINESTRING ((439230.02523252484 5939993.221086942, 439230.02523252484 5939993.221086942, 439437.5181980142 5940005.791769924, 439450.83461559727 5940006.955746021, 439500.84001823154 5940056.6058969125))",291.7081629584534
Line_31677,BUS_35245,BUS_35118,,AC,10.1692311481733,3.5282884315045,0,0.0001119112648941,520.161695739743,True,520.161695739743,6218.7552194953,0.7,0,40,1316.03968884909,32.3374793700635,1,1,-inf,inf,"MULTILINESTRING ((9.77459 52.570614, 9.777814 52.568338, 9.780985 52.566066, 9.784842 52.56334, 9.789638 52.561892, 9.794149 52.560506, 9.795517 52.557606, 9.797137 52.554234, 9.798317 52.551533, 9.800093 52.547949, 9.801579 52.544869, 9.803574 52.541838, 9.805704 52.53867, 9.807517 52.535893, 9.809352 52.533074, 9.811557 52.529781, 9.813804 52.526358, 9.815956 52.52313, 9.81985 52.521126, 9.823841 52.519109, 9.827993 52.516993, 9.831936 52.51496, 9.835906 52.512965, 9.841678 52.512397, 9.847461 52.511865, 9.853453 52.511264, 9.859161 52.510725, 9.864385 52.510233, 9.867527 52.508191, 9.871225 52.505646, 9.874937 52.503056, 9.87858 52.500476, 9.881809 52.498196, 9.884813 52.496077, 9.8873 52.494315, 9.887473 52.494495), (9.493409 52.598523, 9.493384 52.598337, 9.499134 52.597679, 9.504397 52.597079, 9.510099 52.596454, 9.515077 52.595935, 9.519814 52.595381, 9.524524 52.594821, 9.528649 52.594401, 9.533134 52.593873, 9.53697 52.593449, 9.541814 52.592915, 9.546846 52.592354, 9.551609 52.591826, 9.557177 52.591191, 9.561887 52.591354, 9.56744 52.591507, 9.573024 52.59168, 9.577487 52.591807, 9.581752 52.591911, 9.587733 52.5921, 9.593441 52.592256, 9.599422 52.592439, 9.605119 52.592613, 9.610865 52.592755, 9.615698 52.5929, 9.621395 52.592915, 9.626802 52.592924, 9.632644 52.59295, 9.638384 52.59295, 9.6443 52.592957, 9.650207 52.59297, 9.655974 52.59296, 9.661569 52.593, 9.666477 52.593126, 9.671869 52.593286, 9.676895 52.593436, 9.681879 52.593592, 9.687619 52.593798, 9.693192 52.593175, 9.698986 52.592559, 9.704871 52.591913, 9.710573 52.591285, 9.716608 52.59063, 9.721125 52.590832, 9.72636 52.5911, 9.731929 52.591363, 9.737148 52.590268, 9.742169 52.589229, 9.746262 52.588355, 9.751128 52.587352, 9.754513 52.584956, 9.757522 52.582779, 9.760639 52.580601, 9.764319 52.578, 9.768294 52.575157, 9.772071 52.572487, 9.77459 52.570614))",0,0,220,0.0002101080815738,7.28985213120765e-05,5.41650522087445,0,0.0002101080815738,7.28985213120765e-05,520.161695739743,"MULTILINESTRING ((552496.8463291485 5824788.412709298, 552718.0745974749 5824537.60176922, 552935.728228412 5824287.2068288755, 553200.4524604913 5823986.82831099, 553527.3062139296 5823829.313094782, 553834.7856987972 5823678.503259117, 553931.0760875547 5823356.955871214, 554045.0433696453 5822983.09832835, 554128.3683336503 5822683.5490808105, 554253.2043184289 5822286.232726965, 554357.7712962074 5821944.761299629, 554496.8103647947 5821609.126673296, 554645.1939150759 5821258.35970197, 554771.6104805423 5820950.847669144, 554899.5870677573 5820638.684008335, 555053.2710322984 5820274.082825327, 555209.989480519 5819895.058746633, 555360.0408967852 5819537.656705921, 555626.7632300116 5819317.7453428265, 555900.1076009296 5819096.477531089, 556184.5275646079 5818864.338422518, 556454.6856843797 5818641.284343676, 556726.6516850027 5818422.49300524, 557119.0831302186 5818363.865105102, 557512.2240154998 5818309.281595384, 557919.6484481416 5818247.222377356, 558307.7281810347 5818191.863809664, 558662.9078096666 5818141.370362615, 558878.8695039878 5817916.797657606, 559133.2624794504 5817636.741326502, 559388.6951842534 5817351.704320899, 559639.460049947 5817067.735842435, 559861.7421588203 5816816.805522854, 560068.5527609068 5816583.605887438, 560239.7957091017 5816389.692230166, 560251.294599984 5816409.857724111), (533419.087414055 5827725.352436091, 533417.535683067 5827704.651494797, 533807.4945773013 5827634.139848263, 534164.4340305266 5827569.880012853, 534551.1378959414 5827503.075610524, 534888.7285624151 5827447.742015468, 535210.0309803791 5827388.420892423, 535529.5174034578 5827328.440175367, 535809.2715873895 5827283.762326323, 536113.5053478798 5827227.267517599, 536373.697987446 5827182.032355941, 536702.2683359237 5827125.087865835, 537043.6044601923 5827065.2586944625, 537366.6988712138 5827008.984627547, 537744.42483931 5826941.250939007, 538063.3469488211 5826961.856941126, 538439.3811733823 5826981.820363297, 538817.4949778846 5827004.054073169, 539119.709448303 5827020.591790529, 539408.5301289422 5827034.4816631405, 539813.5147534742 5827058.78919084, 540200.0329888498 5827079.30744428, 540605.0163471905 5827103.013217418, 540990.7666404945 5827125.590049101, 541379.8631299511 5827144.666025766, 541707.1085501635 5827163.578378455, 542093.0024886569 5827168.556321839, 542459.2576055035 5827172.726600236, 542854.962251277 5827179.07365309, 543243.7825637516 5827182.499560816, 543644.5178188293 5827186.841521855, 544044.637160367 5827191.878251167, 544435.2960050702 5827194.303152839, 544814.2528514504 5827202.214018095, 545146.5841659197 5827219.290009562, 545511.6635158046 5827240.47579891, 545851.9584964125 5827260.3438311955, 546189.399771044 5827280.876074927, 546577.9949440926 5827307.48118197, 546956.1605150098 5827241.797188212, 547349.2994728562 5827177.066093788, 547748.6462614565 5827109.089862511, 548135.5883014918 5827043.026245956, 548545.1291708554 5826974.214027333, 548850.895165669 5826999.7324849665, 549205.2226280497 5827033.100954526, 549582.1767308159 5827066.168532654, 549936.9608110085 5826947.970290435, 550278.2849559928 5826835.888663116, 550556.5672220916 5826741.533169954, 550887.3780882916 5826633.389661078, 551119.4891589854 5826369.272547261, 551325.8936834838 5826129.258482526, 551539.6372609121 5825889.219022137, 551792.0494065919 5825602.542102147, 552064.7683357736 5825289.173076123, 552323.8975234658 5824994.918552877, 552496.8463291485 5824788.412709298))",32408.834068940854
Line_32901,BUS_35764,BUS_23077,,AC,0.092202968,0.0172181548,0,6.4542368e-05,550.0,True,550.0,6218.7552194953,0.7,0,40,39.7781896780329,0.977422184901421,1,1,-inf,inf,"MULTILINESTRING ((6.727712 51.488007, 6.722615 51.47981))",0,0,220,1.90502e-06,3.55747e-07,3.1238506112,0,1.90502e-06,3.55747e-07,550.0,"MULTILINESTRING ((342242.124083143 5706543.7469174545, 341859.93577099364 5705643.293084655))",978.2049943375985
Line_32250,BUS_35766,BUS_23077,,AC,0.185917952,0.064505584,0,8.1803744e-06,1040.0,True,1040.0,6218.7552194953,0.7,0,40,49.0359153819178,1.20490127728723,1,1,-inf,inf,"MULTILINESTRING ((6.72325 51.489918, 6.725144 51.488067, 6.727712 51.488007), (6.728861 51.496019, 6.728738 51.495826, 6.725891 51.493103, 6.72325 51.489918))",0,0,220,3.84128e-06,1.33276e-06,0.39593012096,0,3.84128e-06,1.33276e-06,1040.0,"MULTILINESTRING ((341938.98840379855 5706765.86423077, 342064.0641999777 5706555.95659578, 342242.124083143 5706543.7469174545), (342349.5343716759 5707432.154167992, 342340.3312794326 5707410.958755626, 342133.32074818085 5707114.315588205, 341938.98840379855 5706765.86423077))",1206.6422437376152
Line_2186,BUS_3622,BUS_35940,,AC,0.0398132108,0.0138135052,0,4.37945464e-07,520.0,True,520.0,6218.7552194953,0.7,0,40,6.88671853510872,0.169219150792685,1,1,-inf,inf,"MULTILINESTRING ((13.399864 53.794448, 13.399219 53.794405, 13.398628 53.793468, 13.398475 53.793364, 13.398475 53.793364))",0,0,220,8.22587e-07,2.85403e-07,0.0211965604576,0,8.22587e-07,2.85403e-07,520.0,"MULTILINESTRING ((789741.9061686832 5969636.515669763, 789699.7533553097 5969629.100569896, 789667.3223774084 5969522.531776324, 789657.9702168959 5969510.34642056, 789657.9702168959 5969510.34642056))",169.5548041237726
Line_8482,BUS_36282,BUS_15054,,AC,0.0041485534238922,0.0014393702988148,0,7.30771272e-07,2080.0,True,2080.0,6218.7552194953,0.7,0,40,3.77735640670691,0.0928164901942171,1,4,-inf,inf,"MULTILINESTRING ((13.710737 48.519309, 13.710693 48.519667, 13.711267 48.519926, 13.711267 48.519926))",0,0,220,8.57139137167819e-08,2.97390557606377e-08,0.0353693295648,0,8.57139137167819e-08,2.97390557606377e-08,2080.0,"MULTILINESTRING ((847810.7360092101 5384745.13616487, 847805.0325753835 5384784.712938961, 847845.6241764814 5384816.106141149, 847845.6241764814 5384816.106141149))",91.3004495734277
Line_10727,BUS_36413,BUS_36411,,AC,0.0462637384,0.00515417028,0,8.096147e-07,1790.0,True,1790.0,10741.4862882191,0.7,0,40,25.2057181244301,0.619350158481323,1,1,-inf,inf,"MULTILINESTRING ((14.348255 51.53485, 14.353453 51.534102, 14.353457 51.53387, 14.353462 51.533617, 14.355007 51.533625, 14.355336 51.533627, 14.354379 51.533701))",0,0,380,3.20386e-07,3.56937e-08,0.11690836268,0,3.20386e-07,3.56937e-08,1790.0,"MULTILINESTRING ((870831.8095572037 5722874.1152303945, 871198.0818114004 5722817.423917837, 871200.250221746 5722791.66822383, 871202.6591109373 5722763.584439038, 871309.6512406303 5722772.329400442, 871332.4322476725 5722774.224825403, 871265.5157333028 5722777.579693134))",621.8765258409431
Line_24878,BUS_36772,BUS_22909,,AC,0.0304127086295999,0.0105519425113521,0,3.3677672357784e-07,522.37363228742,True,522.37363228742,6218.7552194953,0.7,0,40,7.52191953600543,0.184827190152277,1,1,-inf,inf,"MULTILINESTRING ((7.844186 47.587067, 7.844186 47.587067, 7.844451 47.586212, 7.843441 47.585814))",0,0,220,6.28361748545452e-07,2.18015341143639e-07,0.0162999934211675,0,6.28361748545452e-07,2.18015341143639e-07,522.37363228742,"MULTILINESTRING ((413096.2229401615 5271053.292818954, 413096.2229401615 5271053.292818954, 413114.7325534716 5270957.974957728, 413038.1326953058 5270914.87432063))",184.9915410824241
Line_10693,BUS_36775,BUS_20270,,AC,0.0750655883497254,0.0260446261480461,0,8.27980294837451e-07,521.029646519574,True,521.029646519574,6218.7552194953,0.7,0,40,17.7273072950196,0.43559205607302,1,1,-inf,inf,"MULTILINESTRING ((7.952414 47.595739, 7.952414 47.595739, 7.954584 47.595314, 7.955486 47.595182, 7.958076 47.595478))",0,0,220,1.55094190805218e-06,5.3811211049682e-07,0.0400742462701326,0,1.55094190805218e-06,5.3811211049682e-07,521.029646519574,"MULTILINESTRING ((421246.6380011987 5271901.530906701, 421246.6380011987 5271901.530906701, 421409.1319474765 5271852.097600834, 421476.74311417836 5271836.514324917, 421671.8909761216 5271866.792668861))",436.7133973278641
Line_23684,BUS_36776,BUS_15131,,AC,0.0169705921079334,0.0018906673588533,0,2.703592536e-06,5370.0,True,5370.0,10741.4862882191,0.7,0,40,22.2049021444076,0.545614673397134,1,3,-inf,inf,"MULTILINESTRING ((7.958076 47.595478, 7.951931 47.596434, 7.955047 47.596749, 7.955047 47.596749))",0,0,380,1.17524876093722e-07,1.30932642579874e-08,0.3903987621984,0,1.17524876093722e-07,1.30932642579874e-08,5370.0,"MULTILINESTRING ((421671.8909761216 5271866.792668861, 421211.37174469733 5271979.261035436, 421446.0863552642 5272011.109356653, 421446.0863552642 5272011.109356653))",710.9193933130948
Line_24151,BUS_36776,BUS_16912,,AC,0.152922382677464,0.0170368333293026,0,2.67759318987679e-06,1790.68244479562,True,1790.68244479562,10741.4862882191,0.7,0,40,30.1866487137088,0.741740646807233,1,1,-inf,inf,"MULTILINESTRING ((7.958076 47.595478, 7.959852 47.595642, 7.962086 47.595969, 7.963708 47.596348, 7.965452 47.596378, 7.966663 47.595018, 7.966663 47.595018))",0,0,380,1.05901927061955e-06,1.1798361031373e-07,0.386644456618208,0,1.05901927061955e-06,1.1798361031373e-07,1790.68244479562,"MULTILINESTRING ((421671.8909761216 5271866.792668861, 421805.6473273797 5271883.227580722, 421974.07543903304 5271917.320078579, 422096.5718583904 5271957.81083771, 422227.72054232337 5271959.3952554, 422316.74368493765 5271807.036589206, 422316.74368493765 5271807.036589206))",743.239867184331
Line_7694,BUS_36854,BUS_14422,,AC,0.0078713829568149,0.0027310403772091,0,1.38761832e-06,2080.0,True,2080.0,6218.7552194953,0.7,0,40,5.50649297915509,0.135304508384964,1,2,-inf,inf,"MULTILINESTRING ((6.741376 49.357492, 6.741912 49.357462, 6.742553 49.358302, 6.742553 49.358302))",0,0,220,1.62631879273035e-07,5.64264540745688e-08,0.067160726688,0,1.62631879273035e-07,5.64264540745688e-08,2080.0,"MULTILINESTRING ((335990.49367733067 5469651.2033166895, 336029.3123879933 5469646.703954352, 336078.6478475515 5469738.685297241, 336078.6478475515 5469738.685297241))",143.45557969574
Line_17112,BUS_36875,BUS_12345,,AC,0.0153795308809456,0.005336044754924,0,1.52482753529445e-06,1561.46680843145,True,1561.46680843145,6218.7552194953,0.7,0,40,7.91325754748264,0.194443074065271,1,3,-inf,inf,"MULTILINESTRING ((13.002766 48.261999, 13.002422 48.262218, 13.003983 48.263011, 13.003983 48.263011))",0,0,220,3.17758902498876e-07,1.1024885857281e-07,0.0738016527082512,0,3.17758902498876e-07,1.1024885857281e-07,1561.46680843145,"MULTILINESTRING ((797046.0455393251 5353169.528934055, 797019.2513826112 5353192.53156926, 797130.4689306282 5353286.69813296, 797130.4689306282 5353286.69813296))",181.04168678579376
Line_23682,BUS_36956,BUS_36955,,AC,0.0294866991327254,0.0102306211654489,0,3.26021172353634e-07,521.882786337536,True,521.882786337536,6218.7552194953,0.7,0,40,5.43878395551015,0.133640775008352,1,1,-inf,inf,"MULTILINESTRING ((6.723638 51.376569, 6.723572 51.376652, 6.723431 51.376732, 6.722595 51.376228, 6.722895 51.376041))",0,0,220,6.09229320924078e-07,2.11376470360514e-07,0.0157794247419159,0,6.09229320924078e-07,2.11376470360514e-07,521.882786337536,"MULTILINESTRING ((341574.1954087183 5694161.460398898, 341569.8892237786 5694170.831942667, 341560.3536154808 5694180.032012114, 341500.43707558955 5694125.798626952, 341520.6676728312 5694104.3571964335))",133.85895719040343
Line_489,BUS_37335,BUS_1900,,AC,0.219115564242774,0.0244113267575349,0,1.53435175831617e-05,3580.85434341237,True,3580.85434341237,10741.4862882191,0.7,0,40,78.2920048493608,1.92377639755775,1,2,-inf,inf,"MULTILINESTRING ((6.321687 50.837008, 6.321858 50.835351, 6.319276 50.835591, 6.315168 50.835231, 6.310381 50.834797, 6.30626 50.834434, 6.301551 50.832591, 6.298915 50.831165, 6.298915 50.831165))",0,0,380,1.51742080500536e-06,1.69053509401211e-07,2.21560393900856,0,1.51742080500536e-06,1.69053509401211e-07,3580.85434341237,"MULTILINESTRING ((311420.01185061364 5635118.400900933, 311425.3689550576 5634933.745440891, 311244.5593303185 5634967.0235192785, 310953.89391181176 5634937.507310696, 310615.12113950844 5634901.521167626, 310323.5190122436 5634871.739815053, 309984.5025372506 5634678.947272535, 309793.1134636938 5634527.19587365, 309793.1134636938 5634527.19587365))",1928.7894721472117
Line_6369,BUS_37567,BUS_10679,,AC,0.0577543127339639,0.0064343206281043,0,4.04430364204846e-06,3580.88066487346,True,3580.88066487346,10741.4862882191,0.7,0,40,19.6892128087255,0.483799628848399,1,2,-inf,inf,"MULTILINESTRING ((8.922163 48.664372, 8.922163 48.664372, 8.918221 48.661168, 8.918545 48.661107))",0,0,380,3.99960614501135e-07,4.4559007119836e-08,0.583997445911797,0,3.99960614501135e-07,4.4559007119836e-08,3580.88066487346,"MULTILINESTRING ((494268.6508153443 5390149.6237619035, 494268.6508153443 5390149.6237619035, 493978.0090194988 5389793.774850465, 494001.8602895963 5389786.968654115))",484.2607733977304
Line_31605,BUS_37732,BUS_19642,,AC,0.0567883324,0.00632669828,0,9.93795456e-07,1790.0,True,1790.0,10741.4862882191,0.7,0,40,10.3955460572548,0.255437399810494,1,1,-inf,inf,"MULTILINESTRING ((7.749792 52.28921, 7.748419 52.288372), (7.748419 52.288372, 7.747139 52.288679, 7.746793 52.288512))",0,0,380,3.93271e-07,4.38137e-08,0.1435040638464,0,3.93271e-07,4.38137e-08,1790.0,"MULTILINESTRING ((414728.43307722395 5793941.803399416, 414633.17919161124 5793850.217269556), (414633.17919161124 5793850.217269556, 414546.4682376592 5793885.8719839165, 414522.5482129305 5793867.706315072))",255.93251568112686
Line_32034,BUS_37783,BUS_10449,,AC,2.9417212457806,1.02065019605976,0,3.23751293623833e-05,520.181709636805,True,520.181709636805,6218.7552194953,0.7,0,40,384.272293427272,9.4422664198362,1,1,-inf,inf,"MULTILINESTRING ((7.818266 49.891922, 7.81817 49.891815, 7.817199 49.889901), (7.817199 49.889901, 7.816257 49.887673, 7.815339 49.885502, 7.814425 49.883339, 7.813507 49.881168, 7.812537 49.878871, 7.811505 49.876428, 7.810386 49.87378, 7.808784 49.871754, 7.807456 49.870014, 7.806114 49.868334, 7.80456 49.86629, 7.80287 49.864118, 7.801264 49.862052, 7.80062 49.859904, 7.800016 49.857889, 7.799424 49.855915, 7.798808 49.853856, 7.797979 49.851091, 7.797293 49.848802, 7.796633 49.846598, 7.796108 49.844853, 7.795317 49.842226, 7.794671 49.840079, 7.79398 49.837781, 7.793336 49.835641, 7.792628 49.833289, 7.791837 49.830637, 7.79112 49.828231, 7.790459 49.826016, 7.789745 49.823622, 7.789068 49.821352, 7.788375 49.819028, 7.78924 49.817542, 7.790423 49.815508, 7.791673 49.81336, 7.792891 49.811145, 7.792326 49.810516))",0,0,220,6.07793645822438e-05,2.10878139681769e-05,1.56695626113935,0,6.07793645822438e-05,2.10878139681769e-05,520.181709636805,"MULTILINESTRING ((415119.8888955123 5527283.733873748, 415112.80599306984 5527271.9465648495, 415039.7034852265 5527060.251838228), (415039.7034852265 5527060.251838228, 414968.12697548606 5526813.6151696835, 414898.36861865595 5526573.289373542, 414828.9058990186 5526333.849378476, 414759.1359854272 5526093.5254229875, 414685.40234371496 5525839.253148955, 414606.9501679198 5525568.82055688, 414521.87769419345 5525275.696869707, 414403.18968699686 5525052.278978774, 414304.68732181727 5524860.347171505, 414205.2784329338 5524675.103851754, 414089.98244856624 5524449.636611339, 413964.6760236478 5524210.097177204, 413845.58439705387 5523982.24889194, 413795.4783367868 5523744.179568986, 413748.480095117 5523520.851350011, 413702.41391637624 5523302.068040223, 413654.4677578067 5523073.862703427, 413589.94767909136 5522767.4119819505, 413536.5504296118 5522513.717633171, 413485.16958510585 5522269.44393176, 413444.31008038536 5522076.045316096, 413382.74726051604 5521784.895875962, 413332.462433777 5521546.944676407, 413278.66779903974 5521292.258260946, 413228.5310560765 5521055.084031223, 413173.40840534435 5520794.414848567, 413111.7744843926 5520500.489304653, 413055.89758957893 5520233.828276954, 413004.38599576056 5519988.337718085, 412948.7368842856 5519723.008530052, 412895.9669053106 5519471.4229248725, 412841.9445697258 5519213.852917741, 412901.49902132933 5519047.638907542, 412982.950701094 5518820.131637533, 413069.02547704993 5518579.873920671, 413152.686214908 5518332.205961633, 413110.91125236754 5518262.930204458))",9444.102921626523
