id_net,id_dlr,id_dlr,length_network,length_dlr
Line_32060,32,32,99895.48265902688,48545.0
Line_3053,32,32,116757.84516620905,48545.0
Line_16873,32,32,10127.733597002207,48545.0
Line_17504,32,32,38776.11321198585,48545.0
Line_31651,32,32,20537.263652247326,48545.0
Line_17984,32,32,48911.17434896597,48545.0
Line_19922,32,32,37377.23525342264,48545.0
Line_31608,32,32,37634.32033422362,48545.0
Line_4241,32,32,37485.2682057987,48545.0
Line_6889,33,33,55951.920882440565,72285.0
Line_12162,33,33,25860.818927519973,72285.0
Line_22681,33,33,541.774254912682,72285.0
Line_3339,33,33,71976.72865154987,72285.0
Line_3191,33,33,57593.32076642495,72285.0
Line_12004,33,33,485.6729705766495,72285.0
Line_6890,33,33,516.8965049168764,72285.0
Line_22765,33,33,481.8528437962501,72285.0
Line_7596,33,33,104537.88941127225,72285.0
Line_6994,33,33,78146.15809742175,72285.0
Line_12007,33,33,209.4105057701581,72285.0
Line_3196,33,33,246.6741509383292,72285.0
Line_12001,33,33,272.57395316281827,72285.0
Line_17164,33,33,66006.0758603283,72285.0
Line_15980,34,34,42818.91408068317,50254.0
Line_3344,34,34,51932.40898097655,50254.0
Line_6889,34,34,55951.920882440565,50254.0
Line_6970,34,34,56175.5985612546,50254.0
Line_9250,34,34,56573.51833008105,50254.0
Line_16969,34,34,124.50850422544612,50254.0
Line_17546,34,34,8095.357472583601,50254.0
Line_7682,34,34,208.96432649412017,50254.0
Line_7135,34,34,225.47642555775505,50254.0
Line_5822,34,34,268.8490004436094,50254.0
Line_31425,34,34,627.0497840945196,50254.0
Line_5817,34,34,688.4913957400897,50254.0
Line_7137,34,34,389.9949788829568,50254.0
Line_23064,34,34,461.92519234792655,50254.0
Line_30664,34,34,4015.0109647774916,50254.0
Line_17469,34,34,50414.647157133266,50254.0
Line_21524,34,34,14964.370157332894,50254.0
Line_7138,34,34,15329.720324638445,50254.0
Line_15980,35,35,42818.91408068317,50254.0
Line_3344,35,35,51932.40898097655,50254.0
Line_6889,35,35,55951.920882440565,50254.0
Line_6970,35,35,56175.5985612546,50254.0
Line_9250,35,35,56573.51833008105,50254.0
Line_16969,35,35,124.50850422544612,50254.0
Line_17546,35,35,8095.357472583601,50254.0
Line_7682,35,35,208.96432649412017,50254.0
Line_7135,35,35,225.47642555775505,50254.0
Line_5822,35,35,268.8490004436094,50254.0
Line_31425,35,35,627.0497840945196,50254.0
Line_5817,35,35,688.4913957400897,50254.0
Line_7137,35,35,389.9949788829568,50254.0
Line_23064,35,35,461.92519234792655,50254.0
Line_30664,35,35,4015.0109647774916,50254.0
Line_17469,35,35,50414.647157133266,50254.0
Line_21524,35,35,14964.370157332894,50254.0
Line_7138,35,35,15329.720324638445,50254.0
Line_6889,36,36,55951.920882440565,56081.0
Line_12162,36,36,25860.818927519973,56081.0
Line_22681,36,36,541.774254912682,56081.0
Line_9250,36,36,56573.51833008105,56081.0
Line_17546,36,36,8095.357472583601,56081.0
Line_7682,36,36,208.96432649412017,56081.0
Line_3339,36,36,71976.72865154987,56081.0
Line_17469,36,36,50414.647157133266,56081.0
Line_6890,36,36,516.8965049168764,56081.0
Line_22765,36,36,481.8528437962501,56081.0
Line_7596,36,36,104537.88941127225,56081.0
Line_6994,36,36,78146.15809742175,56081.0
Line_17164,36,36,66006.0758603283,56081.0
Line_6889,37,37,55951.920882440565,56081.0
Line_12162,37,37,25860.818927519973,56081.0
Line_22681,37,37,541.774254912682,56081.0
Line_9250,37,37,56573.51833008105,56081.0
Line_17546,37,37,8095.357472583601,56081.0
Line_7682,37,37,208.96432649412017,56081.0
Line_3339,37,37,71976.72865154987,56081.0
Line_17469,37,37,50414.647157133266,56081.0
Line_6890,37,37,516.8965049168764,56081.0
Line_22765,37,37,481.8528437962501,56081.0
Line_7596,37,37,104537.88941127225,56081.0
Line_6994,37,37,78146.15809742175,56081.0
Line_17164,37,37,66006.0758603283,56081.0
Line_6889,38,38,55951.920882440565,78069.0
Line_12162,38,38,25860.818927519973,78069.0
Line_22681,38,38,541.774254912682,78069.0
Line_3339,38,38,71976.72865154987,78069.0
Line_6890,38,38,516.8965049168764,78069.0
Line_22765,38,38,481.8528437962501,78069.0
Line_7596,38,38,104537.88941127225,78069.0
Line_6994,38,38,78146.15809742175,78069.0
Line_17073,38,38,158710.9533420032,78069.0
Line_11482,38,38,22814.65201212309,78069.0
Line_2302,38,38,38589.73531305959,78069.0
Line_17164,38,38,66006.0758603283,78069.0
Line_6889,39,39,55951.920882440565,78069.0
Line_12162,39,39,25860.818927519973,78069.0
Line_22681,39,39,541.774254912682,78069.0
Line_3339,39,39,71976.72865154987,78069.0
Line_6890,39,39,516.8965049168764,78069.0
Line_22765,39,39,481.8528437962501,78069.0
Line_7596,39,39,104537.88941127225,78069.0
Line_6994,39,39,78146.15809742175,78069.0
Line_17073,39,39,158710.9533420032,78069.0
Line_11482,39,39,22814.65201212309,78069.0
Line_2302,39,39,38589.73531305959,78069.0
Line_17164,39,39,66006.0758603283,78069.0
Line_9987,40,40,16735.2260438061,52115.0
Line_19196,40,40,210.684047898707,52115.0
Line_9985,40,40,154.78553322978644,52115.0
Line_19193,40,40,128.99227850291228,52115.0
Line_2187,40,40,21615.354378235526,52115.0
Line_9988,40,40,52195.9017915757,52115.0
Line_11426,41,41,77141.87600514806,68800.0
Line_9987,41,41,16735.2260438061,68800.0
Line_2187,41,41,21615.354378235526,68800.0
Line_9988,41,41,52195.9017915757,68800.0
Line_11426,42,42,77141.87600514806,16767.0
Line_9987,42,42,16735.2260438061,16767.0
Line_19196,42,42,210.684047898707,16767.0
Line_9985,42,42,154.78553322978644,16767.0
Line_19193,42,42,128.99227850291228,16767.0
Line_9988,42,42,52195.9017915757,16767.0
Line_11567,43,43,50254.11186375733,77008.0
Line_11426,43,43,77141.87600514806,77008.0
Line_9987,43,43,16735.2260438061,77008.0
Line_32054,44,44,104458.564600226,37245.0
Line_32060,44,44,99895.48265902688,37245.0
Line_3053,44,44,116757.84516620905,37245.0
Line_17504,44,44,38776.11321198585,37245.0
Line_31651,44,44,20537.263652247326,37245.0
Line_17984,44,44,48911.17434896597,37245.0
Line_19922,44,44,37377.23525342264,37245.0
Line_31608,44,44,37634.32033422362,37245.0
Line_4241,44,44,37485.2682057987,37245.0
Line_33011,44,44,7680.900410983135,37245.0
Line_10907,44,44,298.9075724575017,37245.0
Line_24095,44,44,314.13585640441954,37245.0
Line_3135,44,44,63962.82872863136,37245.0
Line_32054,45,45,104458.564600226,37245.0
Line_32060,45,45,99895.48265902688,37245.0
Line_3053,45,45,116757.84516620905,37245.0
Line_17504,45,45,38776.11321198585,37245.0
Line_31651,45,45,20537.263652247326,37245.0
Line_17984,45,45,48911.17434896597,37245.0
Line_19922,45,45,37377.23525342264,37245.0
Line_31608,45,45,37634.32033422362,37245.0
Line_4241,45,45,37485.2682057987,37245.0
Line_33011,45,45,7680.900410983135,37245.0
Line_10907,45,45,298.9075724575017,37245.0
Line_24095,45,45,314.13585640441954,37245.0
Line_3135,45,45,63962.82872863136,37245.0
Line_32054,46,46,104458.564600226,37245.0
Line_32060,46,46,99895.48265902688,37245.0
Line_3053,46,46,116757.84516620905,37245.0
Line_17504,46,46,38776.11321198585,37245.0
Line_31651,46,46,20537.263652247326,37245.0
Line_17984,46,46,48911.17434896597,37245.0
Line_19922,46,46,37377.23525342264,37245.0
Line_31608,46,46,37634.32033422362,37245.0
Line_4241,46,46,37485.2682057987,37245.0
Line_33011,46,46,7680.900410983135,37245.0
Line_10907,46,46,298.9075724575017,37245.0
Line_24095,46,46,314.13585640441954,37245.0
Line_3135,46,46,63962.82872863136,37245.0
Line_32054,47,47,104458.564600226,37245.0
Line_32060,47,47,99895.48265902688,37245.0
Line_3053,47,47,116757.84516620905,37245.0
Line_17504,47,47,38776.11321198585,37245.0
Line_31651,47,47,20537.263652247326,37245.0
Line_17984,47,47,48911.17434896597,37245.0
Line_19922,47,47,37377.23525342264,37245.0
Line_31608,47,47,37634.32033422362,37245.0
Line_4241,47,47,37485.2682057987,37245.0
Line_33011,47,47,7680.900410983135,37245.0
Line_10907,47,47,298.9075724575017,37245.0
Line_24095,47,47,314.13585640441954,37245.0
Line_3135,47,47,63962.82872863136,37245.0
Line_2837,48,48,68964.1212299462,124397.0
Line_31697,48,48,69334.12308953212,124397.0
Line_32054,48,48,104458.564600226,124397.0
Line_32060,48,48,99895.48265902688,124397.0
Line_3053,48,48,116757.84516620905,124397.0
Line_17504,48,48,38776.11321198585,124397.0
Line_31651,48,48,20537.263652247326,124397.0
Line_17984,48,48,48911.17434896597,124397.0
Line_19922,48,48,37377.23525342264,124397.0
Line_31608,48,48,37634.32033422362,124397.0
Line_4241,48,48,37485.2682057987,124397.0
Line_11373,48,48,55095.28494095521,124397.0
Line_17184,48,48,7704.665664343706,124397.0
Line_30020,48,48,6042.912418412436,124397.0
Line_833,48,48,24880.29869693366,124397.0
Line_2837,49,49,68964.1212299462,104103.0
Line_31697,49,49,69334.12308953212,104103.0
Line_32054,49,49,104458.564600226,104103.0
Line_32060,49,49,99895.48265902688,104103.0
Line_3053,49,49,116757.84516620905,104103.0
Line_17504,49,49,38776.11321198585,104103.0
Line_31651,49,49,20537.263652247326,104103.0
Line_17984,49,49,48911.17434896597,104103.0
Line_19922,49,49,37377.23525342264,104103.0
Line_31608,49,49,37634.32033422362,104103.0
Line_4241,49,49,37485.2682057987,104103.0
Line_11373,49,49,55095.28494095521,104103.0
Line_2401,49,49,308.2475241689756,104103.0
Line_2905,49,49,246.7669946294231,104103.0
Line_23762,49,49,165.67480633037462,104103.0
Line_2383,49,49,693.2429347268817,104103.0
Line_24141,49,49,229.0422901344047,104103.0
Line_2384,49,49,360.30482035040484,104103.0
Line_32051,49,49,4760.423036539001,104103.0
Line_3126,49,49,25184.459821554934,104103.0
Line_17219,50,50,41775.21495559481,16937.0
Line_11854,50,50,5131.802840999128,16937.0
Line_3296,50,50,1196.294664091268,16937.0
Line_17478,50,50,5663.7710186579625,16937.0
Line_31724,50,50,1344.8938785032553,16937.0
Line_2848,50,50,58.14352331314434,16937.0
Line_2707,50,50,16884.099215388193,16937.0
Line_23928,50,50,1487.7353534176739,16937.0
Line_11870,50,50,39338.43306138307,16937.0
Line_17219,51,51,41775.21495559481,16937.0
Line_11854,51,51,5131.802840999128,16937.0
Line_3296,51,51,1196.294664091268,16937.0
Line_17478,51,51,5663.7710186579625,16937.0
Line_31724,51,51,1344.8938785032553,16937.0
Line_2848,51,51,58.14352331314434,16937.0
Line_2707,51,51,16884.099215388193,16937.0
Line_23928,51,51,1487.7353534176739,16937.0
Line_11870,51,51,39338.43306138307,16937.0
Line_2837,52,52,68964.1212299462,29597.0
Line_31697,52,52,69334.12308953212,29597.0
Line_32054,52,52,104458.564600226,29597.0
Line_11373,52,52,55095.28494095521,29597.0
Line_2401,52,52,308.2475241689756,29597.0
